Voltage,Decay_Time,Decay_Slope,Real_Tau,Tau_Fast,Tau_Slow,Species,Recording,replicate,Date,Venom,Set
-10,1.89225328,0.098115169,,,,Rat,activation,4,Oct_23_16,No,6
-5,1.714802742,0.332379252,,,,Rat,activation,4,Oct_23_16,No,6
0,1.359682441,0.541240156,,,,Rat,activation,4,Oct_23_16,No,6
5,1.201344252,0.673056781,,,,Rat,activation,4,Oct_23_16,No,6
10,1.001400828,0.77506119,,,,Rat,activation,4,Oct_23_16,No,6
15,0.945078075,0.818259537,,,,Rat,activation,4,Oct_23_16,No,6
20,0.931602657,0.790738165,,,,Rat,activation,4,Oct_23_16,No,6
25,0.777498484,0.847625554,,,,Rat,activation,4,Oct_23_16,No,6
30,0.719887555,0.832570255,,,,Rat,activation,4,Oct_23_16,No,6
35,0.715710878,0.798339844,,,,Rat,activation,4,Oct_23_16,No,6
40,0.762581944,0.718282342,,,,Rat,activation,4,Oct_23_16,No,6
45,0.654999614,0.71996057,,,,Rat,activation,4,Oct_23_16,No,6
50,0.580886424,0.729261339,,,,Rat,activation,4,Oct_23_16,No,6
55,0.591531575,0.63345772,,,,Rat,activation,4,Oct_23_16,No,6
60,0.500737727,0.636836469,,,,Rat,activation,4,Oct_23_16,No,6
65,0.518595695,0.567626894,,,,Rat,activation,4,Oct_23_16,No,6
70,0.404766947,0.604945898,,,,Rat,activation,4,Oct_23_16,No,6
75,0.357999861,0.578918993,,,,Rat,activation,4,Oct_23_16,No,6
80,0.297447681,0.59753418,,,,Rat,activation,4,Oct_23_16,No,6
85,0.216327995,0.579833984,,,,Rat,activation,4,Oct_23_16,No,6
90,0.23451902,0.391540587,,,,Rat,activation,5,Oct_23_16,No,6
-80,0.047818549,0.253299773,,,,Rat,activation,5,Oct_23_16,No,6
-75,0.002172422,0.177001283,,,,Rat,activation,5,Oct_23_16,No,6
-70,0.090175092,0.311284035,,,,Rat,activation,5,Oct_23_16,No,6
-65,0.043447614,0.265506983,,,,Rat,activation,5,Oct_23_16,No,6
-60,0.006882379,0.363157809,,,,Rat,activation,5,Oct_23_16,No,6
-55,0.035631284,0.372313023,,,,Rat,activation,5,Oct_23_16,No,6
-50,0.081839874,0.326543063,,,,Rat,activation,5,Oct_23_16,No,6
-45,0.084552951,0.231932715,,,,Rat,activation,5,Oct_23_16,No,6
-40,0.031499818,0.341798842,,,,Rat,activation,5,Oct_23_16,No,6
-35,0.006552025,0.381468266,,,,Rat,activation,5,Oct_23_16,No,6
-30,0.09754876,0.189208269,,,,Rat,activation,5,Oct_23_16,No,6
-25,0.129821926,0.242613822,,,,Rat,activation,5,Oct_23_16,No,6
-20,3.039968491,0.018798852,,,,Rat,activation,5,Oct_23_16,No,6
-15,1.553099155,0.249608353,,,,Rat,activation,5,Oct_23_16,No,6
-10,1.249810696,0.624168277,,,,Rat,activation,5,Oct_23_16,No,6
-5,1.079976559,0.785763621,,,,Rat,activation,5,Oct_23_16,No,6
0,0.987631321,0.866837919,,,,Rat,activation,5,Oct_23_16,No,6
5,0.891833901,0.929768622,,,,Rat,activation,5,Oct_23_16,No,6
10,0.877678931,0.900009394,,,,Rat,activation,5,Oct_23_16,No,6
15,0.820251703,0.892722607,,,,Rat,activation,5,Oct_23_16,No,6
20,0.707243741,0.932617545,,,,Rat,activation,5,Oct_23_16,No,6
25,0.780147791,0.831858158,,,,Rat,activation,5,Oct_23_16,No,6
30,0.690194905,0.828188598,,,,Rat,activation,5,Oct_23_16,No,6
35,0.685440958,0.790296435,,,,Rat,activation,5,Oct_23_16,No,6
40,0.737826765,0.6992594,,,,Rat,activation,5,Oct_23_16,No,6
45,0.6723212,0.682903469,,,,Rat,activation,5,Oct_23_16,No,6
50,0.656910002,0.651514053,,,,Rat,activation,5,Oct_23_16,No,6
55,0.574858785,0.638689518,,,,Rat,activation,5,Oct_23_16,No,6
60,0.520820379,0.631387115,,,,Rat,activation,5,Oct_23_16,No,6
65,0.503386736,0.594112039,,,,Rat,activation,5,Oct_23_16,No,6
70,0.471462011,0.528215587,,,,Rat,activation,5,Oct_23_16,No,6
75,0.344657004,0.632324815,,,,Rat,activation,5,Oct_23_16,No,6
80,0.335290283,0.558472157,,,,Rat,activation,5,Oct_23_16,No,6
85,0.287330449,0.567628086,,,,Rat,activation,5,Oct_23_16,No,6
90,0.227559656,0.492554575,,,,Rat,activation,5,Oct_23_16,No,6
-80,0.125699103,0.228880957,,,,Rat,activation,1,Oct_12_16,Yes,5
-75,0.057000216,0.384520024,,,,Rat,activation,1,Oct_12_16,Yes,5
-70,0.061954591,0.735470831,,,,Rat,activation,1,Oct_12_16,Yes,5
-65,0.063000239,0.570676506,,,,Rat,activation,1,Oct_12_16,Yes,5
-60,0.124973923,0.227356166,,,,Rat,activation,1,Oct_12_16,Yes,5
-55,0.080182128,0.570676506,,,,Rat,activation,1,Oct_12_16,Yes,5
-50,0.248144761,0.158081248,,,,Rat,activation,1,Oct_12_16,Yes,5
-45,0.368946165,0.109253377,,,,Rat,activation,1,Oct_12_16,Yes,5
-40,0.472236246,0.095650837,,,,Rat,activation,1,Oct_12_16,Yes,5
-35,1.49358511,0.035970353,,,,Rat,activation,1,Oct_12_16,Yes,5
-30,2.446810722,0.01970027,,,,Rat,activation,1,Oct_12_16,Yes,5
-25,2.920651913,0.039779909,,,,Rat,activation,1,Oct_12_16,Yes,5
-20,2.290839195,0.049864393,,,,Rat,activation,1,Oct_12_16,Yes,5
-15,2.440438271,0.100188412,,,,Rat,activation,1,Oct_12_16,Yes,5
-10,2.148696661,0.231354594,,,,Rat,activation,1,Oct_12_16,Yes,5
-5,1.922916889,0.403113425,,,,Rat,activation,1,Oct_12_16,Yes,5
0,1.629603624,0.505221784,,,,Rat,activation,1,Oct_12_16,Yes,5
5,1.346957684,0.609686792,,,,Rat,activation,1,Oct_12_16,Yes,5
10,1.12919569,0.632887542,,,,Rat,activation,1,Oct_12_16,Yes,5
15,0.937129557,0.674382925,,,,Rat,activation,1,Oct_12_16,Yes,5
20,0.939405799,0.60746628,,,,Rat,activation,1,Oct_12_16,Yes,5
25,0.814851522,0.576098025,,,,Rat,activation,1,Oct_12_16,Yes,5
30,0.833555877,0.455174148,,,,Rat,activation,1,Oct_12_16,Yes,5
35,0.590738535,0.467790842,,,,Rat,activation,1,Oct_12_16,Yes,5
40,0.591972947,0.401306003,,,,Rat,activation,1,Oct_12_16,Yes,5
45,0.39565739,0.37841779,,,,Rat,activation,1,Oct_12_16,Yes,5
50,0.375904292,0.341491967,,,,Rat,activation,1,Oct_12_16,Yes,5
55,0.153890327,0.555420756,,,,Rat,activation,1,Oct_12_16,Yes,5
60,0.066919617,0.686649442,,,,Rat,activation,1,Oct_12_16,Yes,5
65,0.090631925,0.34789905,,,,Rat,activation,1,Oct_12_16,Yes,5
70,0.086924382,0.241087943,,,,Rat,activation,1,Oct_12_16,Yes,5
75,0.161635071,0.169373631,,,,Rat,activation,1,Oct_12_16,Yes,5
80,0.150641352,0.204466999,,,,Rat,activation,1,Oct_12_16,Yes,5
85,0.088200338,0.381468266,,,,Rat,activation,1,Oct_12_16,Yes,5
90,0.067172445,0.460813671,,,,Rat,activation,1,Oct_12_16,Yes,5
-80,0.041856322,0.445554942,,,,Rat,activation,2,Oct_12_16,Yes,5
-75,0.152244478,0.158690795,,,,Rat,activation,2,Oct_12_16,Yes,5
-70,0.124702975,0.357056886,,,,Rat,activation,2,Oct_12_16,Yes,5
-65,0.052402068,0.653073668,,,,Rat,activation,2,Oct_12_16,Yes,5
-60,0.090047464,0.582883537,,,,Rat,activation,2,Oct_12_16,Yes,5
-55,0.486519337,0.074201427,,,,Rat,activation,2,Oct_12_16,Yes,5
-50,1.552144289,0.01622369,,,,Rat,activation,2,Oct_12_16,Yes,5
-45,5.286670685,0.009637436,,,,Rat,activation,2,Oct_12_16,Yes,5
-40,7.600615025,0.020383323,,,,Rat,activation,2,Oct_12_16,Yes,5
-35,6.878937244,0.036146097,,,,Rat,activation,2,Oct_12_16,Yes,5
-30,4.489238262,0.072314143,,,,Rat,activation,2,Oct_12_16,Yes,5
-25,3.879821062,0.102670752,,,,Rat,activation,2,Oct_12_16,Yes,5
-20,3.494555473,0.129355252,,,,Rat,activation,2,Oct_12_16,Yes,5
-15,3.95617485,0.138101608,,,,Rat,activation,2,Oct_12_16,Yes,5
-10,3.833255529,0.174935862,,,,Rat,activation,2,Oct_12_16,Yes,5
-5,2.977045536,0.278667331,,,,Rat,activation,2,Oct_12_16,Yes,5
0,2.4739995,0.379479051,,,,Rat,activation,2,Oct_12_16,Yes,5
5,2.066802025,0.448708355,,,,Rat,activation,2,Oct_12_16,Yes,5
10,1.732239127,0.508904696,,,,Rat,activation,2,Oct_12_16,Yes,5
15,1.532085299,0.514729798,,,,Rat,activation,2,Oct_12_16,Yes,5
20,1.325600266,0.533501685,,,,Rat,activation,2,Oct_12_16,Yes,5
25,1.090585709,0.537184119,,,,Rat,activation,2,Oct_12_16,Yes,5
30,1.118660927,0.499649823,,,,Rat,activation,2,Oct_12_16,Yes,5
35,0.904199541,0.541742444,,,,Rat,activation,2,Oct_12_16,Yes,5
40,0.839121163,0.504483461,,,,Rat,activation,2,Oct_12_16,Yes,5
45,0.5426355,0.571659744,,,,Rat,activation,2,Oct_12_16,Yes,5
50,0.350605726,0.586853504,,,,Rat,activation,2,Oct_12_16,Yes,5
55,0.24836044,0.492554635,,,,Rat,activation,2,Oct_12_16,Yes,5
60,0.105313458,0.491333693,,,,Rat,activation,2,Oct_12_16,Yes,5
65,0.080118343,0.28076601,,,,Rat,activation,2,Oct_12_16,Yes,5
70,0.07525029,0.329588592,,,,Rat,activation,2,Oct_12_16,Yes,5
75,0.041552559,0.430304408,,,,Rat,activation,2,Oct_12_16,Yes,5
80,0.099909469,0.302122861,,,,Rat,activation,2,Oct_12_16,Yes,5
85,0.2504884,0.120850213,,,,Rat,activation,2,Oct_12_16,Yes,5
90,0.056453682,0.469977885,,,,Rat,activation,2,Oct_12_16,Yes,5
-80,0.096765079,0.466917157,,,,Rat,activation,3,Oct_12_16,Yes,5
-75,0.057709042,0.399786383,,,,Rat,activation,3,Oct_12_16,Yes,5
-70,0.051716615,0.408933997,,,,Rat,activation,3,Oct_12_16,Yes,5
-65,0.339869767,0.089721978,,,,Rat,activation,3,Oct_12_16,Yes,5
-60,0.093927629,0.335692078,,,,Rat,activation,3,Oct_12_16,Yes,5
-55,0.066405661,0.451658428,,,,Rat,activation,3,Oct_12_16,Yes,5
-50,0.057000216,0.640866697,,,,Rat,activation,3,Oct_12_16,Yes,5
-45,0.122714318,0.198365748,,,,Rat,activation,3,Oct_12_16,Yes,5
-40,0.088358827,0.485227644,,,,Rat,activation,3,Oct_12_16,Yes,5
-35,0.875193298,0.057798441,,,,Rat,activation,3,Oct_12_16,Yes,5
-30,1.297123075,0.047835473,,,,Rat,activation,3,Oct_12_16,Yes,5
-25,1.572702765,0.036942728,,,,Rat,activation,3,Oct_12_16,Yes,5
-20,2.192015171,0.041696303,,,,Rat,activation,3,Oct_12_16,Yes,5
-15,2.775443792,0.051293585,,,,Rat,activation,3,Oct_12_16,Yes,5
-10,3.09993577,0.098237403,,,,Rat,activation,3,Oct_12_16,Yes,5
-5,1.74447763,0.267510682,,,,Rat,activation,3,Oct_12_16,Yes,5
0,1.688478351,0.359603524,,,,Rat,activation,3,Oct_12_16,Yes,5
5,1.534213781,0.426752448,,,,Rat,activation,3,Oct_12_16,Yes,5
10,1.031129241,0.546275377,,,,Rat,activation,3,Oct_12_16,Yes,5
15,0.897098899,0.554550469,,,,Rat,activation,3,Oct_12_16,Yes,5
20,0.781908989,0.430755734,,,,Rat,activation,3,Oct_12_16,Yes,5
25,0.723420382,0.397644043,,,,Rat,activation,3,Oct_12_16,Yes,5
30,0.528166533,0.334930509,,,,Rat,activation,3,Oct_12_16,Yes,5
35,0.619831622,0.197092712,,,,Rat,activation,3,Oct_12_16,Yes,5
40,0.232823148,0.282898426,,,,Rat,activation,3,Oct_12_16,Yes,5
45,0.493869543,0.061558224,,,,Rat,activation,3,Oct_12_16,Yes,5
50,0.382499546,0.073547237,,,,Rat,activation,3,Oct_12_16,Yes,5
55,0.155136526,0.314333141,,,,Rat,activation,3,Oct_12_16,Yes,5
60,0.319872648,0.171814084,,,,Rat,activation,3,Oct_12_16,Yes,5
65,0.142690197,0.247191444,,,,Rat,activation,3,Oct_12_16,Yes,5
70,1.076787949,0.001333819,,,,Rat,activation,3,Oct_12_16,Yes,5
75,0.373893827,0.074768484,,,,Rat,activation,3,Oct_12_16,Yes,5
80,0.071230069,0.607309043,,,,Rat,activation,3,Oct_12_16,Yes,5
85,0.234012902,0.200195685,,,,Rat,activation,3,Oct_12_16,Yes,5
90,0.713911533,0.048421223,,,,Rat,activation,3,Oct_12_16,Yes,5
-80,0.106375284,0.074768573,,,,Rat,activation,4,Oct_12_16,Yes,5
-75,0.049000189,0.439451456,,,,Rat,activation,4,Oct_12_16,Yes,5
-70,0.053307895,0.317381591,,,,Rat,activation,4,Oct_12_16,Yes,5
-65,0.108651578,0.204466999,,,,Rat,activation,4,Oct_12_16,Yes,5
-60,0.043519903,0.463865429,,,,Rat,activation,4,Oct_12_16,Yes,5
-55,0.055868138,0.323485106,,,,Rat,activation,4,Oct_12_16,Yes,5
-50,0.069040045,0.222781718,,,,Rat,activation,4,Oct_12_16,Yes,5
-45,0.366856635,0.049743883,,,,Rat,activation,4,Oct_12_16,Yes,5
-40,0.085786745,0.430300325,,,,Rat,activation,4,Oct_12_16,Yes,5
-35,0.08037962,0.354002565,,,,Rat,activation,4,Oct_12_16,Yes,5
-30,0.961050332,0.015092322,,,,Rat,activation,4,Oct_12_16,Yes,5
-25,0.164770275,0.242614999,,,,Rat,activation,4,Oct_12_16,Yes,5
-20,3.371702194,0.014125281,,,,Rat,activation,4,Oct_12_16,Yes,5
-15,3.39037466,0.038318794,,,,Rat,activation,4,Oct_12_16,Yes,5
-10,2.477210522,0.145671621,,,,Rat,activation,4,Oct_12_16,Yes,5
-5,1.83924377,0.317642093,,,,Rat,activation,4,Oct_12_16,Yes,5
0,1.551757455,0.432137877,,,,Rat,activation,4,Oct_12_16,Yes,5
5,1.576809764,0.456469655,,,,Rat,activation,4,Oct_12_16,Yes,5
10,1.358526111,0.492444664,,,,Rat,activation,4,Oct_12_16,Yes,5
15,1.161353827,0.524063945,,,,Rat,activation,4,Oct_12_16,Yes,5
20,1.159419656,0.496497452,,,,Rat,activation,4,Oct_12_16,Yes,5
25,1.044378757,0.498130172,,,,Rat,activation,4,Oct_12_16,Yes,5
30,1.030495644,0.460143119,,,,Rat,activation,4,Oct_12_16,Yes,5
35,0.992707133,0.423861414,,,,Rat,activation,4,Oct_12_16,Yes,5
40,0.929258525,0.411210507,,,,Rat,activation,4,Oct_12_16,Yes,5
45,0.994805574,0.359191865,,,,Rat,activation,4,Oct_12_16,Yes,5
50,0.928278685,0.338412195,,,,Rat,activation,4,Oct_12_16,Yes,5
55,0.75743109,0.336151123,,,,Rat,activation,4,Oct_12_16,Yes,5
60,0.806069136,0.295928031,,,,Rat,activation,4,Oct_12_16,Yes,5
65,0.794979751,0.276590914,,,,Rat,activation,4,Oct_12_16,Yes,5
70,0.762278557,0.248311311,,,,Rat,activation,4,Oct_12_16,Yes,5
75,0.649984717,0.27923587,,,,Rat,activation,4,Oct_12_16,Yes,5
80,0.683644176,0.21852769,,,,Rat,activation,4,Oct_12_16,Yes,5
85,0.495072275,0.25547564,,,,Rat,activation,4,Oct_12_16,Yes,5
90,0.425205559,0.225742906,,,,Rat,activation,4,Oct_12_16,Yes,5
-80,0.284249187,0.065918021,,,,Mouse,activation,1,Oct_13_16,Yes,5
-75,0.06866318,0.271605402,,,,Mouse,activation,1,Oct_13_16,Yes,5
-70,0.038202275,0.286864132,,,,Mouse,activation,1,Oct_13_16,Yes,5
-65,0.163875625,0.10070762,,,,Mouse,activation,1,Oct_13_16,Yes,5
-60,0.072692588,0.317381591,,,,Mouse,activation,1,Oct_13_16,Yes,5
-55,0.060717624,0.421140969,,,,Mouse,activation,1,Oct_13_16,Yes,5
-50,0.214832246,0.132446826,,,,Mouse,activation,1,Oct_13_16,Yes,5
-45,5.750478268,0.004282093,,,,Mouse,activation,1,Oct_13_16,Yes,5
-40,5.963675499,0.008046731,,,,Mouse,activation,1,Oct_13_16,Yes,5
-35,4.893237591,0.020351451,,,,Mouse,activation,1,Oct_13_16,Yes,5
-30,4.511874199,0.034973823,,,,Mouse,activation,1,Oct_13_16,Yes,5
-25,3.791431904,0.053274181,,,,Mouse,activation,1,Oct_13_16,Yes,5
-20,3.466672659,0.075456187,,,,Mouse,activation,1,Oct_13_16,Yes,5
-15,3.47061348,0.139105558,,,,Mouse,activation,1,Oct_13_16,Yes,5
-10,2.373325825,0.383946389,,,,Mouse,activation,1,Oct_13_16,Yes,5
-5,2.257627249,0.493787706,,,,Mouse,activation,1,Oct_13_16,Yes,5
0,2.070301533,0.567885399,,,,Mouse,activation,1,Oct_13_16,Yes,5
5,1.843616247,0.607217193,,,,Mouse,activation,1,Oct_13_16,Yes,5
10,1.739209414,0.628057182,,,,Mouse,activation,1,Oct_13_16,Yes,5
15,1.647685528,0.628290415,,,,Mouse,activation,1,Oct_13_16,Yes,5
20,1.444999814,0.649764061,,,,Mouse,activation,1,Oct_13_16,Yes,5
25,1.408264399,0.613614261,,,,Mouse,activation,1,Oct_13_16,Yes,5
30,1.228968859,0.623839736,,,,Mouse,activation,1,Oct_13_16,Yes,5
35,1.210519552,0.60008955,,,,Mouse,activation,1,Oct_13_16,Yes,5
40,1.173607588,0.573043048,,,,Mouse,activation,1,Oct_13_16,Yes,5
45,1.168233275,0.531140029,,,,Mouse,activation,1,Oct_13_16,Yes,5
50,0.977642417,0.560607851,,,,Mouse,activation,1,Oct_13_16,Yes,5
55,0.939272523,0.539855957,,,,Mouse,activation,1,Oct_13_16,Yes,5
60,0.911333025,0.498712808,,,,Mouse,activation,1,Oct_13_16,Yes,5
65,0.799627304,0.499369293,,,,Mouse,activation,1,Oct_13_16,Yes,5
70,0.67867738,0.514584601,,,,Mouse,activation,1,Oct_13_16,Yes,5
75,0.587347388,0.518253803,,,,Mouse,activation,1,Oct_13_16,Yes,5
80,0.47596705,0.56649375,,,,Mouse,activation,1,Oct_13_16,Yes,5
85,0.444080859,0.492205203,,,,Mouse,activation,1,Oct_13_16,Yes,5
90,0.341652423,0.487671316,,,,Mouse,activation,1,Oct_13_16,Yes,5
-80,0.07700029,0.192260012,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-75,0.05512521,0.122069851,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-70,0.07700029,0.192260012,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-65,0.133182332,0.064086668,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-60,0.120086662,0.123595722,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-55,0.113377534,0.111389637,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-50,0.159182429,0.080871277,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-45,0.407056153,0.036446676,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-40,0.077608995,0.210570484,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-35,1.180173159,0.017589536,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-30,2.458519697,0.007804154,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-25,2.790980577,0.015084403,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-20,4.573739052,0.015350539,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-15,4.490240097,0.031766888,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-10,3.904526949,0.08923468,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-5,2.968754292,0.218102247,,,,Gmouse,activation,1,Oct_13_16,Yes,5
0,2.373068094,0.363168597,,,,Gmouse,activation,1,Oct_13_16,Yes,5
5,1.918756127,0.47993055,,,,Gmouse,activation,1,Oct_13_16,Yes,5
10,1.618508935,0.568959177,,,,Gmouse,activation,1,Oct_13_16,Yes,5
15,1.610506654,0.59054184,,,,Gmouse,activation,1,Oct_13_16,Yes,5
20,1.266164303,0.666825831,,,,Gmouse,activation,1,Oct_13_16,Yes,5
25,1.271440029,0.652754307,,,,Gmouse,activation,1,Oct_13_16,Yes,5
30,1.136448979,0.67136997,,,,Gmouse,activation,1,Oct_13_16,Yes,5
35,1.059611082,0.662135363,,,,Gmouse,activation,1,Oct_13_16,Yes,5
40,1.030239344,0.635491252,,,,Gmouse,activation,1,Oct_13_16,Yes,5
45,0.953283966,0.62838459,,,,Gmouse,activation,1,Oct_13_16,Yes,5
50,0.960920095,0.582386374,,,,Gmouse,activation,1,Oct_13_16,Yes,5
55,0.93270427,0.549593925,,,,Gmouse,activation,1,Oct_13_16,Yes,5
60,0.811261892,0.555438578,,,,Gmouse,activation,1,Oct_13_16,Yes,5
65,0.730991423,0.541127503,,,,Gmouse,activation,1,Oct_13_16,Yes,5
70,0.697285533,0.519961476,,,,Gmouse,activation,1,Oct_13_16,Yes,5
75,0.613743544,0.5005247,,,,Gmouse,activation,1,Oct_13_16,Yes,5
80,0.554222405,0.479452908,,,,Gmouse,activation,1,Oct_13_16,Yes,5
85,0.469716191,0.478079915,,,,Gmouse,activation,1,Oct_13_16,Yes,5
90,0.493036121,0.396467119,,,,Gmouse,activation,1,Oct_13_16,Yes,5
-80,0.067420669,0.173951194,,,,Mouse,activation,2,Oct_13_16,Yes,5
-75,0.083542205,0.140383005,,,,Mouse,activation,2,Oct_13_16,Yes,5
-70,0.106809929,0.088500641,,,,Mouse,activation,2,Oct_13_16,Yes,5
-65,0.12102522,0.166321948,,,,Mouse,activation,2,Oct_13_16,Yes,5
-60,0.160209224,0.096130803,,,,Mouse,activation,2,Oct_13_16,Yes,5
-55,1.492707253,0.003128053,,,,Mouse,activation,2,Oct_13_16,Yes,5
-50,3.585833549,0.007619265,,,,Mouse,activation,2,Oct_13_16,Yes,5
-45,6.359415531,0.008219206,,,,Mouse,activation,2,Oct_13_16,Yes,5
-40,4.888827324,0.015614449,,,,Mouse,activation,2,Oct_13_16,Yes,5
-35,4.163825512,0.024083633,,,,Mouse,activation,2,Oct_13_16,Yes,5
-30,3.568333149,0.032620095,,,,Mouse,activation,2,Oct_13_16,Yes,5
-25,4.373595715,0.03802273,,,,Mouse,activation,2,Oct_13_16,Yes,5
-20,4.251679897,0.061964881,,,,Mouse,activation,2,Oct_13_16,Yes,5
-15,3.563281059,0.122217186,,,,Mouse,activation,2,Oct_13_16,Yes,5
-10,3.00333333,0.184805304,,,,Mouse,activation,2,Oct_13_16,Yes,5
-5,2.270056963,0.256765634,,,,Mouse,activation,2,Oct_13_16,Yes,5
0,1.975829244,0.30041188,,,,Mouse,activation,2,Oct_13_16,Yes,5
5,1.72501421,0.321189404,,,,Mouse,activation,2,Oct_13_16,Yes,5
10,1.628436327,0.30188781,,,,Mouse,activation,2,Oct_13_16,Yes,5
15,1.567545772,0.296424419,,,,Mouse,activation,2,Oct_13_16,Yes,5
20,1.442375302,0.282633156,,,,Mouse,activation,2,Oct_13_16,Yes,5
25,1.196286559,0.27360183,,,,Mouse,activation,2,Oct_13_16,Yes,5
30,1.170560598,0.259969473,,,,Mouse,activation,2,Oct_13_16,Yes,5
35,1.0020926,0.26467067,,,,Mouse,activation,2,Oct_13_16,Yes,5
40,0.925769627,0.247247845,,,,Mouse,activation,2,Oct_13_16,Yes,5
45,0.846635759,0.237500802,,,,Mouse,activation,2,Oct_13_16,Yes,5
50,0.673156559,0.244612932,,,,Mouse,activation,2,Oct_13_16,Yes,5
55,0.518687367,0.243486717,,,,Mouse,activation,2,Oct_13_16,Yes,5
60,0.37120831,0.246887505,,,,Mouse,activation,2,Oct_13_16,Yes,5
65,0.233853281,0.20202674,,,,Mouse,activation,2,Oct_13_16,Yes,5
70,0.153976381,0.189209282,,,,Mouse,activation,2,Oct_13_16,Yes,5
75,0.074454829,0.201415241,,,,Mouse,activation,2,Oct_13_16,Yes,5
80,0.049191032,0.222781718,,,,Mouse,activation,2,Oct_13_16,Yes,5
85,0.096073531,0.122072175,,,,Mouse,activation,2,Oct_13_16,Yes,5
90,0.044561144,0.125121593,,,,Mouse,activation,2,Oct_13_16,Yes,5
-80,0.04259935,0.320439458,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-75,0.094030209,0.204466999,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-70,0.154332891,0.105286494,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-65,0.071790971,0.262450159,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-60,0.136442825,0.112914607,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-55,0.044910636,0.308229297,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-50,0.127260879,0.164795935,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-45,0.156173974,0.096130505,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-40,0.095375367,0.219725728,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-35,1.132678151,0.025135083,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-30,1.44241643,0.028412765,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-25,2.085896969,0.026418123,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-20,2.466346979,0.032671019,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-15,2.769524813,0.059285276,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-10,2.852879763,0.130753055,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-5,2.162712574,0.275152773,,,,Gmouse,activation,2,Oct_13_16,Yes,5
0,1.63374126,0.471935868,,,,Gmouse,activation,2,Oct_13_16,Yes,5
5,1.302257895,0.645806372,,,,Gmouse,activation,2,Oct_13_16,Yes,5
10,1.173788428,0.730124533,,,,Gmouse,activation,2,Oct_13_16,Yes,5
15,0.976124883,0.863397717,,,,Gmouse,activation,2,Oct_13_16,Yes,5
20,0.957197487,0.832686007,,,,Gmouse,activation,2,Oct_13_16,Yes,5
25,0.770557463,0.894114494,,,,Gmouse,activation,2,Oct_13_16,Yes,5
30,0.719952822,0.880940735,,,,Gmouse,activation,2,Oct_13_16,Yes,5
35,0.675702035,0.86379236,,,,Gmouse,activation,2,Oct_13_16,Yes,5
40,0.6598441,0.818924785,,,,Gmouse,activation,2,Oct_13_16,Yes,5
45,0.595562816,0.778416455,,,,Gmouse,activation,2,Oct_13_16,Yes,5
50,0.516788125,0.750078738,,,,Gmouse,activation,2,Oct_13_16,Yes,5
55,0.426966608,0.743756771,,,,Gmouse,activation,2,Oct_13_16,Yes,5
60,0.381792814,0.711364806,,,,Gmouse,activation,2,Oct_13_16,Yes,5
65,0.34474352,0.600585878,,,,Gmouse,activation,2,Oct_13_16,Yes,5
70,0.313162267,0.487976104,,,,Gmouse,activation,2,Oct_13_16,Yes,5
75,0.276937604,0.456542313,,,,Gmouse,activation,2,Oct_13_16,Yes,5
80,0.195698589,0.512695789,,,,Gmouse,activation,2,Oct_13_16,Yes,5
85,0.154129043,0.469970822,,,,Gmouse,activation,2,Oct_13_16,Yes,5
90,0.112448454,0.361633539,,,,Gmouse,activation,2,Oct_13_16,Yes,5
-80,0.094711773,0.454710186,,,,Gmouse,activation,3,Oct_13_16,Yes,5
-75,0.054370072,0.668332398,,,,Gmouse,activation,3,Oct_13_16,Yes,5
-70,0.078265682,0.793453991,,,,Gmouse,activation,3,Oct_13_16,Yes,5
-65,0.192249775,0.189209297,,,,Gmouse,activation,3,Oct_13_16,Yes,5
-60,0.079734676,0.39062351,,,,Gmouse,activation,3,Oct_13_16,Yes,5
