Voltage,Decay_Time,Decay_Slope,Real_Tau,Tau_Fast,Tau_Slow,Species,Recording,replicate,Date,Venom,Set
-80,0.057807911,0.555417776,,59.10858154,NA,Rat,activation,1,Oct_12_16,No,5
-75,0.358704597,0.0680544,,13.37836552,1.147491455,Rat,activation,1,Oct_12_16,No,5
-70,0.055894949,0.405882239,,0.398238808,NA,Rat,activation,1,Oct_12_16,No,5
-65,0.084000319,0.366209537,,0.322764009,NA,Rat,activation,1,Oct_12_16,No,5
-60,0.096444815,0.494382888,,17.80209351,0.345711172,Rat,activation,1,Oct_12_16,No,5
-55,0.047647242,0.726315618,,0.31324017,NA,Rat,activation,1,Oct_12_16,No,5
-50,0.158157468,0.111388735,,0.304776013,NA,Rat,activation,1,Oct_12_16,No,5
-45,0.037711412,0.43334797,,0.324019819,NA,Rat,activation,1,Oct_12_16,No,5
-40,0.053400204,0.640866697,,14.20390415,0.320658714,Rat,activation,1,Oct_12_16,No,5
-35,0.362450808,0.06866429,,0.329394251,NA,Rat,activation,1,Oct_12_16,No,5
-30,0.038250145,0.341795564,,8.80769825,0.339649171,Rat,activation,1,Oct_12_16,No,5
-25,0.398541689,0.075378358,1.49784,8.850576401,1.099776864,Rat,activation,1,Oct_12_16,No,5
-20,2.293409348,0.029231858,1.05645,15.12252998,4.3871665,Rat,activation,1,Oct_12_16,No,5
-15,2.12748313,0.202266395,0.83902,4.62114048,1.983210444,Rat,activation,1,Oct_12_16,No,5
-10,1.495841503,0.637610912,0.751578,14.14811707,10.14528656,Rat,activation,1,Oct_12_16,No,5
-5,1.352026939,0.867385805,0.719664,-10.99546146,7.386690617,Rat,activation,1,Oct_12_16,No,5
0,1.201263666,0.992210329,0.600509,0.875003994,0.653362513,Rat,activation,1,Oct_12_16,No,5
5,0.992404044,1.131536365,0.506584,6.644450188,0.627564669,Rat,activation,1,Oct_12_16,No,5
10,0.915202856,1.121132493,0.465098,7.908454418,0.554348826,Rat,activation,1,Oct_12_16,No,5
15,0.824380875,1.108676195,0.448876,9.685528755,8.07043457,Rat,activation,1,Oct_12_16,No,5
20,0.757981002,1.050313354,0.438687,9.572342873,1.110295773,Rat,activation,1,Oct_12_16,No,5
25,0.734689713,0.963897467,0.436949,9.707951546,2.903773785,Rat,activation,1,Oct_12_16,No,5
30,0.622366786,0.909932017,0.464196,-26.22842979,9.202539444,Rat,activation,1,Oct_12_16,No,5
35,0.591813147,0.826154709,,16.10981178,0.21821326,Rat,activation,1,Oct_12_16,No,5
40,0.492614836,0.755091786,,8.802310944,7.429290295,Rat,activation,1,Oct_12_16,No,5
45,0.538787365,0.584084868,,61.62194443,8.739783287,Rat,activation,1,Oct_12_16,No,5
50,0.351007253,0.667725325,,11.45703125,8.632284164,Rat,activation,1,Oct_12_16,No,5
55,0.241021797,0.531006813,,11.62196159,7.136877537,Rat,activation,1,Oct_12_16,No,5
60,0.1002132,0.605774879,,13.02125835,0.348313272,Rat,activation,1,Oct_12_16,No,5
65,0.032611888,0.518796861,,73.20131683,11.02282238,Rat,activation,1,Oct_12_16,No,5
70,0.026706623,0.280760646,,-58.20307922,8.407189369,Rat,activation,1,Oct_12_16,No,5
75,0.005833356,0.457761914,,14.59254074,0.357012868,Rat,activation,1,Oct_12_16,No,5
80,0.01478577,0.299071133,,8.773501396,0.347072899,Rat,activation,1,Oct_12_16,No,5
85,NA,0.344847322,,8.968770027,3.697718143,Rat,activation,1,Oct_12_16,No,5
90,0.046799287,0.396734565,,7.306958199,1.071760178,Rat,activation,1,Oct_12_16,No,5
-80,0.041727431,0.704953372,,-58.59516144,NA,Rat,activation,2,Oct_12_16,No,5
-75,0.052751396,0.637814939,,15.42511368,NA,Rat,activation,2,Oct_12_16,No,5
-70,0.062148884,0.225829214,,163.1320801,NA,Rat,activation,2,Oct_12_16,No,5
-65,0.055745669,0.503538132,,88.29908752,NA,Rat,activation,2,Oct_12_16,No,5
-60,0.053821396,0.460813671,,16.49712563,NA,Rat,activation,2,Oct_12_16,No,5
-55,0.069767527,0.369268328,,-1076.780029,NA,Rat,activation,2,Oct_12_16,No,5
-50,0.044000167,0.576780021,,19.83889389,NA,Rat,activation,2,Oct_12_16,No,5
-45,0.033480126,0.534055591,,25.5855751,NA,Rat,activation,2,Oct_12_16,No,5
-40,0.035961509,0.711056828,,20.15339851,NA,Rat,activation,2,Oct_12_16,No,5
-35,0.092195474,0.250243187,,24.00082016,NA,Rat,activation,2,Oct_12_16,No,5
-30,0.038092442,0.656137943,,5.121821404,NA,Rat,activation,2,Oct_12_16,No,5
-25,0.051057067,0.643918455,2.30703,8.021419525,1.085239172,Rat,activation,2,Oct_12_16,No,5
-20,0.68961525,0.040653683,1.43809,95.12852478,NA,Rat,activation,2,Oct_12_16,No,5
-15,4.558303356,0.033567924,1.26948,23.70070267,NA,Rat,activation,2,Oct_12_16,No,5
-10,3.197619915,0.196904689,1.22267,14.55438328,2.751515865,Rat,activation,2,Oct_12_16,No,5
-5,2.224832535,0.522016466,0.902131,5.866730213,2.424987555,Rat,activation,2,Oct_12_16,No,5
0,1.897166252,0.688488126,0.938303,5.722990513,2.039938688,Rat,activation,2,Oct_12_16,No,5
5,1.658641934,0.771168709,0.948635,2.027119875,1.618836999,Rat,activation,2,Oct_12_16,No,5
10,1.485271335,0.801481366,0.780438,2.585242748,1.253942966,Rat,activation,2,Oct_12_16,No,5
15,1.331823111,0.800977349,0.812078,5.680232048,0.975662589,Rat,activation,2,Oct_12_16,No,5
20,1.277026057,0.779942214,0.794925,-32.06510162,1.304192662,Rat,activation,2,Oct_12_16,No,5
25,1.040670156,0.785518169,0.673558,23.04486656,1.188287258,Rat,activation,2,Oct_12_16,No,5
30,0.885329902,0.80189079,,6.443588257,-5.76683712,Rat,activation,2,Oct_12_16,No,5
35,0.811005175,0.773962557,,-32.96657944,10.21775627,Rat,activation,2,Oct_12_16,No,5
40,0.78378582,0.702667236,,5.839118958,0.831319094,Rat,activation,2,Oct_12_16,No,5
45,0.513255417,0.9015764,,-5.81208992,4.993967056,Rat,activation,2,Oct_12_16,No,5
50,0.329731524,0.917054117,,-31.58143425,3.432369947,Rat,activation,2,Oct_12_16,No,5
55,0.160090953,1.127625704,,-212.8825989,5.480461597,Rat,activation,2,Oct_12_16,No,5
60,0.041641623,1.251215935,,7.626245499,NA,Rat,activation,2,Oct_12_16,No,5
65,0.035237424,0.509641588,,44.05339432,26.38763237,Rat,activation,2,Oct_12_16,No,5
70,0.028241487,0.075683303,,31.74312782,8.815424919,Rat,activation,2,Oct_12_16,No,5
75,0.004251469,0.299071133,,59.78916168,1.550074816,Rat,activation,2,Oct_12_16,No,5
80,0.008590942,0.157164931,,40.80099869,1.3267169,Rat,activation,2,Oct_12_16,No,5
85,NA,0.445554942,,39.84003067,1.122377157,Rat,activation,2,Oct_12_16,No,5
90,0.03667178,0.473020643,,46.40283203,1.166176438,Rat,activation,2,Oct_12_16,No,5
-80,0.074900284,0.27465716,,-821.0298462,NA,Rat,activation,3,Oct_12_16,No,5
-75,0.127434656,0.297546566,,40.83968353,NA,Rat,activation,3,Oct_12_16,No,5
-70,0.057115603,0.555417776,,-5.692785263,NA,Rat,activation,3,Oct_12_16,No,5
-65,0.090720348,0.381468266,,-93.67492676,NA,Rat,activation,3,Oct_12_16,No,5
-60,0.497226417,0.029820064,,9.578754425,NA,Rat,activation,3,Oct_12_16,No,5
-55,0.161520615,0.135802701,,68.17984009,NA,Rat,activation,3,Oct_12_16,No,5
-50,0.050209761,0.469977885,,14.81006622,NA,Rat,activation,3,Oct_12_16,No,5
-45,0.051063351,0.579831779,,17.05165863,NA,Rat,activation,3,Oct_12_16,No,5
-40,0.071481042,0.317381591,,-15.86612511,NA,Rat,activation,3,Oct_12_16,No,5
-35,0.041343909,0.683591127,,15.00292301,NA,Rat,activation,3,Oct_12_16,No,5
-30,0.117618099,0.225829214,,12.88361645,NA,Rat,activation,3,Oct_12_16,No,5
-25,0.043860089,0.482185096,,4.348920822,0.973603189,Rat,activation,3,Oct_12_16,No,5
-20,0.659311175,0.045122415,,4.886117935,2.415541887,Rat,activation,3,Oct_12_16,No,5
-15,3.07080698,0.038336586,,6.562465668,1.996917248,Rat,activation,3,Oct_12_16,No,5
-10,2.08716917,0.241822958,,16.26989174,13.99783707,Rat,activation,3,Oct_12_16,No,5
-5,1.427827001,0.546578765,,2.91826272,2.321800947,Rat,activation,3,Oct_12_16,No,5
0,1.240872264,0.746024013,,-12.24565315,5.3244977,Rat,activation,3,Oct_12_16,No,5
5,1.015293241,0.891049266,,3.229678154,1.046639085,Rat,activation,3,Oct_12_16,No,5
10,0.889715672,0.956920266,,0.774274826,0.478019089,Rat,activation,3,Oct_12_16,No,5
15,0.750974238,0.939331055,,26.96359253,6.345656872,Rat,activation,3,Oct_12_16,No,5
20,0.656058133,0.844646692,,-10.09352589,1.433609366,Rat,activation,3,Oct_12_16,No,5
25,0.609729052,0.756763339,,1.12738204,NA,Rat,activation,3,Oct_12_16,No,5
30,0.562744439,0.542122841,,1.050821543,NA,Rat,activation,3,Oct_12_16,No,5
35,0.474846065,0.469360232,,14.64991474,1.706185937,Rat,activation,3,Oct_12_16,No,5
40,0.317918181,0.351867259,,12.50213718,2.413642883,Rat,activation,3,Oct_12_16,No,5
45,0.203006268,0.252075285,,28.26427269,1.251641273,Rat,activation,3,Oct_12_16,No,5
50,0.360130101,0.092162952,,1.555924416,NA,Rat,activation,3,Oct_12_16,No,5
55,0.054387659,0.424200803,,1.22533524,NA,Rat,activation,3,Oct_12_16,No,5
60,0.148066357,0.186156511,,1.092544079,NA,Rat,activation,3,Oct_12_16,No,5
65,0.218237668,0.196837634,,0.922904074,NA,Rat,activation,3,Oct_12_16,No,5
70,0.149876922,0.265504867,,0.899948955,NA,Rat,activation,3,Oct_12_16,No,5
75,0.432470888,0.277708888,,0.915203273,NA,Rat,activation,3,Oct_12_16,No,5
80,0.089250341,NA,,0.865977883,NA,Rat,activation,3,Oct_12_16,No,5
85,NA,0.515745103,,0.836475134,NA,Rat,activation,3,Oct_12_16,No,5
90,0.067947902,0.582883537,,0.772073686,NA,Rat,activation,3,Oct_12_16,No,5
-80,0.078453131,0.161742553,,-36.42360306,NA,Rat,activation,4,Oct_12_16,No,5
-75,0.024405498,NA,,-11.35855865,NA,Rat,activation,4,Oct_12_16,No,5
-70,0.030450117,0.366209537,,23.21013641,NA,Rat,activation,4,Oct_12_16,No,5
-65,0.054486696,0.225829214,,956.3621216,NA,Rat,activation,4,Oct_12_16,No,5
-60,0.098698497,0.091554135,,49.89990234,NA,Rat,activation,4,Oct_12_16,No,5
-55,0.087962598,0.460813671,,20.04009819,NA,Rat,activation,4,Oct_12_16,No,5
-50,0.041819125,0.354002565,,-66.52439117,NA,Rat,activation,4,Oct_12_16,No,5
-45,0.060261101,0.210570484,,88.81452179,NA,Rat,activation,4,Oct_12_16,No,5
-40,NA,0.256346673,,-46.77830505,NA,Rat,activation,4,Oct_12_16,No,5
-35,0.069195665,0.186160073,,14.16490078,NA,Rat,activation,4,Oct_12_16,No,5
-30,0.123153009,0.148009688,,36.6205864,NA,Rat,activation,4,Oct_12_16,No,5
-25,0.460754961,0.068882577,,6.626861095,1.055097342,Rat,activation,4,Oct_12_16,No,5
-20,4.440107822,0.019601073,,15.44980812,5.566628456,Rat,activation,4,Oct_12_16,No,5
-15,1.847457051,0.347145408,,-6.644914627,2.210252523,Rat,activation,4,Oct_12_16,No,5
-10,1.557555199,0.79304564,,2.154860735,0.79198283,Rat,activation,4,Oct_12_16,No,5
-5,1.39895618,0.991134524,,1.339007616,1.12033534,Rat,activation,4,Oct_12_16,No,5
0,1.186213017,1.152441025,,15.80251312,3.436076403,Rat,activation,4,Oct_12_16,No,5
5,1.141522646,1.178163052,,0.944441497,0.538032889,Rat,activation,4,Oct_12_16,No,5
10,1.077713847,1.198593974,,1.639635921,0.866196752,Rat,activation,4,Oct_12_16,No,5
15,0.974070311,1.216763854,,-4864.886719,1.608787417,Rat,activation,4,Oct_12_16,No,5
20,0.89782238,1.226917267,,-6.676074982,3.891771793,Rat,activation,4,Oct_12_16,No,5
25,0.978134215,1.090226531,,8.656470299,1.095976233,Rat,activation,4,Oct_12_16,No,5
30,0.880904675,1.103404403,,10.38728333,1.120589375,Rat,activation,4,Oct_12_16,No,5
35,0.901135862,1.016263127,,67.83389282,3.496207952,Rat,activation,4,Oct_12_16,No,5
40,0.884783626,0.979817927,,11.45844841,1.130830526,Rat,activation,4,Oct_12_16,No,5
45,0.806069314,0.942660511,,-29.40816116,21.20212173,Rat,activation,4,Oct_12_16,No,5
50,0.858562708,0.860521495,,-4.996285915,1.569706798,Rat,activation,4,Oct_12_16,No,5
55,0.776716292,0.854186833,,9.384056091,0.838119805,Rat,activation,4,Oct_12_16,No,5
60,0.857483387,0.75737232,,333.2206116,75.88723755,Rat,activation,4,Oct_12_16,No,5
65,0.783428729,0.73715198,,15.19586754,0.739203691,Rat,activation,4,Oct_12_16,No,5
70,0.739118993,0.694071352,,28.76571465,0.7253111,Rat,activation,4,Oct_12_16,No,5
75,0.676873267,0.692276835,,42.95061874,0.720309973,Rat,activation,4,Oct_12_16,No,5
80,0.664988041,0.632949233,,23.24140739,0.710556149,Rat,activation,4,Oct_12_16,No,5
85,0.625678778,0.599343538,,127.3716888,0.664895654,Rat,activation,4,Oct_12_16,No,5
90,0.567121089,0.570351899,,47.10910797,0.730185032,Rat,activation,4,Oct_12_16,No,5
-80,0.046643518,0.31738767,,-9.669430733,NA,Mouse,activation,1,Oct_13_16,No,5
-75,0.073626786,0.253294945,,-33.63500977,NA,Mouse,activation,1,Oct_13_16,No,5
-70,0.043253895,0.408933997,,-19.08373833,NA,Mouse,activation,1,Oct_13_16,No,5
-65,0.031854056,0.271605402,,28.34359741,NA,Mouse,activation,1,Oct_13_16,No,5
-60,0.087500334,0.164794296,,24.90440559,NA,Mouse,activation,1,Oct_13_16,No,5
-55,0.089460343,0.436399698,,-114.6853104,NA,Mouse,activation,1,Oct_13_16,No,5
-50,0.067785069,0.241087943,,28.16896439,NA,Mouse,activation,1,Oct_13_16,No,5
-45,0.039282504,0.259403378,,10.05998135,NA,Mouse,activation,1,Oct_13_16,No,5
-40,0.05154565,0.271610588,,15.25779724,NA,Mouse,activation,1,Oct_13_16,No,5
-35,0.080640309,0.152587309,,24.98094749,NA,Mouse,activation,1,Oct_13_16,No,5
-30,0.205800787,0.1190181,,4.314017773,NA,Mouse,activation,1,Oct_13_16,No,5
-25,0.456999838,0.23193714,,6.269666672,4.338729382,Mouse,activation,1,Oct_13_16,No,5
-20,5.763775826,0.01121463,,-10.96838474,7.712490559,Mouse,activation,1,Oct_13_16,No,5
-15,2.63078022,0.154771894,,-46.55551529,2.896471262,Mouse,activation,1,Oct_13_16,No,5
-10,1.931789875,0.573457062,,2.606670141,1.652040839,Mouse,activation,1,Oct_13_16,No,5
-5,1.89412415,0.682611763,,-6.299255371,1.610580683,Mouse,activation,1,Oct_13_16,No,5
0,1.506843805,0.826555192,,-13.1793251,1.387712717,Mouse,activation,1,Oct_13_16,No,5
5,1.461244941,0.859424353,,-291.4197388,148.958786,Mouse,activation,1,Oct_13_16,No,5
10,1.300433517,0.900312066,,-192.6735687,7.912909508,Mouse,activation,1,Oct_13_16,No,5
15,1.214057207,0.924622238,,221.0367584,0.936647058,Mouse,activation,1,Oct_13_16,No,5
20,1.206372976,0.886076152,,-71.03616333,2.387682438,Mouse,activation,1,Oct_13_16,No,5
25,1.105830908,0.872953653,,24.17048073,-11.18481827,Mouse,activation,1,Oct_13_16,No,5
30,1.03832829,0.867307544,,-22.59366798,14.68346119,Mouse,activation,1,Oct_13_16,No,5
35,1.120876908,0.787219226,,22.53063774,11.73994923,Mouse,activation,1,Oct_13_16,No,5
40,1.049661636,0.773396611,,1.150300503,NA,Mouse,activation,1,Oct_13_16,No,5
45,0.956807733,0.756974578,,1.03176558,NA,Mouse,activation,1,Oct_13_16,No,5
50,0.938281953,0.720298052,,1.296903849,0.636591017,Mouse,activation,1,Oct_13_16,No,5
55,0.969576359,0.663729548,,5.718114853,1.029165387,Mouse,activation,1,Oct_13_16,No,5
60,0.814052224,0.678933024,,1.335741997,0.646411121,Mouse,activation,1,Oct_13_16,No,5
65,0.823597372,0.630770743,,6.601100922,5.068040371,Mouse,activation,1,Oct_13_16,No,5
70,0.697019517,0.666373193,,12.33158875,2.030141592,Mouse,activation,1,Oct_13_16,No,5
75,0.675636888,0.597672343,,4.459985256,0.738525271,Mouse,activation,1,Oct_13_16,No,5
80,0.58672601,0.594002783,,4.723823071,0.66136694,Mouse,activation,1,Oct_13_16,No,5
85,0.482127845,0.605992258,,5.186493874,0.64408952,Mouse,activation,1,Oct_13_16,No,5
90,0.436839163,0.509818196,,5.652650833,0.62254101,Mouse,activation,1,Oct_13_16,No,5
-80,0.083570153,0.149538413,,48.66921616,NA,Gmouse,activation,1,Oct_13_16,No,5
-75,0.038769379,0.2380362,,-72.06928253,NA,Gmouse,activation,1,Oct_13_16,No,5
-70,0.050202359,0.19531548,,35.54263687,NA,Gmouse,activation,1,Oct_13_16,No,5
-65,0.073237777,0.244139701,,17.01944542,NA,Gmouse,activation,1,Oct_13_16,No,5
-60,0.063000239,0.140380323,,-29.89287376,NA,Gmouse,activation,1,Oct_13_16,No,5
-55,0.031043597,0.210570484,,-63.8022728,NA,Gmouse,activation,1,Oct_13_16,No,5
-50,0.065172665,0.271610588,,7.974466324,NA,Gmouse,activation,1,Oct_13_16,No,5
-45,0.084656574,0.097655877,,-50.83281708,NA,Gmouse,activation,1,Oct_13_16,No,5
-40,0.025200097,0.167846039,,188.4931488,NA,Gmouse,activation,1,Oct_13_16,No,5
-35,0.043750167,0.219725728,,7.447698116,NA,Gmouse,activation,1,Oct_13_16,No,5
-30,0.043312665,0.195311755,,68.50300598,NA,Gmouse,activation,1,Oct_13_16,No,5
-25,0.139379844,0.05950905,,10.0282526,NA,Gmouse,activation,1,Oct_13_16,No,5
-20,0.285859913,0.094298959,,9.493287086,1.577888131,Gmouse,activation,1,Oct_13_16,No,5
-15,4.773441315,0.016524957,,-7.38268137,6.842106819,Gmouse,activation,1,Oct_13_16,No,5
-10,4.17522192,0.069773361,,-23.81331825,4.292391777,Gmouse,activation,1,Oct_13_16,No,5
-5,2.712161064,0.224484608,,-7.875965118,3.446674109,Gmouse,activation,1,Oct_13_16,No,5
0,2.135910034,0.41790989,,5.007092476,2.111171007,Gmouse,activation,1,Oct_13_16,No,5
5,1.6683321,0.606969059,,6.261493683,1.458121419,Gmouse,activation,1,Oct_13_16,No,5
10,1.408369064,0.725986242,,26.21663094,20.18605614,Gmouse,activation,1,Oct_13_16,No,5
15,1.343544841,0.768933952,,7.786348343,1.024018764,Gmouse,activation,1,Oct_13_16,No,5
20,1.221175075,0.812780499,,36.13854599,0.80940944,Gmouse,activation,1,Oct_13_16,No,5
25,1.047533751,0.869068027,,1.777210832,NA,Gmouse,activation,1,Oct_13_16,No,5
30,1.072015882,0.82052809,,1.52891469,NA,Gmouse,activation,1,Oct_13_16,No,5
35,1.011842847,0.796668708,,1.294333816,NA,Gmouse,activation,1,Oct_13_16,No,5
40,0.975783825,0.779474437,,12.68315029,-10.92563534,Gmouse,activation,1,Oct_13_16,No,5
45,0.866860092,0.778346419,,1133.102295,-17.68276215,Gmouse,activation,1,Oct_13_16,No,5
50,0.864845991,0.735806704,,-26.88566589,4.021681786,Gmouse,activation,1,Oct_13_16,No,5
55,0.783202291,0.72362262,,-293.0149841,94.62751007,Gmouse,activation,1,Oct_13_16,No,5
60,0.798527598,0.673777163,,12.59263897,0.815673947,Gmouse,activation,1,Oct_13_16,No,5
65,0.724412024,0.630543947,,13.33007717,-11.16984558,Gmouse,activation,1,Oct_13_16,No,5
70,0.659323931,0.59249866,,-87.09844208,3.992457151,Gmouse,activation,1,Oct_13_16,No,5
75,0.609948874,0.579252779,,158.4440765,1.738980532,Gmouse,activation,1,Oct_13_16,No,5
80,0.536671579,0.585065722,,42.96237564,0.646436751,Gmouse,activation,1,Oct_13_16,No,5
85,0.483877778,0.556510031,,171.2319489,0.619569063,Gmouse,activation,1,Oct_13_16,No,5
90,0.449024677,0.514112353,,117.4878082,0.626937747,Gmouse,activation,1,Oct_13_16,No,5
-80,0.166649684,0.099182263,,13.32670498,NA,Mouse,activation,2,Oct_13_16,No,5
-75,0.09922538,0.244139701,,25.08863068,NA,Mouse,activation,2,Oct_13_16,No,5
-70,0.033862628,0.244139701,,12.52615166,NA,Mouse,activation,2,Oct_13_16,No,5
-65,0.069750264,0.256346673,,-3245.38916,NA,Mouse,activation,2,Oct_13_16,No,5
-60,0.044181988,0.234984457,,67.03450012,NA,Mouse,activation,2,Oct_13_16,No,5
-55,0.154346749,0.067138419,,-38.63117599,NA,Mouse,activation,2,Oct_13_16,No,5
-50,0.056298088,0.286864132,,9.434588432,NA,Mouse,activation,2,Oct_13_16,No,5
-45,0.064188927,0.161742553,,38.23294449,NA,Mouse,activation,2,Oct_13_16,No,5
-40,0.079579249,0.080871277,,5.237063885,NA,Mouse,activation,2,Oct_13_16,No,5
-35,0.086333662,0.164794296,,8.336338997,1.090001941,Mouse,activation,2,Oct_13_16,No,5
-30,2.652000666,0.007760518,,45.66762161,17.75903893,Mouse,activation,2,Oct_13_16,No,5
-25,5.154564857,0.028533516,,-32.67320251,9.070404053,Mouse,activation,2,Oct_13_16,No,5
-20,3.162314415,0.157524556,,-10.11649513,5.653672218,Mouse,activation,2,Oct_13_16,No,5
-15,2.205350161,0.440381944,,11.65149117,1.3426404,Mouse,activation,2,Oct_13_16,No,5
-10,1.867183685,0.63069737,,34.93136597,1.422866702,Mouse,activation,2,Oct_13_16,No,5
-5,1.650256753,0.728557587,,73.08538055,1.233393788,Mouse,activation,2,Oct_13_16,No,5
0,1.540754557,0.776298404,,-15.45030785,10.24356461,Mouse,activation,2,Oct_13_16,No,5
5,1.435759783,0.787874162,,16.99144173,1.88363874,Mouse,activation,2,Oct_13_16,No,5
10,1.333303809,0.780312657,,38.07653046,7.286577702,Mouse,activation,2,Oct_13_16,No,5
15,1.275549412,0.762007296,,-34.04692841,7.685200214,Mouse,activation,2,Oct_13_16,No,5
20,1.173459172,0.742046714,,-32.23799896,8.486701965,Mouse,activation,2,Oct_13_16,No,5
25,1.168862581,0.693403006,,-7.546443462,3.969831228,Mouse,activation,2,Oct_13_16,No,5
30,1.079184651,0.666744947,,0.963662028,NA,Mouse,activation,2,Oct_13_16,No,5
35,0.997773051,0.649358571,,1.419667006,0.665911973,Mouse,activation,2,Oct_13_16,No,5
40,0.827155888,0.625795424,,-43.77279282,2.214063883,Mouse,activation,2,Oct_13_16,No,5
45,0.70408994,0.596364558,,1.950713396,1.001058698,Mouse,activation,2,Oct_13_16,No,5
50,0.578077555,0.56806308,,-211.2023621,3.037246466,Mouse,activation,2,Oct_13_16,No,5
55,0.465575874,0.535191,,11.22404194,3.736762285,Mouse,activation,2,Oct_13_16,No,5
60,0.315473318,0.542908192,,4.765900612,0.994034111,Mouse,activation,2,Oct_13_16,No,5
65,0.161565706,0.480652332,,16.95132065,10.56191063,Mouse,activation,2,Oct_13_16,No,5
70,0.043792434,0.250245571,,3.946662426,3.408620596,Mouse,activation,2,Oct_13_16,No,5
75,0.004973609,0.23193714,,-20.70313835,3.548429012,Mouse,activation,2,Oct_13_16,No,5
80,0.021856809,NA,,2.711328506,NA,Mouse,activation,2,Oct_13_16,No,5
85,NA,0.097655877,,2.159619093,NA,Mouse,activation,2,Oct_13_16,No,5
90,0.007350028,0.183104768,,1.965899587,NA,Mouse,activation,2,Oct_13_16,No,5
-80,0.065333582,0.329588592,,-44.19967651,NA,Gmouse,activation,2,Oct_13_16,No,5
-75,0.041311633,0.372313023,,21.66554832,NA,Gmouse,activation,2,Oct_13_16,No,5
-70,0.044023424,0.253299773,,37.2750473,NA,Gmouse,activation,2,Oct_13_16,No,5
-65,0.139827162,0.108337477,,58.22671509,NA,Gmouse,activation,2,Oct_13_16,No,5
-60,0.071884207,0.238038465,,12.7011919,NA,Gmouse,activation,2,Oct_13_16,No,5
-55,0.085355163,0.189208269,,-29.14781761,NA,Gmouse,activation,2,Oct_13_16,No,5
-50,0.061437078,0.369268328,,12.86562347,NA,Gmouse,activation,2,Oct_13_16,No,5
-45,0.078750297,0.219725728,,9.448518753,NA,Gmouse,activation,2,Oct_13_16,No,5
-40,0.119150065,0.102234468,,22.93778038,NA,Gmouse,activation,2,Oct_13_16,No,5
-35,0.077700295,0.183104768,,49.44525146,NA,Gmouse,activation,2,Oct_13_16,No,5
-30,0.252214253,0.083923459,,2653.771729,NA,Gmouse,activation,2,Oct_13_16,No,5
-25,0.086062826,0.341795564,,4.045756817,0.957135618,Gmouse,activation,2,Oct_13_16,No,5
-20,2.093810797,0.025642687,,5.451557159,2.728696108,Gmouse,activation,2,Oct_13_16,No,5
-15,2.83505106,0.071382619,,3.7848773,2.097620249,Gmouse,activation,2,Oct_13_16,No,5
-10,2.227749825,0.189632252,,39.30047226,9.393740654,Gmouse,activation,2,Oct_13_16,No,5
-5,1.598394752,0.38288343,,1.883496284,1.500133157,Gmouse,activation,2,Oct_13_16,No,5
0,1.30725348,0.535975933,,-1380.31897,-9.132019997,Gmouse,activation,2,Oct_13_16,No,5
5,1.163172841,0.637079597,,0.909095109,0.52617681,Gmouse,activation,2,Oct_13_16,No,5
10,0.996450186,0.738802969,,39.1177597,1.390435219,Gmouse,activation,2,Oct_13_16,No,5
15,0.821293712,0.816280246,,28.01502037,0.629228115,Gmouse,activation,2,Oct_13_16,No,5
20,0.875986278,0.775072336,,-7.707887173,4.844958305,Gmouse,activation,2,Oct_13_16,No,5
25,0.796501279,0.741577446,,-9.302224159,6.19642067,Gmouse,activation,2,Oct_13_16,No,5
30,0.766713083,0.729064941,,-9.759264946,2.754998446,Gmouse,activation,2,Oct_13_16,No,5
35,0.680013239,0.752767026,,10.53250217,8.996181488,Gmouse,activation,2,Oct_13_16,No,5
40,0.671835661,0.676726937,,-22.56228065,1.329038739,Gmouse,activation,2,Oct_13_16,No,5
45,0.714123249,0.596059084,,6.603555202,0.617107332,Gmouse,activation,2,Oct_13_16,No,5
50,0.647653818,0.575183809,,10.35518551,0.566585839,Gmouse,activation,2,Oct_13_16,No,5
55,0.584851384,0.531224012,,22.30552292,0.515563548,Gmouse,activation,2,Oct_13_16,No,5
60,0.542310596,0.470079869,,56.54444504,0.544423461,Gmouse,activation,2,Oct_13_16,No,5
65,0.441527188,0.505981266,,15.6841774,0.477351516,Gmouse,activation,2,Oct_13_16,No,5
70,0.517112792,0.365666121,,13.93181133,0.515036881,Gmouse,activation,2,Oct_13_16,No,5
75,0.386769444,0.378112704,,2.168675423,0.70633769,Gmouse,activation,2,Oct_13_16,No,5
80,0.242327079,0.436095655,,14.27937508,0.570517242,Gmouse,activation,2,Oct_13_16,No,5
85,0.411966324,0.217197895,,22.04465485,0.570714295,Gmouse,activation,2,Oct_13_16,No,5
90,0.328772515,0.270080417,,24.45066833,0.568565249,Gmouse,activation,2,Oct_13_16,No,5
-80,0.071321025,0.485227644,,-14.36285114,NA,Gmouse,activation,3,Oct_13_16,No,5
-75,0.051365063,0.677487671,,-17.45300674,NA,Gmouse,activation,3,Oct_13_16,No,5
-70,0.104309596,0.320436478,,10.71023655,NA,Gmouse,activation,3,Oct_13_16,No,5
-65,0.044017635,0.698849857,,49.83586884,NA,Gmouse,activation,3,Oct_13_16,No,5
-60,0.104449198,0.230408996,,47.35927582,NA,Gmouse,activation,3,Oct_13_16,No,5
-55,0.073059104,0.363157809,,33.34207153,NA,Gmouse,activation,3,Oct_13_16,No,5
-50,0.038077068,0.222781718,,-11.44685936,NA,Gmouse,activation,3,Oct_13_16,No,5
