Voltage,Current,Species,Recording,replicate,Date,Venom,Quality,Set
25,-1.188049316,Gmouse,activation,2,Oct_13_16,Late,Good,5
30,-1.090698242,Gmouse,activation,2,Oct_13_16,Late,Good,5
35,-0.973205566,Gmouse,activation,2,Oct_13_16,Late,Good,5
40,-0.895385742,Gmouse,activation,2,Oct_13_16,Late,Good,5
45,-0.803833008,Gmouse,activation,2,Oct_13_16,Late,Good,5
50,-0.711669922,Gmouse,activation,2,Oct_13_16,Late,Good,5
55,-0.585327148,Gmouse,activation,2,Oct_13_16,Late,Good,5
60,-0.469665527,Gmouse,activation,2,Oct_13_16,Late,Good,5
65,-0.391235352,Gmouse,activation,2,Oct_13_16,Late,Good,5
70,-0.272827148,Gmouse,activation,2,Oct_13_16,Late,Good,5
75,-0.208740234,Gmouse,activation,2,Oct_13_16,Late,Good,5
80,-0.129699707,Gmouse,activation,2,Oct_13_16,Late,Good,5
85,-0.06439209,Gmouse,activation,2,Oct_13_16,Late,Good,5
90,-0.037841797,Gmouse,activation,2,Oct_13_16,Late,Good,5
-80,-0.038757324,Mouse,activation,4,Oct_13_16,No,Good,5
-75,-0.029296875,Mouse,activation,4,Oct_13_16,No,Good,5
-70,-0.029602051,Mouse,activation,4,Oct_13_16,No,Good,5
-65,-0.02166748,Mouse,activation,4,Oct_13_16,No,Good,5
-60,-0.03326416,Mouse,activation,4,Oct_13_16,No,Good,5
-55,-0.034790039,Mouse,activation,4,Oct_13_16,No,Good,5
-50,-0.022583008,Mouse,activation,4,Oct_13_16,No,Good,5
-45,-0.021057129,Mouse,activation,4,Oct_13_16,No,Good,5
-40,-0.01159668,Mouse,activation,4,Oct_13_16,No,Good,5
-35,-0.01739502,Mouse,activation,4,Oct_13_16,No,Good,5
-30,-0.030517578,Mouse,activation,4,Oct_13_16,No,Good,5
-25,-0.020751953,Mouse,activation,4,Oct_13_16,No,Good,5
-20,-0.080871582,Mouse,activation,4,Oct_13_16,No,Good,5
-15,-0.263977051,Mouse,activation,4,Oct_13_16,No,Good,5
-10,-0.562438965,Mouse,activation,4,Oct_13_16,No,Good,5
-5,-0.948791504,Mouse,activation,4,Oct_13_16,No,Good,5
0,-1.195068359,Mouse,activation,4,Oct_13_16,No,Good,5
5,-1.324462891,Mouse,activation,4,Oct_13_16,No,Good,5
10,-1.319885254,Mouse,activation,4,Oct_13_16,No,Good,5
15,-1.291503906,Mouse,activation,4,Oct_13_16,No,Good,5
20,-1.212158203,Mouse,activation,4,Oct_13_16,No,Good,5
25,-1.16027832,Mouse,activation,4,Oct_13_16,No,Good,5
30,-1.090087891,Mouse,activation,4,Oct_13_16,No,Good,5
35,-1.010742188,Mouse,activation,4,Oct_13_16,No,Good,5
40,-0.952148438,Mouse,activation,4,Oct_13_16,No,Good,5
45,-0.906982422,Mouse,activation,4,Oct_13_16,No,Good,5
50,-0.839233398,Mouse,activation,4,Oct_13_16,No,Good,5
55,-0.741577148,Mouse,activation,4,Oct_13_16,No,Good,5
60,-0.662536621,Mouse,activation,4,Oct_13_16,No,Good,5
65,-0.549316406,Mouse,activation,4,Oct_13_16,No,Good,5
70,-0.517272949,Mouse,activation,4,Oct_13_16,No,Good,5
75,-0.46875,Mouse,activation,4,Oct_13_16,No,Good,5
80,-0.413513184,Mouse,activation,4,Oct_13_16,No,Good,5
85,-0.367431641,Mouse,activation,4,Oct_13_16,No,Good,5
90,-0.326843262,Mouse,activation,4,Oct_13_16,No,Good,5
-80,-0.01953125,Mouse,activation,4,Oct_13_16,Yes,Good,5
-75,-0.036621094,Mouse,activation,4,Oct_13_16,Yes,Good,5
-70,-0.028686523,Mouse,activation,4,Oct_13_16,Yes,Good,5
-65,-0.034790039,Mouse,activation,4,Oct_13_16,Yes,Good,5
-60,-0.025024414,Mouse,activation,4,Oct_13_16,Yes,Good,5
-55,-0.034179688,Mouse,activation,4,Oct_13_16,Yes,Good,5
-50,-0.031433105,Mouse,activation,4,Oct_13_16,Yes,Good,5
-45,-0.029602051,Mouse,activation,4,Oct_13_16,Yes,Good,5
-40,-0.03112793,Mouse,activation,4,Oct_13_16,Yes,Good,5
-35,-0.03112793,Mouse,activation,4,Oct_13_16,Yes,Good,5
-30,-0.039367676,Mouse,activation,4,Oct_13_16,Yes,Good,5
-25,-0.056152344,Mouse,activation,4,Oct_13_16,Yes,Good,5
-20,-0.074157715,Mouse,activation,4,Oct_13_16,Yes,Good,5
-15,-0.131530762,Mouse,activation,4,Oct_13_16,Yes,Good,5
-10,-0.25970459,Mouse,activation,4,Oct_13_16,Yes,Good,5
-5,-0.463256836,Mouse,activation,4,Oct_13_16,Yes,Good,5
0,-0.683898926,Mouse,activation,4,Oct_13_16,Yes,Good,5
5,-0.818786621,Mouse,activation,4,Oct_13_16,Yes,Good,5
10,-0.868225098,Mouse,activation,4,Oct_13_16,Yes,Good,5
15,-0.850524902,Mouse,activation,4,Oct_13_16,Yes,Good,5
20,-0.842895508,Mouse,activation,4,Oct_13_16,Yes,Good,5
25,-0.788269043,Mouse,activation,4,Oct_13_16,Yes,Good,5
30,-0.742797852,Mouse,activation,4,Oct_13_16,Yes,Good,5
35,-0.671081543,Mouse,activation,4,Oct_13_16,Yes,Good,5
40,-0.656738281,Mouse,activation,4,Oct_13_16,Yes,Good,5
45,-0.637817383,Mouse,activation,4,Oct_13_16,Yes,Good,5
50,-0.585021973,Mouse,activation,4,Oct_13_16,Yes,Good,5
55,-0.536499023,Mouse,activation,4,Oct_13_16,Yes,Good,5
60,-0.50201416,Mouse,activation,4,Oct_13_16,Yes,Good,5
65,-0.44128418,Mouse,activation,4,Oct_13_16,Yes,Good,5
70,-0.429992676,Mouse,activation,4,Oct_13_16,Yes,Good,5
75,-0.38269043,Mouse,activation,4,Oct_13_16,Yes,Good,5
80,-0.357666016,Mouse,activation,4,Oct_13_16,Yes,Good,5
85,-0.297546387,Mouse,activation,4,Oct_13_16,Yes,Good,5
90,-0.299377441,Mouse,activation,4,Oct_13_16,Yes,Good,5
-80,-0.033874512,Mouse,activation,4,Oct_13_16,Late,Good,5
-75,-0.038757324,Mouse,activation,4,Oct_13_16,Late,Good,5
-70,-0.01159668,Mouse,activation,4,Oct_13_16,Late,Good,5
-65,-0.014953613,Mouse,activation,4,Oct_13_16,Late,Good,5
-60,-0.012512207,Mouse,activation,4,Oct_13_16,Late,Good,5
-55,-0.022277832,Mouse,activation,4,Oct_13_16,Late,Good,5
-50,-0.021057129,Mouse,activation,4,Oct_13_16,Late,Good,5
-45,-0.024108887,Mouse,activation,4,Oct_13_16,Late,Good,5
-40,-0.023803711,Mouse,activation,4,Oct_13_16,Late,Good,5
-35,-0.050354004,Mouse,activation,4,Oct_13_16,Late,Good,5
-30,-0.055847168,Mouse,activation,4,Oct_13_16,Late,Good,5
-25,-0.083007813,Mouse,activation,4,Oct_13_16,Late,Good,5
-20,-0.096435547,Mouse,activation,4,Oct_13_16,Late,Good,5
-15,-0.124816895,Mouse,activation,4,Oct_13_16,Late,Good,5
-10,-0.163269043,Mouse,activation,4,Oct_13_16,Late,Good,5
-5,-0.234069824,Mouse,activation,4,Oct_13_16,Late,Good,5
0,-0.38482666,Mouse,activation,4,Oct_13_16,Late,Good,5
5,-0.598449707,Mouse,activation,4,Oct_13_16,Late,Good,5
10,-0.773010254,Mouse,activation,4,Oct_13_16,Late,Good,5
15,-0.902709961,Mouse,activation,4,Oct_13_16,Late,Good,5
20,-0.966796875,Mouse,activation,4,Oct_13_16,Late,Good,5
25,-0.999450684,Mouse,activation,4,Oct_13_16,Late,Good,5
30,-0.981140137,Mouse,activation,4,Oct_13_16,Late,Good,5
35,-0.955810547,Mouse,activation,4,Oct_13_16,Late,Good,5
40,-0.921020508,Mouse,activation,4,Oct_13_16,Late,Good,5
45,-0.869445801,Mouse,activation,4,Oct_13_16,Late,Good,5
50,-0.82611084,Mouse,activation,4,Oct_13_16,Late,Good,5
55,-0.768432617,Mouse,activation,4,Oct_13_16,Late,Good,5
60,-0.722045898,Mouse,activation,4,Oct_13_16,Late,Good,5
65,-0.641784668,Mouse,activation,4,Oct_13_16,Late,Good,5
70,-0.598754883,Mouse,activation,4,Oct_13_16,Late,Good,5
75,-0.554199219,Mouse,activation,4,Oct_13_16,Late,Good,5
80,-0.459594727,Mouse,activation,4,Oct_13_16,Late,Good,5
85,-0.411987305,Mouse,activation,4,Oct_13_16,Late,Good,5
90,-0.384216309,Mouse,activation,4,Oct_13_16,Late,Good,5
-80,-0.054931641,Gmouse,activation,3,Oct_13_16,No,Good,5
-75,-0.055236816,Gmouse,activation,3,Oct_13_16,No,Good,5
-70,-0.056762695,Gmouse,activation,3,Oct_13_16,No,Good,5
-65,-0.048828125,Gmouse,activation,3,Oct_13_16,No,Good,5
-60,-0.043029785,Gmouse,activation,3,Oct_13_16,No,Good,5
-55,-0.042114258,Gmouse,activation,3,Oct_13_16,No,Good,5
-50,-0.042724609,Gmouse,activation,3,Oct_13_16,No,Good,5
-45,-0.028381348,Gmouse,activation,3,Oct_13_16,No,Good,5
-40,-0.028381348,Gmouse,activation,3,Oct_13_16,No,Good,5
-35,-0.032653809,Gmouse,activation,3,Oct_13_16,No,Good,5
-30,-0.042419434,Gmouse,activation,3,Oct_13_16,No,Good,5
-25,-0.043029785,Gmouse,activation,3,Oct_13_16,No,Good,5
-20,-0.032958984,Gmouse,activation,3,Oct_13_16,No,Good,5
-15,-0.132751465,Gmouse,activation,3,Oct_13_16,No,Good,5
-10,-0.465393066,Gmouse,activation,3,Oct_13_16,No,Good,5
-5,-1.161804199,Gmouse,activation,3,Oct_13_16,No,Good,5
0,-1.760864258,Gmouse,activation,3,Oct_13_16,No,Good,5
5,-2.065124512,Gmouse,activation,3,Oct_13_16,No,Good,5
10,-2.085876465,Gmouse,activation,3,Oct_13_16,No,Good,5
15,-2.053833008,Gmouse,activation,3,Oct_13_16,No,Good,5
20,-1.92565918,Gmouse,activation,3,Oct_13_16,No,Good,5
25,-1.742248535,Gmouse,activation,3,Oct_13_16,No,Good,5
30,-1.614990234,Gmouse,activation,3,Oct_13_16,No,Good,5
35,-1.453857422,Gmouse,activation,3,Oct_13_16,No,Good,5
40,-1.289672852,Gmouse,activation,3,Oct_13_16,No,Good,5
45,-1.119995117,Gmouse,activation,3,Oct_13_16,No,Good,5
50,-0.992431641,Gmouse,activation,3,Oct_13_16,No,Good,5
55,-0.869140625,Gmouse,activation,3,Oct_13_16,No,Good,5
60,-0.726623535,Gmouse,activation,3,Oct_13_16,No,Good,5
65,-0.566101074,Gmouse,activation,3,Oct_13_16,No,Good,5
70,-0.456237793,Gmouse,activation,3,Oct_13_16,No,Good,5
75,-0.316162109,Gmouse,activation,3,Oct_13_16,No,Good,5
80,-0.202636719,Gmouse,activation,3,Oct_13_16,No,Good,5
85,-0.111999512,Gmouse,activation,3,Oct_13_16,No,Good,5
90,-0.003051758,Gmouse,activation,3,Oct_13_16,No,Good,5
-80,-0.068359375,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-75,-0.057678223,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-70,-0.098571777,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-65,-0.062561035,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-60,-0.049438477,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-55,-0.092468262,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-50,-0.04486084,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-45,-0.080566406,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-40,-0.066833496,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-35,-0.115661621,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-30,-0.108642578,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-25,-0.082397461,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-20,-0.1171875,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-15,-0.207519531,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-10,-0.48828125,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-5,-1.004638672,Gmouse,activation,3,Oct_13_16,Yes,Good,5
0,-1.427612305,Gmouse,activation,3,Oct_13_16,Yes,Good,5
5,-1.61315918,Gmouse,activation,3,Oct_13_16,Yes,Good,5
10,-1.625976563,Gmouse,activation,3,Oct_13_16,Yes,Good,5
15,-1.558227539,Gmouse,activation,3,Oct_13_16,Yes,Good,5
20,-1.481628418,Gmouse,activation,3,Oct_13_16,Yes,Good,5
25,-1.256713867,Gmouse,activation,3,Oct_13_16,Yes,Good,5
30,-1.165771484,Gmouse,activation,3,Oct_13_16,Yes,Good,5
35,-1.077575684,Gmouse,activation,3,Oct_13_16,Yes,Good,5
40,-0.950927734,Gmouse,activation,3,Oct_13_16,Yes,Good,5
45,-0.792541504,Gmouse,activation,3,Oct_13_16,Yes,Good,5
50,-0.686645508,Gmouse,activation,3,Oct_13_16,Yes,Good,5
55,-0.579528809,Gmouse,activation,3,Oct_13_16,Yes,Good,5
60,-0.53527832,Gmouse,activation,3,Oct_13_16,Yes,Good,5
65,-0.374145508,Gmouse,activation,3,Oct_13_16,Yes,Good,5
70,-0.254211426,Gmouse,activation,3,Oct_13_16,Yes,Good,5
75,-0.151672363,Gmouse,activation,3,Oct_13_16,Yes,Good,5
80,-0.062561035,Gmouse,activation,3,Oct_13_16,Yes,Good,5
85,-0.028686523,Gmouse,activation,3,Oct_13_16,Yes,Good,5
90,-0.000915527,Gmouse,activation,3,Oct_13_16,Yes,Good,5
-80,-0.065612793,Gmouse,activation,3,Oct_13_16,Late,Good,5
-75,-0.079650879,Gmouse,activation,3,Oct_13_16,Late,Good,5
-70,-0.021362305,Gmouse,activation,3,Oct_13_16,Late,Good,5
-65,-0.051269531,Gmouse,activation,3,Oct_13_16,Late,Good,5
-60,-0.054016113,Gmouse,activation,3,Oct_13_16,Late,Good,5
-55,-0.032348633,Gmouse,activation,3,Oct_13_16,Late,Good,5
-50,-0.068359375,Gmouse,activation,3,Oct_13_16,Late,Good,5
-45,-0.050964355,Gmouse,activation,3,Oct_13_16,Late,Good,5
-40,-0.084533691,Gmouse,activation,3,Oct_13_16,Late,Good,5
-35,-0.088500977,Gmouse,activation,3,Oct_13_16,Late,Good,5
-30,-0.108642578,Gmouse,activation,3,Oct_13_16,Late,Good,5
-25,-0.134887695,Gmouse,activation,3,Oct_13_16,Late,Good,5
-20,-0.148620605,Gmouse,activation,3,Oct_13_16,Late,Good,5
-15,-0.245361328,Gmouse,activation,3,Oct_13_16,Late,Good,5
-10,-0.479431152,Gmouse,activation,3,Oct_13_16,Late,Good,5
-5,-0.981140137,Gmouse,activation,3,Oct_13_16,Late,Good,5
0,-1.409301758,Gmouse,activation,3,Oct_13_16,Late,Good,5
5,-1.622619629,Gmouse,activation,3,Oct_13_16,Late,Good,5
10,-1.66229248,Gmouse,activation,3,Oct_13_16,Late,Good,5
15,-1.612548828,Gmouse,activation,3,Oct_13_16,Late,Good,5
20,-1.508483887,Gmouse,activation,3,Oct_13_16,Late,Good,5
25,-1.355895996,Gmouse,activation,3,Oct_13_16,Late,Good,5
30,-1.192321777,Gmouse,activation,3,Oct_13_16,Late,Good,5
35,-1.081542969,Gmouse,activation,3,Oct_13_16,Late,Good,5
40,-0.922546387,Gmouse,activation,3,Oct_13_16,Late,Good,5
45,-0.833435059,Gmouse,activation,3,Oct_13_16,Late,Good,5
50,-0.690917969,Gmouse,activation,3,Oct_13_16,Late,Good,5
55,-0.586242676,Gmouse,activation,3,Oct_13_16,Late,Good,5
60,-0.447692871,Gmouse,activation,3,Oct_13_16,Late,Good,5
65,-0.299987793,Gmouse,activation,3,Oct_13_16,Late,Good,5
70,-0.232849121,Gmouse,activation,3,Oct_13_16,Late,Good,5
75,-0.101623535,Gmouse,activation,3,Oct_13_16,Late,Good,5
80,-0.021972656,Gmouse,activation,3,Oct_13_16,Late,Good,5
85,-0.006408691,Gmouse,activation,3,Oct_13_16,Late,Good,5
90,0.02166748,Gmouse,activation,3,Oct_13_16,Late,Good,5
-80,-0.036621094,Mouse,activation,5,Oct_13_16,No,Good,5
-75,-0.015563965,Mouse,activation,5,Oct_13_16,No,Good,5
-70,-0.026245117,Mouse,activation,5,Oct_13_16,No,Good,5
-65,-0.025634766,Mouse,activation,5,Oct_13_16,No,Good,5
-60,-0.026550293,Mouse,activation,5,Oct_13_16,No,Good,5
-55,-0.01953125,Mouse,activation,5,Oct_13_16,No,Good,5
-50,-0.024719238,Mouse,activation,5,Oct_13_16,No,Good,5
-45,-0.034179688,Mouse,activation,5,Oct_13_16,No,Good,5
-40,-0.02166748,Mouse,activation,5,Oct_13_16,No,Good,5
-35,-0.019226074,Mouse,activation,5,Oct_13_16,No,Good,5
-30,-0.024719238,Mouse,activation,5,Oct_13_16,No,Good,5
-25,-0.026855469,Mouse,activation,5,Oct_13_16,No,Good,5
-20,-0.069274902,Mouse,activation,5,Oct_13_16,No,Good,5
-15,-0.208435059,Mouse,activation,5,Oct_13_16,No,Good,5
-10,-0.390319824,Mouse,activation,5,Oct_13_16,No,Good,5
-5,-0.626220703,Mouse,activation,5,Oct_13_16,No,Good,5
0,-0.75378418,Mouse,activation,5,Oct_13_16,No,Good,5
5,-0.830078125,Mouse,activation,5,Oct_13_16,No,Good,5
10,-0.849304199,Mouse,activation,5,Oct_13_16,No,Good,5
15,-0.834350586,Mouse,activation,5,Oct_13_16,No,Good,5
20,-0.797424316,Mouse,activation,5,Oct_13_16,No,Good,5
25,-0.774536133,Mouse,activation,5,Oct_13_16,No,Good,5
30,-0.731201172,Mouse,activation,5,Oct_13_16,No,Good,5
35,-0.669250488,Mouse,activation,5,Oct_13_16,No,Good,5
40,-0.612182617,Mouse,activation,5,Oct_13_16,No,Good,5
45,-0.585327148,Mouse,activation,5,Oct_13_16,No,Good,5
50,-0.564880371,Mouse,activation,5,Oct_13_16,No,Good,5
55,-0.509643555,Mouse,activation,5,Oct_13_16,No,Good,5
60,-0.488891602,Mouse,activation,5,Oct_13_16,No,Good,5
65,-0.431518555,Mouse,activation,5,Oct_13_16,No,Good,5
70,-0.38269043,Mouse,activation,5,Oct_13_16,No,Good,5
75,-0.343322754,Mouse,activation,5,Oct_13_16,No,Good,5
80,-0.313110352,Mouse,activation,5,Oct_13_16,No,Good,5
85,-0.2734375,Mouse,activation,5,Oct_13_16,No,Good,5
90,-0.203857422,Mouse,activation,5,Oct_13_16,No,Good,5
-80,-0.03692627,Mouse,activation,5,Oct_13_16,Yes,Good,5
-75,-0.043029785,Mouse,activation,5,Oct_13_16,Yes,Good,5
-70,-0.02532959,Mouse,activation,5,Oct_13_16,Yes,Good,5
-65,-0.043945313,Mouse,activation,5,Oct_13_16,Yes,Good,5
-60,-0.032653809,Mouse,activation,5,Oct_13_16,Yes,Good,5
-55,-0.022277832,Mouse,activation,5,Oct_13_16,Yes,Good,5
-50,-0.03112793,Mouse,activation,5,Oct_13_16,Yes,Good,5
-45,-0.01953125,Mouse,activation,5,Oct_13_16,Yes,Good,5
-40,-0.020446777,Mouse,activation,5,Oct_13_16,Yes,Good,5
-35,-0.036010742,Mouse,activation,5,Oct_13_16,Yes,Good,5
-30,-0.035400391,Mouse,activation,5,Oct_13_16,Yes,Good,5
-25,-0.034484863,Mouse,activation,5,Oct_13_16,Yes,Good,5
-20,-0.057067871,Mouse,activation,5,Oct_13_16,Yes,Good,5
-15,-0.120239258,Mouse,activation,5,Oct_13_16,Yes,Good,5
-10,-0.246887207,Mouse,activation,5,Oct_13_16,Yes,Good,5
-5,-0.371704102,Mouse,activation,5,Oct_13_16,Yes,Good,5
0,-0.456237793,Mouse,activation,5,Oct_13_16,Yes,Good,5
5,-0.487976074,Mouse,activation,5,Oct_13_16,Yes,Good,5
10,-0.463256836,Mouse,activation,5,Oct_13_16,Yes,Good,5
15,-0.483398438,Mouse,activation,5,Oct_13_16,Yes,Good,5
20,-0.465393066,Mouse,activation,5,Oct_13_16,Yes,Good,5
25,-0.434875488,Mouse,activation,5,Oct_13_16,Yes,Good,5
30,-0.389709473,Mouse,activation,5,Oct_13_16,Yes,Good,5
35,-0.365600586,Mouse,activation,5,Oct_13_16,Yes,Good,5
40,-0.366210938,Mouse,activation,5,Oct_13_16,Yes,Good,5
45,-0.321044922,Mouse,activation,5,Oct_13_16,Yes,Good,5
50,-0.30456543,Mouse,activation,5,Oct_13_16,Yes,Good,5
55,-0.254821777,Mouse,activation,5,Oct_13_16,Yes,Good,5
60,-0.255432129,Mouse,activation,5,Oct_13_16,Yes,Good,5
65,-0.203857422,Mouse,activation,5,Oct_13_16,Yes,Good,5
70,-0.185241699,Mouse,activation,5,Oct_13_16,Yes,Good,5
75,-0.160217285,Mouse,activation,5,Oct_13_16,Yes,Good,5
80,-0.145874023,Mouse,activation,5,Oct_13_16,Yes,Good,5
85,-0.126647949,Mouse,activation,5,Oct_13_16,Yes,Good,5
90,-0.107116699,Mouse,activation,5,Oct_13_16,Yes,Good,5
-80,-0.037536621,Mouse,activation,5,Oct_13_16,Late,Good,5
-75,-0.036315918,Mouse,activation,5,Oct_13_16,Late,Good,5
-70,-0.022583008,Mouse,activation,5,Oct_13_16,Late,Good,5
-65,-0.048217773,Mouse,activation,5,Oct_13_16,Late,Good,5
-60,-0.01739502,Mouse,activation,5,Oct_13_16,Late,Good,5
-55,-0.02166748,Mouse,activation,5,Oct_13_16,Late,Good,5
-50,-0.022888184,Mouse,activation,5,Oct_13_16,Late,Good,5
-45,-0.032958984,Mouse,activation,5,Oct_13_16,Late,Good,5
-40,-0.042419434,Mouse,activation,5,Oct_13_16,Late,Good,5
-35,-0.030517578,Mouse,activation,5,Oct_13_16,Late,Good,5
-30,-0.037231445,Mouse,activation,5,Oct_13_16,Late,Good,5
-25,-0.035705566,Mouse,activation,5,Oct_13_16,Late,Good,5
-20,-0.05645752,Mouse,activation,5,Oct_13_16,Late,Good,5
-15,-0.106811523,Mouse,activation,5,Oct_13_16,Late,Good,5
-10,-0.182495117,Mouse,activation,5,Oct_13_16,Late,Good,5
-5,-0.316467285,Mouse,activation,5,Oct_13_16,Late,Good,5
0,-0.418395996,Mouse,activation,5,Oct_13_16,Late,Good,5
5,-0.451660156,Mouse,activation,5,Oct_13_16,Late,Good,5
10,-0.457458496,Mouse,activation,5,Oct_13_16,Late,Good,5
15,-0.458679199,Mouse,activation,5,Oct_13_16,Late,Good,5
20,-0.44128418,Mouse,activation,5,Oct_13_16,Late,Good,5
25,-0.414428711,Mouse,activation,5,Oct_13_16,Late,Good,5
30,-0.378112793,Mouse,activation,5,Oct_13_16,Late,Good,5
35,-0.350341797,Mouse,activation,5,Oct_13_16,Late,Good,5
40,-0.318908691,Mouse,activation,5,Oct_13_16,Late,Good,5
45,-0.313720703,Mouse,activation,5,Oct_13_16,Late,Good,5
50,-0.286865234,Mouse,activation,5,Oct_13_16,Late,Good,5
55,-0.267028809,Mouse,activation,5,Oct_13_16,Late,Good,5
60,-0.248413086,Mouse,activation,5,Oct_13_16,Late,Good,5
65,-0.213623047,Mouse,activation,5,Oct_13_16,Late,Good,5
70,-0.201721191,Mouse,activation,5,Oct_13_16,Late,Good,5
75,-0.158081055,Mouse,activation,5,Oct_13_16,Late,Good,5
80,-0.166015625,Mouse,activation,5,Oct_13_16,Late,Good,5
85,-0.134887695,Mouse,activation,5,Oct_13_16,Late,Good,5
90,-0.114746094,Mouse,activation,5,Oct_13_16,Late,Good,5
-80,-0.04486084,Gmouse,activation,4,Oct_13_16,No,Good,5
-75,-0.027770996,Gmouse,activation,4,Oct_13_16,No,Good,5
-70,-0.036621094,Gmouse,activation,4,Oct_13_16,No,Good,5
-65,-0.022277832,Gmouse,activation,4,Oct_13_16,No,Good,5
-60,-0.027160645,Gmouse,activation,4,Oct_13_16,No,Good,5
-55,-0.050964355,Gmouse,activation,4,Oct_13_16,No,Good,5
-50,-0.01373291,Gmouse,activation,4,Oct_13_16,No,Good,5
-45,-0.045166016,Gmouse,activation,4,Oct_13_16,No,Good,5
-40,-0.01953125,Gmouse,activation,4,Oct_13_16,No,Good,5
-35,-0.002746582,Gmouse,activation,4,Oct_13_16,No,Good,5
-30,-0.03326416,Gmouse,activation,4,Oct_13_16,No,Good,5
-25,-0.027770996,Gmouse,activation,4,Oct_13_16,No,Good,5
-20,-0.048217773,Gmouse,activation,4,Oct_13_16,No,Good,5
-15,-0.224304199,Gmouse,activation,4,Oct_13_16,No,Good,5
-10,-1.005554199,Gmouse,activation,4,Oct_13_16,No,Good,5
-5,-1.856384277,Gmouse,activation,4,Oct_13_16,No,Good,5
0,-2.21282959,Gmouse,activation,4,Oct_13_16,No,Good,5
5,-2.260742188,Gmouse,activation,4,Oct_13_16,No,Good,5
10,-2.253112793,Gmouse,activation,4,Oct_13_16,No,Good,5
15,-2.08190918,Gmouse,activation,4,Oct_13_16,No,Good,5
20,-1.950378418,Gmouse,activation,4,Oct_13_16,No,Good,5
25,-1.78894043,Gmouse,activation,4,Oct_13_16,No,Good,5
30,-1.635742188,Gmouse,activation,4,Oct_13_16,No,Good,5
35,-1.463623047,Gmouse,activation,4,Oct_13_16,No,Good,5
40,-1.309509277,Gmouse,activation,4,Oct_13_16,No,Good,5
45,-1.180114746,Gmouse,activation,4,Oct_13_16,No,Good,5
50,-1.064147949,Gmouse,activation,4,Oct_13_16,No,Good,5
55,-0.900268555,Gmouse,activation,4,Oct_13_16,No,Good,5
60,-0.80657959,Gmouse,activation,4,Oct_13_16,No,Good,5
65,-0.700683594,Gmouse,activation,4,Oct_13_16,No,Good,5
70,-0.581054688,Gmouse,activation,4,Oct_13_16,No,Good,5
75,-0.46081543,Gmouse,activation,4,Oct_13_16,No,Good,5
80,-0.379943848,Gmouse,activation,4,Oct_13_16,No,Good,5
85,-0.270996094,Gmouse,activation,4,Oct_13_16,No,Good,5
90,-0.17791748,Gmouse,activation,4,Oct_13_16,No,Good,5
-80,-0.018920898,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-75,-0.046691895,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-70,-0.032653809,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-65,-0.011291504,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-60,-0.028076172,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-55,-0.028686523,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-50,-0.034484863,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-45,-0.054016113,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-40,-0.064086914,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-35,-0.039367676,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-30,-0.050048828,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-25,-0.107116699,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-20,-0.122070313,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-15,-0.346374512,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-10,-1.040344238,Gmouse,activation,4,Oct_13_16,Yes,Good,5
-5,-1.620483398,Gmouse,activation,4,Oct_13_16,Yes,Good,5
0,-1.894836426,Gmouse,activation,4,Oct_13_16,Yes,Good,5
5,-1.94152832,Gmouse,activation,4,Oct_13_16,Yes,Good,5
10,-1.866760254,Gmouse,activation,4,Oct_13_16,Yes,Good,5
15,-1.749572754,Gmouse,activation,4,Oct_13_16,Yes,Good,5
20,-1.597900391,Gmouse,activation,4,Oct_13_16,Yes,Good,5
25,-1.451416016,Gmouse,activation,4,Oct_13_16,Yes,Good,5
30,-1.326599121,Gmouse,activation,4,Oct_13_16,Yes,Good,5
35,-1.158447266,Gmouse,activation,4,Oct_13_16,Yes,Good,5
40,-1.039428711,Gmouse,activation,4,Oct_13_16,Yes,Good,5
