Voltage,Current,Species,Recording,replicate,Date,Venom,Quality,Set
-5,-4.425354004,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
0,-4.300231934,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
5,-4.143371582,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
10,-3.963317871,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
15,-3.790588379,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
20,-3.614196777,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
25,-3.438110352,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
30,-3.211669922,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
35,-2.939453125,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
40,-2.627258301,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
45,-2.356567383,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
50,-2.101745605,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
55,-1.832885742,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
60,-1.617126465,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
65,-1.406860352,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
70,-1.269226074,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
75,-1.116943359,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
80,-0.989074707,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
85,-0.87097168,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
90,-0.746154785,DiDiiiNC,activation,2,Aug_31_17,Yes,Good,
-80,-0.007324219,Diii,activation,3,Aug_31_17,No,Good,
-75,-0.009460449,Diii,activation,3,Aug_31_17,No,Good,
-70,-0.019226074,Diii,activation,3,Aug_31_17,No,Good,
-65,-0.023193359,Diii,activation,3,Aug_31_17,No,Good,
-60,-0.017700195,Diii,activation,3,Aug_31_17,No,Good,
-55,-0.004577637,Diii,activation,3,Aug_31_17,No,Good,
-50,0.003662109,Diii,activation,3,Aug_31_17,No,Good,
-45,-0.01159668,Diii,activation,3,Aug_31_17,No,Good,
-40,-0.011291504,Diii,activation,3,Aug_31_17,No,Good,
-35,-0.026245117,Diii,activation,3,Aug_31_17,No,Good,
-30,-0.028686523,Diii,activation,3,Aug_31_17,No,Good,
-25,-0.072937012,Diii,activation,3,Aug_31_17,No,Good,
-20,-0.321044922,Diii,activation,3,Aug_31_17,No,Good,
-15,-2.309265137,Diii,activation,3,Aug_31_17,No,Good,
-10,-2.696533203,Diii,activation,3,Aug_31_17,No,Good,
-5,-2.727966309,Diii,activation,3,Aug_31_17,No,Good,
0,-2.666320801,Diii,activation,3,Aug_31_17,No,Good,
5,-2.579345703,Diii,activation,3,Aug_31_17,No,Good,
10,-2.473144531,Diii,activation,3,Aug_31_17,No,Good,
15,-2.35534668,Diii,activation,3,Aug_31_17,No,Good,
20,-2.25982666,Diii,activation,3,Aug_31_17,No,Good,
25,-2.137451172,Diii,activation,3,Aug_31_17,No,Good,
30,-2.031860352,Diii,activation,3,Aug_31_17,No,Good,
35,-1.941833496,Diii,activation,3,Aug_31_17,No,Good,
40,-1.859741211,Diii,activation,3,Aug_31_17,No,Good,
45,-1.77520752,Diii,activation,3,Aug_31_17,No,Good,
50,-1.679992676,Diii,activation,3,Aug_31_17,No,Good,
55,-1.57043457,Diii,activation,3,Aug_31_17,No,Good,
60,-1.472473145,Diii,activation,3,Aug_31_17,No,Good,
65,-1.358642578,Diii,activation,3,Aug_31_17,No,Good,
70,-1.250915527,Diii,activation,3,Aug_31_17,No,Good,
75,-1.145935059,Diii,activation,3,Aug_31_17,No,Good,
80,-1.049804688,Diii,activation,3,Aug_31_17,No,Good,
85,-0.97076416,Diii,activation,3,Aug_31_17,No,Good,
90,-0.862426758,Diii,activation,3,Aug_31_17,No,Good,
-80,-0.014953613,Diii,activation,3,Aug_31_17,Yes,Good,
-75,-0.016174316,Diii,activation,3,Aug_31_17,Yes,Good,
-70,-0.019836426,Diii,activation,3,Aug_31_17,Yes,Good,
-65,-0.015563965,Diii,activation,3,Aug_31_17,Yes,Good,
-60,-0.022583008,Diii,activation,3,Aug_31_17,Yes,Good,
-55,-0.040893555,Diii,activation,3,Aug_31_17,Yes,Good,
-50,-0.084533691,Diii,activation,3,Aug_31_17,Yes,Good,
-45,-0.140380859,Diii,activation,3,Aug_31_17,Yes,Good,
-40,-0.230102539,Diii,activation,3,Aug_31_17,Yes,Good,
-35,-0.316162109,Diii,activation,3,Aug_31_17,Yes,Good,
-30,-0.403137207,Diii,activation,3,Aug_31_17,Yes,Good,
-25,-0.527038574,Diii,activation,3,Aug_31_17,Yes,Good,
-20,-1.112976074,Diii,activation,3,Aug_31_17,Yes,Good,
-15,-2.138671875,Diii,activation,3,Aug_31_17,Yes,Good,
-10,-2.362060547,Diii,activation,3,Aug_31_17,Yes,Good,
-5,-2.392578125,Diii,activation,3,Aug_31_17,Yes,Good,
0,-2.324829102,Diii,activation,3,Aug_31_17,Yes,Good,
5,-2.210083008,Diii,activation,3,Aug_31_17,Yes,Good,
10,-2.114868164,Diii,activation,3,Aug_31_17,Yes,Good,
15,-1.990661621,Diii,activation,3,Aug_31_17,Yes,Good,
20,-1.896057129,Diii,activation,3,Aug_31_17,Yes,Good,
25,-1.789550781,Diii,activation,3,Aug_31_17,Yes,Good,
30,-1.687927246,Diii,activation,3,Aug_31_17,Yes,Good,
35,-1.575012207,Diii,activation,3,Aug_31_17,Yes,Good,
40,-1.48223877,Diii,activation,3,Aug_31_17,Yes,Good,
45,-1.399230957,Diii,activation,3,Aug_31_17,Yes,Good,
50,-1.317138672,Diii,activation,3,Aug_31_17,Yes,Good,
55,-1.249084473,Diii,activation,3,Aug_31_17,Yes,Good,
60,-1.174316406,Diii,activation,3,Aug_31_17,Yes,Good,
65,-1.076049805,Diii,activation,3,Aug_31_17,Yes,Good,
70,-0.982666016,Diii,activation,3,Aug_31_17,Yes,Good,
75,-0.895385742,Diii,activation,3,Aug_31_17,Yes,Good,
80,-0.831604004,Diii,activation,3,Aug_31_17,Yes,Good,
85,-0.731506348,Diii,activation,3,Aug_31_17,Yes,Good,
90,-0.668334961,Diii,activation,3,Aug_31_17,Yes,Good,
-80,-0.023498535,Diii,activation,3,Aug_31_17,Late,Good,
-75,-0.022277832,Diii,activation,3,Aug_31_17,Late,Good,
-70,-0.018920898,Diii,activation,3,Aug_31_17,Late,Good,
-65,-0.027160645,Diii,activation,3,Aug_31_17,Late,Good,
-60,-0.023498535,Diii,activation,3,Aug_31_17,Late,Good,
-55,-0.032653809,Diii,activation,3,Aug_31_17,Late,Good,
-50,-0.058898926,Diii,activation,3,Aug_31_17,Late,Good,
-45,-0.124511719,Diii,activation,3,Aug_31_17,Late,Good,
-40,-0.211181641,Diii,activation,3,Aug_31_17,Late,Good,
-35,-0.296936035,Diii,activation,3,Aug_31_17,Late,Good,
-30,-0.37109375,Diii,activation,3,Aug_31_17,Late,Good,
-25,-0.459899902,Diii,activation,3,Aug_31_17,Late,Good,
-20,-0.695495605,Diii,activation,3,Aug_31_17,Late,Good,
-15,-1.450500488,Diii,activation,3,Aug_31_17,Late,Good,
-10,-1.879882813,Diii,activation,3,Aug_31_17,Late,Good,
-5,-1.991577148,Diii,activation,3,Aug_31_17,Late,Good,
0,-2.005310059,Diii,activation,3,Aug_31_17,Late,Good,
5,-1.95892334,Diii,activation,3,Aug_31_17,Late,Good,
10,-1.876831055,Diii,activation,3,Aug_31_17,Late,Good,
15,-1.793212891,Diii,activation,3,Aug_31_17,Late,Good,
20,-1.691894531,Diii,activation,3,Aug_31_17,Late,Good,
25,-1.592712402,Diii,activation,3,Aug_31_17,Late,Good,
30,-1.496582031,Diii,activation,3,Aug_31_17,Late,Good,
35,-1.407165527,Diii,activation,3,Aug_31_17,Late,Good,
40,-1.344909668,Diii,activation,3,Aug_31_17,Late,Good,
45,-1.239624023,Diii,activation,3,Aug_31_17,Late,Good,
50,-1.177978516,Diii,activation,3,Aug_31_17,Late,Good,
55,-1.094970703,Diii,activation,3,Aug_31_17,Late,Good,
60,-1.036376953,Diii,activation,3,Aug_31_17,Late,Good,
65,-0.967102051,Diii,activation,3,Aug_31_17,Late,Good,
70,-0.897216797,Diii,activation,3,Aug_31_17,Late,Good,
75,-0.843200684,Diii,activation,3,Aug_31_17,Late,Good,
80,-0.75958252,Diii,activation,3,Aug_31_17,Late,Good,
85,-0.683288574,Diii,activation,3,Aug_31_17,Late,Good,
90,-0.611877441,Diii,activation,3,Aug_31_17,Late,Good,
-80,-0.010375977,Gmouse,activation,3,Aug_31_17,No,Good,
-75,-0.010986328,Gmouse,activation,3,Aug_31_17,No,Good,
-70,-0.020446777,Gmouse,activation,3,Aug_31_17,No,Good,
-65,-0.014038086,Gmouse,activation,3,Aug_31_17,No,Good,
-60,-0.030212402,Gmouse,activation,3,Aug_31_17,No,Good,
-55,-0.010375977,Gmouse,activation,3,Aug_31_17,No,Good,
-50,-0.028991699,Gmouse,activation,3,Aug_31_17,No,Good,
-45,-0.024719238,Gmouse,activation,3,Aug_31_17,No,Good,
-40,-0.010070801,Gmouse,activation,3,Aug_31_17,No,Good,
-35,-0.007324219,Gmouse,activation,3,Aug_31_17,No,Good,
-30,-0.027770996,Gmouse,activation,3,Aug_31_17,No,Good,
-25,-0.045471191,Gmouse,activation,3,Aug_31_17,No,Good,
-20,-0.129699707,Gmouse,activation,3,Aug_31_17,No,Good,
-15,-0.461425781,Gmouse,activation,3,Aug_31_17,No,Good,
-10,-1.374511719,Gmouse,activation,3,Aug_31_17,No,Good,
-5,-2.490234375,Gmouse,activation,3,Aug_31_17,No,Good,
0,-3.031921387,Gmouse,activation,3,Aug_31_17,No,Good,
5,-3.210449219,Gmouse,activation,3,Aug_31_17,No,Good,
10,-3.24432373,Gmouse,activation,3,Aug_31_17,No,Good,
15,-3.153381348,Gmouse,activation,3,Aug_31_17,No,Good,
20,-3.037719727,Gmouse,activation,3,Aug_31_17,No,Good,
25,-2.891235352,Gmouse,activation,3,Aug_31_17,No,Good,
30,-2.733459473,Gmouse,activation,3,Aug_31_17,No,Good,
35,-2.621459961,Gmouse,activation,3,Aug_31_17,No,Good,
40,-2.471008301,Gmouse,activation,3,Aug_31_17,No,Good,
45,-2.328491211,Gmouse,activation,3,Aug_31_17,No,Good,
50,-2.138671875,Gmouse,activation,3,Aug_31_17,No,Good,
55,-1.884155273,Gmouse,activation,3,Aug_31_17,No,Good,
60,-1.669616699,Gmouse,activation,3,Aug_31_17,No,Good,
65,-1.431274414,Gmouse,activation,3,Aug_31_17,No,Good,
70,-1.235046387,Gmouse,activation,3,Aug_31_17,No,Good,
75,-1.060791016,Gmouse,activation,3,Aug_31_17,No,Good,
80,-0.897216797,Gmouse,activation,3,Aug_31_17,No,Good,
85,-0.752868652,Gmouse,activation,3,Aug_31_17,No,Good,
90,-0.65246582,Gmouse,activation,3,Aug_31_17,No,Good,
-80,-0.017700195,Gmouse,activation,3,Aug_31_17,Yes,Good,
-75,-0.027160645,Gmouse,activation,3,Aug_31_17,Yes,Good,
-70,-0.015563965,Gmouse,activation,3,Aug_31_17,Yes,Good,
-65,-0.028381348,Gmouse,activation,3,Aug_31_17,Yes,Good,
-60,-0.0390625,Gmouse,activation,3,Aug_31_17,Yes,Good,
-55,-0.007324219,Gmouse,activation,3,Aug_31_17,Yes,Good,
-50,-0.018920898,Gmouse,activation,3,Aug_31_17,Yes,Good,
-45,-0.039367676,Gmouse,activation,3,Aug_31_17,Yes,Good,
-40,-0.068054199,Gmouse,activation,3,Aug_31_17,Yes,Good,
-35,-0.082092285,Gmouse,activation,3,Aug_31_17,Yes,Good,
-30,-0.130310059,Gmouse,activation,3,Aug_31_17,Yes,Good,
-25,-0.184020996,Gmouse,activation,3,Aug_31_17,Yes,Good,
-20,-0.267333984,Gmouse,activation,3,Aug_31_17,Yes,Good,
-15,-0.561523438,Gmouse,activation,3,Aug_31_17,Yes,Good,
-10,-1.299438477,Gmouse,activation,3,Aug_31_17,Yes,Good,
-5,-2.165222168,Gmouse,activation,3,Aug_31_17,Yes,Good,
0,-2.646484375,Gmouse,activation,3,Aug_31_17,Yes,Good,
5,-2.825012207,Gmouse,activation,3,Aug_31_17,Yes,Good,
10,-2.845458984,Gmouse,activation,3,Aug_31_17,Yes,Good,
15,-2.759399414,Gmouse,activation,3,Aug_31_17,Yes,Good,
20,-2.625427246,Gmouse,activation,3,Aug_31_17,Yes,Good,
25,-2.488708496,Gmouse,activation,3,Aug_31_17,Yes,Good,
30,-2.325439453,Gmouse,activation,3,Aug_31_17,Yes,Good,
35,-2.164611816,Gmouse,activation,3,Aug_31_17,Yes,Good,
40,-2.018127441,Gmouse,activation,3,Aug_31_17,Yes,Good,
45,-1.831665039,Gmouse,activation,3,Aug_31_17,Yes,Good,
50,-1.598510742,Gmouse,activation,3,Aug_31_17,Yes,Good,
55,-1.376342773,Gmouse,activation,3,Aug_31_17,Yes,Good,
60,-1.197509766,Gmouse,activation,3,Aug_31_17,Yes,Good,
65,-0.986022949,Gmouse,activation,3,Aug_31_17,Yes,Good,
70,-0.825500488,Gmouse,activation,3,Aug_31_17,Yes,Good,
75,-0.675354004,Gmouse,activation,3,Aug_31_17,Yes,Good,
80,-0.534973145,Gmouse,activation,3,Aug_31_17,Yes,Good,
85,-0.430297852,Gmouse,activation,3,Aug_31_17,Yes,Good,
90,-0.336914063,Gmouse,activation,3,Aug_31_17,Yes,Good,
-80,-0.029602051,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-75,-0.018920898,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-70,-0.017089844,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-65,-0.026550293,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-60,-0.035400391,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-55,-0.023193359,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-50,-0.018310547,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-45,-0.025024414,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-40,-0.017700195,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-35,-0.022583008,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-30,-0.036621094,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-25,-0.089111328,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-20,-2.644348145,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-15,-3.30291748,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-10,-3.709716797,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-5,-3.891906738,DiDiiiNC,activation,3,Aug_31_17,No,Good,
0,-3.969726563,DiDiiiNC,activation,3,Aug_31_17,No,Good,
5,-3.963317871,DiDiiiNC,activation,3,Aug_31_17,No,Good,
10,-3.893737793,DiDiiiNC,activation,3,Aug_31_17,No,Good,
15,-3.773193359,DiDiiiNC,activation,3,Aug_31_17,No,Good,
20,-3.618774414,DiDiiiNC,activation,3,Aug_31_17,No,Good,
25,-3.4765625,DiDiiiNC,activation,3,Aug_31_17,No,Good,
30,-3.313903809,DiDiiiNC,activation,3,Aug_31_17,No,Good,
35,-3.168029785,DiDiiiNC,activation,3,Aug_31_17,No,Good,
40,-3.002929688,DiDiiiNC,activation,3,Aug_31_17,No,Good,
45,-2.873840332,DiDiiiNC,activation,3,Aug_31_17,No,Good,
50,-2.739257813,DiDiiiNC,activation,3,Aug_31_17,No,Good,
55,-2.552490234,DiDiiiNC,activation,3,Aug_31_17,No,Good,
60,-2.344360352,DiDiiiNC,activation,3,Aug_31_17,No,Good,
65,-2.124328613,DiDiiiNC,activation,3,Aug_31_17,No,Good,
70,-1.943054199,DiDiiiNC,activation,3,Aug_31_17,No,Good,
75,-1.733398438,DiDiiiNC,activation,3,Aug_31_17,No,Good,
80,-1.544189453,DiDiiiNC,activation,3,Aug_31_17,No,Good,
85,-1.301269531,DiDiiiNC,activation,3,Aug_31_17,No,Good,
90,-1.175842285,DiDiiiNC,activation,3,Aug_31_17,No,Good,
-80,-0.022888184,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-75,-0.026855469,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-70,-0.032958984,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-65,-0.049743652,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-60,-0.039672852,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-55,-0.085144043,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-50,-0.177307129,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-45,-0.417785645,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-40,-0.792236328,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-35,-2.367553711,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-30,-3.04473877,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-25,-3.290405273,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-20,-3.507385254,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-15,-3.833007813,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-10,-4.021911621,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-5,-4.129943848,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
0,-4.098510742,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
5,-3.980102539,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
10,-3.852539063,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
15,-3.769836426,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
20,-3.555297852,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
25,-3.334960938,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
30,-3.177490234,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
35,-3.006896973,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
40,-2.82409668,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
45,-2.636108398,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
50,-2.465209961,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
55,-2.298583984,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
60,-2.094421387,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
65,-1.879272461,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
70,-1.64855957,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
75,-1.47277832,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
80,-1.264038086,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
85,-1.088562012,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
90,-0.895690918,DiDiiiNC,activation,3,Aug_31_17,Yes,Good,
-80,-0.030822754,Diii,activation,4,Aug_31_17,No,Good,
-75,-0.017089844,Diii,activation,4,Aug_31_17,No,Good,
-70,-0.015258789,Diii,activation,4,Aug_31_17,No,Good,
-65,-0.02166748,Diii,activation,4,Aug_31_17,No,Good,
-60,-0.034790039,Diii,activation,4,Aug_31_17,No,Good,
-55,-0.031433105,Diii,activation,4,Aug_31_17,No,Good,
-50,-0.00793457,Diii,activation,4,Aug_31_17,No,Good,
-45,-0.034790039,Diii,activation,4,Aug_31_17,No,Good,
-40,-0.034179688,Diii,activation,4,Aug_31_17,No,Good,
-35,-0.01739502,Diii,activation,4,Aug_31_17,No,Good,
-30,-0.028381348,Diii,activation,4,Aug_31_17,No,Good,
-25,-0.038452148,Diii,activation,4,Aug_31_17,No,Good,
-20,-0.035095215,Diii,activation,4,Aug_31_17,No,Good,
-15,-0.145874023,Diii,activation,4,Aug_31_17,No,Good,
-10,-0.598144531,Diii,activation,4,Aug_31_17,No,Good,
-5,-1.566772461,Diii,activation,4,Aug_31_17,No,Good,
0,-2.011413574,Diii,activation,4,Aug_31_17,No,Good,
5,-2.163085938,Diii,activation,4,Aug_31_17,No,Good,
10,-2.184143066,Diii,activation,4,Aug_31_17,No,Good,
15,-2.140197754,Diii,activation,4,Aug_31_17,No,Good,
20,-2.030334473,Diii,activation,4,Aug_31_17,No,Good,
25,-1.936645508,Diii,activation,4,Aug_31_17,No,Good,
30,-1.887817383,Diii,activation,4,Aug_31_17,No,Good,
35,-1.75567627,Diii,activation,4,Aug_31_17,No,Good,
40,-1.657409668,Diii,activation,4,Aug_31_17,No,Good,
45,-1.567687988,Diii,activation,4,Aug_31_17,No,Good,
50,-1.513977051,Diii,activation,4,Aug_31_17,No,Good,
55,-1.387939453,Diii,activation,4,Aug_31_17,No,Good,
60,-1.3671875,Diii,activation,4,Aug_31_17,No,Good,
65,-1.292419434,Diii,activation,4,Aug_31_17,No,Good,
70,-1.213989258,Diii,activation,4,Aug_31_17,No,Good,
75,-1.171264648,Diii,activation,4,Aug_31_17,No,Good,
80,-1.123962402,Diii,activation,4,Aug_31_17,No,Good,
85,-1.066589355,Diii,activation,4,Aug_31_17,No,Good,
90,-1.004638672,Diii,activation,4,Aug_31_17,No,Good,
-80,-0.014953613,Diii,activation,4,Aug_31_17,Yes,Good,
-75,-0.030822754,Diii,activation,4,Aug_31_17,Yes,Good,
-70,-0.033874512,Diii,activation,4,Aug_31_17,Yes,Good,
-65,-0.016784668,Diii,activation,4,Aug_31_17,Yes,Good,
-60,-0.019836426,Diii,activation,4,Aug_31_17,Yes,Good,
-55,-0.043334961,Diii,activation,4,Aug_31_17,Yes,Good,
-50,-0.019836426,Diii,activation,4,Aug_31_17,Yes,Good,
-45,-0.031433105,Diii,activation,4,Aug_31_17,Yes,Good,
-40,-0.068054199,Diii,activation,4,Aug_31_17,Yes,Good,
-35,-0.100097656,Diii,activation,4,Aug_31_17,Yes,Good,
-30,-0.123901367,Diii,activation,4,Aug_31_17,Yes,Good,
-25,-0.187072754,Diii,activation,4,Aug_31_17,Yes,Good,
-20,-0.253601074,Diii,activation,4,Aug_31_17,Yes,Good,
-15,-0.393981934,Diii,activation,4,Aug_31_17,Yes,Good,
-10,-0.825195313,Diii,activation,4,Aug_31_17,Yes,Good,
-5,-1.575622559,Diii,activation,4,Aug_31_17,Yes,Good,
0,-1.977539063,Diii,activation,4,Aug_31_17,Yes,Good,
5,-2.116699219,Diii,activation,4,Aug_31_17,Yes,Good,
10,-2.112426758,Diii,activation,4,Aug_31_17,Yes,Good,
15,-2.039794922,Diii,activation,4,Aug_31_17,Yes,Good,
20,-1.963806152,Diii,activation,4,Aug_31_17,Yes,Good,
25,-1.840820313,Diii,activation,4,Aug_31_17,Yes,Good,
30,-1.74041748,Diii,activation,4,Aug_31_17,Yes,Good,
35,-1.632995605,Diii,activation,4,Aug_31_17,Yes,Good,
40,-1.519775391,Diii,activation,4,Aug_31_17,Yes,Good,
45,-1.436767578,Diii,activation,4,Aug_31_17,Yes,Good,
50,-1.341247559,Diii,activation,4,Aug_31_17,Yes,Good,
55,-1.274108887,Diii,activation,4,Aug_31_17,Yes,Good,
60,-1.20513916,Diii,activation,4,Aug_31_17,Yes,Good,
65,-1.081848145,Diii,activation,4,Aug_31_17,Yes,Good,
70,-0.986328125,Diii,activation,4,Aug_31_17,Yes,Good,
75,-0.858764648,Diii,activation,4,Aug_31_17,Yes,Good,
80,-0.798339844,Diii,activation,4,Aug_31_17,Yes,Good,
85,-0.699462891,Diii,activation,4,Aug_31_17,Yes,Good,
90,-0.630493164,Diii,activation,4,Aug_31_17,Yes,Good,
-80,-0.032653809,Diii,activation,4,Aug_31_17,Late,Good,
-75,-0.015563965,Diii,activation,4,Aug_31_17,Late,Good,
-70,-0.035095215,Diii,activation,4,Aug_31_17,Late,Good,
-65,-0.034484863,Diii,activation,4,Aug_31_17,Late,Good,
-60,-0.021972656,Diii,activation,4,Aug_31_17,Late,Good,
-55,-0.028686523,Diii,activation,4,Aug_31_17,Late,Good,
-50,-0.041503906,Diii,activation,4,Aug_31_17,Late,Good,
-45,-0.034179688,Diii,activation,4,Aug_31_17,Late,Good,
-40,-0.088195801,Diii,activation,4,Aug_31_17,Late,Good,
-35,-0.141296387,Diii,activation,4,Aug_31_17,Late,Good,
-30,-0.156555176,Diii,activation,4,Aug_31_17,Late,Good,
-25,-0.202331543,Diii,activation,4,Aug_31_17,Late,Good,
-20,-0.288696289,Diii,activation,4,Aug_31_17,Late,Good,
-15,-0.384216309,Diii,activation,4,Aug_31_17,Late,Good,
-10,-0.645141602,Diii,activation,4,Aug_31_17,Late,Good,
-5,-1.149597168,Diii,activation,4,Aug_31_17,Late,Good,
0,-1.531066895,Diii,activation,4,Aug_31_17,Late,Good,
5,-1.67755127,Diii,activation,4,Aug_31_17,Late,Good,
10,-1.696777344,Diii,activation,4,Aug_31_17,Late,Good,
15,-1.669311523,Diii,activation,4,Aug_31_17,Late,Good,
20,-1.600952148,Diii,activation,4,Aug_31_17,Late,Good,
25,-1.500549316,Diii,activation,4,Aug_31_17,Late,Good,
30,-1.408081055,Diii,activation,4,Aug_31_17,Late,Good,
35,-1.325378418,Diii,activation,4,Aug_31_17,Late,Good,
40,-1.221313477,Diii,activation,4,Aug_31_17,Late,Good,
45,-1.141357422,Diii,activation,4,Aug_31_17,Late,Good,
50,-1.044006348,Diii,activation,4,Aug_31_17,Late,Good,
55,-0.985107422,Diii,activation,4,Aug_31_17,Late,Good,
60,-0.898132324,Diii,activation,4,Aug_31_17,Late,Good,
65,-0.856323242,Diii,activation,4,Aug_31_17,Late,Good,
70,-0.780639648,Diii,activation,4,Aug_31_17,Late,Good,
75,-0.704650879,Diii,activation,4,Aug_31_17,Late,Good,
80,-0.618286133,Diii,activation,4,Aug_31_17,Late,Good,
85,-0.547180176,Diii,activation,4,Aug_31_17,Late,Good,
90,-0.494689941,Diii,activation,4,Aug_31_17,Late,Good,
-80,-0.023498535,Diii,activation,5,Aug_31_17,No,Good,
-75,-0.034179688,Diii,activation,5,Aug_31_17,No,Good,
-70,-0.053100586,Diii,activation,5,Aug_31_17,No,Good,
-65,-0.05859375,Diii,activation,5,Aug_31_17,No,Good,
-60,-0.046386719,Diii,activation,5,Aug_31_17,No,Good,
-55,-0.03692627,Diii,activation,5,Aug_31_17,No,Good,
-50,-0.021057129,Diii,activation,5,Aug_31_17,No,Good,
-45,-0.01739502,Diii,activation,5,Aug_31_17,No,Good,
-40,-0.008544922,Diii,activation,5,Aug_31_17,No,Good,
-35,0.003967285,Diii,activation,5,Aug_31_17,No,Good,
-30,0.01159668,Diii,activation,5,Aug_31_17,No,Good,
-25,0.001831055,Diii,activation,5,Aug_31_17,No,Good,
-20,-0.015563965,Diii,activation,5,Aug_31_17,No,Good,
-15,-0.094909668,Diii,activation,5,Aug_31_17,No,Good,
-10,-0.408630371,Diii,activation,5,Aug_31_17,No,Good,
-5,-1.490783691,Diii,activation,5,Aug_31_17,No,Good,
0,-2.708435059,Diii,activation,5,Aug_31_17,No,Good,
5,-3.132324219,Diii,activation,5,Aug_31_17,No,Good,
10,-3.210754395,Diii,activation,5,Aug_31_17,No,Good,
15,-3.128662109,Diii,activation,5,Aug_31_17,No,Good,
20,-2.958068848,Diii,activation,5,Aug_31_17,No,Good,
25,-2.803039551,Diii,activation,5,Aug_31_17,No,Good,
30,-2.608337402,Diii,activation,5,Aug_31_17,No,Good,
35,-2.432250977,Diii,activation,5,Aug_31_17,No,Good,
40,-2.205505371,Diii,activation,5,Aug_31_17,No,Good,
45,-1.993408203,Diii,activation,5,Aug_31_17,No,Good,
50,-1.842041016,Diii,activation,5,Aug_31_17,No,Good,
55,-1.612854004,Diii,activation,5,Aug_31_17,No,Good,
60,-1.409301758,Diii,activation,5,Aug_31_17,No,Good,
65,-1.220397949,Diii,activation,5,Aug_31_17,No,Good,
