Voltage,Current,Species,Recording,replicate,Date,Venom,Quality,Set
10,-2.509155273,Diii,activation,1,Aug_24_17,Yes,Good,29
15,-2.370910645,Diii,activation,1,Aug_24_17,Yes,Good,29
20,-2.226257324,Diii,activation,1,Aug_24_17,Yes,Good,29
25,-2.102050781,Diii,activation,1,Aug_24_17,Yes,Good,29
30,-1.947021484,Diii,activation,1,Aug_24_17,Yes,Good,29
35,-1.838989258,Diii,activation,1,Aug_24_17,Yes,Good,29
40,-1.707458496,Diii,activation,1,Aug_24_17,Yes,Good,29
45,-1.610412598,Diii,activation,1,Aug_24_17,Yes,Good,29
50,-1.524353027,Diii,activation,1,Aug_24_17,Yes,Good,29
55,-1.424255371,Diii,activation,1,Aug_24_17,Yes,Good,29
60,-1.373596191,Diii,activation,1,Aug_24_17,Yes,Good,29
65,-1.247253418,Diii,activation,1,Aug_24_17,Yes,Good,29
70,-1.170959473,Diii,activation,1,Aug_24_17,Yes,Good,29
75,-1.092529297,Diii,activation,1,Aug_24_17,Yes,Good,29
80,-1.04095459,Diii,activation,1,Aug_24_17,Yes,Good,29
85,-0.945739746,Diii,activation,1,Aug_24_17,Yes,Good,29
90,-0.858459473,Diii,activation,1,Aug_24_17,Yes,Good,29
-80,-0.009460449,Diii,activation,1,Aug_24_17,Late,Good,29
-75,-0.037536621,Diii,activation,1,Aug_24_17,Late,Good,29
-70,-0.034484863,Diii,activation,1,Aug_24_17,Late,Good,29
-65,-0.046081543,Diii,activation,1,Aug_24_17,Late,Good,29
-60,-0.043029785,Diii,activation,1,Aug_24_17,Late,Good,29
-55,-0.067749023,Diii,activation,1,Aug_24_17,Late,Good,29
-50,-0.113220215,Diii,activation,1,Aug_24_17,Late,Good,29
-45,-0.202331543,Diii,activation,1,Aug_24_17,Late,Good,29
-40,-0.278320313,Diii,activation,1,Aug_24_17,Late,Good,29
-35,-0.354003906,Diii,activation,1,Aug_24_17,Late,Good,29
-30,-0.458984375,Diii,activation,1,Aug_24_17,Late,Good,29
-25,-0.609130859,Diii,activation,1,Aug_24_17,Late,Good,29
-20,-1.186218262,Diii,activation,1,Aug_24_17,Late,Good,29
-15,-2.037353516,Diii,activation,1,Aug_24_17,Late,Good,29
-10,-2.286071777,Diii,activation,1,Aug_24_17,Late,Good,29
-5,-2.315368652,Diii,activation,1,Aug_24_17,Late,Good,29
0,-2.263183594,Diii,activation,1,Aug_24_17,Late,Good,29
5,-2.141113281,Diii,activation,1,Aug_24_17,Late,Good,29
10,-2.060241699,Diii,activation,1,Aug_24_17,Late,Good,29
15,-1.954956055,Diii,activation,1,Aug_24_17,Late,Good,29
20,-1.801757813,Diii,activation,1,Aug_24_17,Late,Good,29
25,-1.722412109,Diii,activation,1,Aug_24_17,Late,Good,29
30,-1.588745117,Diii,activation,1,Aug_24_17,Late,Good,29
35,-1.512451172,Diii,activation,1,Aug_24_17,Late,Good,29
40,-1.459350586,Diii,activation,1,Aug_24_17,Late,Good,29
45,-1.343383789,Diii,activation,1,Aug_24_17,Late,Good,29
50,-1.268615723,Diii,activation,1,Aug_24_17,Late,Good,29
55,-1.162109375,Diii,activation,1,Aug_24_17,Late,Good,29
60,-1.065673828,Diii,activation,1,Aug_24_17,Late,Good,29
65,-0.930175781,Diii,activation,1,Aug_24_17,Late,Good,29
70,-0.873413086,Diii,activation,1,Aug_24_17,Late,Good,29
75,-0.807495117,Diii,activation,1,Aug_24_17,Late,Good,29
80,-0.709228516,Diii,activation,1,Aug_24_17,Late,Good,29
85,-0.620117188,Diii,activation,1,Aug_24_17,Late,Good,29
90,-0.54473877,Diii,activation,1,Aug_24_17,Late,Good,29
-80,-0.018920898,Gmouse,activation,1,Aug_24_17,No,Good,29
-75,-0.024719238,Gmouse,activation,1,Aug_24_17,No,Good,29
-70,-0.01739502,Gmouse,activation,1,Aug_24_17,No,Good,29
-65,-0.009460449,Gmouse,activation,1,Aug_24_17,No,Good,29
-60,-0.015563965,Gmouse,activation,1,Aug_24_17,No,Good,29
-55,-0.036010742,Gmouse,activation,1,Aug_24_17,No,Good,29
-50,-0.028991699,Gmouse,activation,1,Aug_24_17,No,Good,29
-45,-0.003051758,Gmouse,activation,1,Aug_24_17,No,Good,29
-40,-0.02746582,Gmouse,activation,1,Aug_24_17,No,Good,29
-35,-0.020751953,Gmouse,activation,1,Aug_24_17,No,Good,29
-30,-0.025024414,Gmouse,activation,1,Aug_24_17,No,Good,29
-25,-0.032653809,Gmouse,activation,1,Aug_24_17,No,Good,29
-20,-0.077209473,Gmouse,activation,1,Aug_24_17,No,Good,29
-15,-0.284118652,Gmouse,activation,1,Aug_24_17,No,Good,29
-10,-0.883483887,Gmouse,activation,1,Aug_24_17,No,Good,29
-5,-1.6015625,Gmouse,activation,1,Aug_24_17,No,Good,29
0,-1.92199707,Gmouse,activation,1,Aug_24_17,No,Good,29
5,-1.982116699,Gmouse,activation,1,Aug_24_17,No,Good,29
10,-2.002563477,Gmouse,activation,1,Aug_24_17,No,Good,29
15,-1.954650879,Gmouse,activation,1,Aug_24_17,No,Good,29
20,-1.892089844,Gmouse,activation,1,Aug_24_17,No,Good,29
25,-1.830444336,Gmouse,activation,1,Aug_24_17,No,Good,29
30,-1.747436523,Gmouse,activation,1,Aug_24_17,No,Good,29
35,-1.669311523,Gmouse,activation,1,Aug_24_17,No,Good,29
40,-1.595153809,Gmouse,activation,1,Aug_24_17,No,Good,29
45,-1.522827148,Gmouse,activation,1,Aug_24_17,No,Good,29
50,-1.472167969,Gmouse,activation,1,Aug_24_17,No,Good,29
55,-1.411743164,Gmouse,activation,1,Aug_24_17,No,Good,29
60,-1.324768066,Gmouse,activation,1,Aug_24_17,No,Good,29
65,-1.20880127,Gmouse,activation,1,Aug_24_17,No,Good,29
70,-1.109313965,Gmouse,activation,1,Aug_24_17,No,Good,29
75,-1.006774902,Gmouse,activation,1,Aug_24_17,No,Good,29
80,-0.901794434,Gmouse,activation,1,Aug_24_17,No,Good,29
85,-0.819396973,Gmouse,activation,1,Aug_24_17,No,Good,29
90,-0.738525391,Gmouse,activation,1,Aug_24_17,No,Good,29
-80,-0.013122559,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-75,-0.024719238,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-70,-0.020141602,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-65,-0.018920898,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-60,-0.05859375,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-55,-0.028381348,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-50,-0.0390625,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-45,-0.061645508,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-40,-0.069274902,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-35,-0.111999512,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-30,-0.143432617,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-25,-0.178222656,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-20,-0.23223877,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-15,-0.397949219,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-10,-0.82611084,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-5,-1.180419922,Gmouse,activation,1,Aug_24_17,Yes,Good,29
0,-1.313476563,Gmouse,activation,1,Aug_24_17,Yes,Good,29
5,-1.340026855,Gmouse,activation,1,Aug_24_17,Yes,Good,29
10,-1.322021484,Gmouse,activation,1,Aug_24_17,Yes,Good,29
15,-1.253051758,Gmouse,activation,1,Aug_24_17,Yes,Good,29
20,-1.243591309,Gmouse,activation,1,Aug_24_17,Yes,Good,29
25,-1.161804199,Gmouse,activation,1,Aug_24_17,Yes,Good,29
30,-1.096496582,Gmouse,activation,1,Aug_24_17,Yes,Good,29
35,-1.057739258,Gmouse,activation,1,Aug_24_17,Yes,Good,29
40,-1.000061035,Gmouse,activation,1,Aug_24_17,Yes,Good,29
45,-0.91796875,Gmouse,activation,1,Aug_24_17,Yes,Good,29
50,-0.87677002,Gmouse,activation,1,Aug_24_17,Yes,Good,29
55,-0.830993652,Gmouse,activation,1,Aug_24_17,Yes,Good,29
60,-0.809936523,Gmouse,activation,1,Aug_24_17,Yes,Good,29
65,-0.759277344,Gmouse,activation,1,Aug_24_17,Yes,Good,29
70,-0.707702637,Gmouse,activation,1,Aug_24_17,Yes,Good,29
75,-0.664978027,Gmouse,activation,1,Aug_24_17,Yes,Good,29
80,-0.628662109,Gmouse,activation,1,Aug_24_17,Yes,Good,29
85,-0.580749512,Gmouse,activation,1,Aug_24_17,Yes,Good,29
90,-0.492858887,Gmouse,activation,1,Aug_24_17,Yes,Good,29
-80,-0.030212402,Gmouse,activation,1,Aug_24_17,Late,Good,29
-75,-0.025939941,Gmouse,activation,1,Aug_24_17,Late,Good,29
-70,-0.015258789,Gmouse,activation,1,Aug_24_17,Late,Good,29
-65,-0.019836426,Gmouse,activation,1,Aug_24_17,Late,Good,29
-60,-0.016174316,Gmouse,activation,1,Aug_24_17,Late,Good,29
-55,-0.019226074,Gmouse,activation,1,Aug_24_17,Late,Good,29
-50,-0.039978027,Gmouse,activation,1,Aug_24_17,Late,Good,29
-45,-0.071105957,Gmouse,activation,1,Aug_24_17,Late,Good,29
-40,-0.098266602,Gmouse,activation,1,Aug_24_17,Late,Good,29
-35,-0.122680664,Gmouse,activation,1,Aug_24_17,Late,Good,29
-30,-0.158081055,Gmouse,activation,1,Aug_24_17,Late,Good,29
-25,-0.220947266,Gmouse,activation,1,Aug_24_17,Late,Good,29
-20,-0.245361328,Gmouse,activation,1,Aug_24_17,Late,Good,29
-15,-0.469055176,Gmouse,activation,1,Aug_24_17,Late,Good,29
-10,-0.875244141,Gmouse,activation,1,Aug_24_17,Late,Good,29
-5,-1.129760742,Gmouse,activation,1,Aug_24_17,Late,Good,29
0,-1.230163574,Gmouse,activation,1,Aug_24_17,Late,Good,29
5,-1.243591309,Gmouse,activation,1,Aug_24_17,Late,Good,29
10,-1.235046387,Gmouse,activation,1,Aug_24_17,Late,Good,29
15,-1.188354492,Gmouse,activation,1,Aug_24_17,Late,Good,29
20,-1.143188477,Gmouse,activation,1,Aug_24_17,Late,Good,29
25,-1.056213379,Gmouse,activation,1,Aug_24_17,Late,Good,29
30,-1.005859375,Gmouse,activation,1,Aug_24_17,Late,Good,29
35,-0.964660645,Gmouse,activation,1,Aug_24_17,Late,Good,29
40,-0.933837891,Gmouse,activation,1,Aug_24_17,Late,Good,29
45,-0.908813477,Gmouse,activation,1,Aug_24_17,Late,Good,29
50,-0.830993652,Gmouse,activation,1,Aug_24_17,Late,Good,29
55,-0.806884766,Gmouse,activation,1,Aug_24_17,Late,Good,29
60,-0.758666992,Gmouse,activation,1,Aug_24_17,Late,Good,29
65,-0.689697266,Gmouse,activation,1,Aug_24_17,Late,Good,29
70,-0.636901855,Gmouse,activation,1,Aug_24_17,Late,Good,29
75,-0.575561523,Gmouse,activation,1,Aug_24_17,Late,Good,29
80,-0.534057617,Gmouse,activation,1,Aug_24_17,Late,Good,29
85,-0.465393066,Gmouse,activation,1,Aug_24_17,Late,Good,29
90,-0.436401367,Gmouse,activation,1,Aug_24_17,Late,Good,29
-80,-0.058288574,Gmouse,activation,2,Aug_24_17,No,Good,29
-75,-0.028381348,Gmouse,activation,2,Aug_24_17,No,Good,29
-70,-0.024719238,Gmouse,activation,2,Aug_24_17,No,Good,29
-65,-0.038452148,Gmouse,activation,2,Aug_24_17,No,Good,29
-60,-0.01159668,Gmouse,activation,2,Aug_24_17,No,Good,29
-55,-0.015869141,Gmouse,activation,2,Aug_24_17,No,Good,29
-50,-0.01739502,Gmouse,activation,2,Aug_24_17,No,Good,29
-45,-0.006408691,Gmouse,activation,2,Aug_24_17,No,Good,29
-40,-0.021972656,Gmouse,activation,2,Aug_24_17,No,Good,29
-35,-0.035400391,Gmouse,activation,2,Aug_24_17,No,Good,29
-30,0.003662109,Gmouse,activation,2,Aug_24_17,No,Good,29
-25,-0.031738281,Gmouse,activation,2,Aug_24_17,No,Good,29
-20,-0.096740723,Gmouse,activation,2,Aug_24_17,No,Good,29
-15,-0.391235352,Gmouse,activation,2,Aug_24_17,No,Good,29
-10,-1.165161133,Gmouse,activation,2,Aug_24_17,No,Good,29
-5,-1.757202148,Gmouse,activation,2,Aug_24_17,No,Good,29
0,-1.936035156,Gmouse,activation,2,Aug_24_17,No,Good,29
5,-1.932067871,Gmouse,activation,2,Aug_24_17,No,Good,29
10,-1.824645996,Gmouse,activation,2,Aug_24_17,No,Good,29
15,-1.697692871,Gmouse,activation,2,Aug_24_17,No,Good,29
20,-1.565246582,Gmouse,activation,2,Aug_24_17,No,Good,29
25,-1.436157227,Gmouse,activation,2,Aug_24_17,No,Good,29
30,-1.303710938,Gmouse,activation,2,Aug_24_17,No,Good,29
35,-1.206970215,Gmouse,activation,2,Aug_24_17,No,Good,29
40,-1.108703613,Gmouse,activation,2,Aug_24_17,No,Good,29
45,-1.029663086,Gmouse,activation,2,Aug_24_17,No,Good,29
50,-0.950927734,Gmouse,activation,2,Aug_24_17,No,Good,29
55,-0.876159668,Gmouse,activation,2,Aug_24_17,No,Good,29
60,-0.850219727,Gmouse,activation,2,Aug_24_17,No,Good,29
65,-0.780639648,Gmouse,activation,2,Aug_24_17,No,Good,29
70,-0.752868652,Gmouse,activation,2,Aug_24_17,No,Good,29
75,-0.70526123,Gmouse,activation,2,Aug_24_17,No,Good,29
80,-0.622253418,Gmouse,activation,2,Aug_24_17,No,Good,29
85,-0.607910156,Gmouse,activation,2,Aug_24_17,No,Good,29
90,-0.575561523,Gmouse,activation,2,Aug_24_17,No,Good,29
-80,-0.043945313,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-75,-0.044250488,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-70,-0.027160645,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-65,-0.018005371,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-60,-0.029296875,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-55,-0.042419434,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-50,-0.037841797,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-45,-0.033569336,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-40,-0.06439209,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-35,-0.12298584,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-30,-0.156860352,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-25,-0.200500488,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-20,-0.301513672,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-15,-0.659790039,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-10,-1.459960938,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-5,-1.944274902,Gmouse,activation,2,Aug_24_17,Yes,Good,29
0,-2.043457031,Gmouse,activation,2,Aug_24_17,Yes,Good,29
5,-2.020568848,Gmouse,activation,2,Aug_24_17,Yes,Good,29
10,-1.889953613,Gmouse,activation,2,Aug_24_17,Yes,Good,29
15,-1.781616211,Gmouse,activation,2,Aug_24_17,Yes,Good,29
20,-1.610717773,Gmouse,activation,2,Aug_24_17,Yes,Good,29
25,-1.485595703,Gmouse,activation,2,Aug_24_17,Yes,Good,29
30,-1.352844238,Gmouse,activation,2,Aug_24_17,Yes,Good,29
35,-1.208496094,Gmouse,activation,2,Aug_24_17,Yes,Good,29
40,-1.107177734,Gmouse,activation,2,Aug_24_17,Yes,Good,29
45,-1.014099121,Gmouse,activation,2,Aug_24_17,Yes,Good,29
50,-0.944519043,Gmouse,activation,2,Aug_24_17,Yes,Good,29
55,-0.877380371,Gmouse,activation,2,Aug_24_17,Yes,Good,29
60,-0.818786621,Gmouse,activation,2,Aug_24_17,Yes,Good,29
65,-0.77331543,Gmouse,activation,2,Aug_24_17,Yes,Good,29
70,-0.723571777,Gmouse,activation,2,Aug_24_17,Yes,Good,29
75,-0.68359375,Gmouse,activation,2,Aug_24_17,Yes,Good,29
80,-0.614624023,Gmouse,activation,2,Aug_24_17,Yes,Good,29
85,-0.597839355,Gmouse,activation,2,Aug_24_17,Yes,Good,29
90,-0.554199219,Gmouse,activation,2,Aug_24_17,Yes,Good,29
-80,-0.005493164,Gmouse,activation,2,Aug_24_17,Late,Good,29
-75,-0.025634766,Gmouse,activation,2,Aug_24_17,Late,Good,29
-70,-0.037536621,Gmouse,activation,2,Aug_24_17,Late,Good,29
-65,-0.028991699,Gmouse,activation,2,Aug_24_17,Late,Good,29
-60,-0.048217773,Gmouse,activation,2,Aug_24_17,Late,Good,29
-55,-0.038757324,Gmouse,activation,2,Aug_24_17,Late,Good,29
-50,-0.050048828,Gmouse,activation,2,Aug_24_17,Late,Good,29
-45,-0.062255859,Gmouse,activation,2,Aug_24_17,Late,Good,29
-40,-0.090942383,Gmouse,activation,2,Aug_24_17,Late,Good,29
-35,-0.139465332,Gmouse,activation,2,Aug_24_17,Late,Good,29
-30,-0.200805664,Gmouse,activation,2,Aug_24_17,Late,Good,29
-25,-0.281677246,Gmouse,activation,2,Aug_24_17,Late,Good,29
-20,-0.383605957,Gmouse,activation,2,Aug_24_17,Late,Good,29
-15,-0.764770508,Gmouse,activation,2,Aug_24_17,Late,Good,29
-10,-1.484375,Gmouse,activation,2,Aug_24_17,Late,Good,29
-5,-1.872558594,Gmouse,activation,2,Aug_24_17,Late,Good,29
0,-1.950073242,Gmouse,activation,2,Aug_24_17,Late,Good,29
5,-1.907958984,Gmouse,activation,2,Aug_24_17,Late,Good,29
10,-1.795043945,Gmouse,activation,2,Aug_24_17,Late,Good,29
15,-1.686401367,Gmouse,activation,2,Aug_24_17,Late,Good,29
20,-1.538696289,Gmouse,activation,2,Aug_24_17,Late,Good,29
25,-1.405639648,Gmouse,activation,2,Aug_24_17,Late,Good,29
30,-1.268615723,Gmouse,activation,2,Aug_24_17,Late,Good,29
35,-1.181335449,Gmouse,activation,2,Aug_24_17,Late,Good,29
40,-1.072692871,Gmouse,activation,2,Aug_24_17,Late,Good,29
45,-0.944519043,Gmouse,activation,2,Aug_24_17,Late,Good,29
50,-0.905761719,Gmouse,activation,2,Aug_24_17,Late,Good,29
55,-0.839233398,Gmouse,activation,2,Aug_24_17,Late,Good,29
60,-0.786743164,Gmouse,activation,2,Aug_24_17,Late,Good,29
65,-0.73638916,Gmouse,activation,2,Aug_24_17,Late,Good,29
70,-0.664672852,Gmouse,activation,2,Aug_24_17,Late,Good,29
75,-0.622253418,Gmouse,activation,2,Aug_24_17,Late,Good,29
80,-0.578308105,Gmouse,activation,2,Aug_24_17,Late,Good,29
85,-0.530090332,Gmouse,activation,2,Aug_24_17,Late,Good,29
90,-0.492248535,Gmouse,activation,2,Aug_24_17,Late,Good,29
-80,-0.029907227,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-75,-0.025024414,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-70,-0.026855469,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-65,-0.02166748,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-60,-0.01373291,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-55,-0.022583008,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-50,-0.013122559,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-45,-0.043029785,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-40,-0.023498535,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-35,-0.049438477,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-30,-0.085144043,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-25,-0.229797363,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-20,-1.282348633,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-15,-4.326477051,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-10,-4.641113281,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-5,-4.588928223,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
0,-4.408874512,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
5,-4.24621582,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
10,-4.040222168,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
15,-3.843688965,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
20,-3.660583496,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
25,-3.479309082,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
30,-3.294677734,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
35,-3.143310547,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
40,-2.942810059,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
45,-2.842712402,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
50,-2.680358887,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
55,-2.496948242,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
60,-2.276306152,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
65,-2.018432617,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
70,-1.856689453,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
75,-1.634216309,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
80,-1.448364258,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
85,-1.283874512,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
90,-1.122436523,DiDiiiNC,activation,1,Aug_24_17,No,Good,29
-80,-0.032958984,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-75,-0.034790039,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-70,-0.036010742,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-65,-0.048522949,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-60,-0.068359375,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-55,-0.085449219,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-50,-0.150146484,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-45,-0.265197754,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-40,-0.449829102,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-35,-0.692138672,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-30,-0.93170166,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-25,-1.298828125,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-20,-4.81842041,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-15,-5.312805176,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-10,-5.211486816,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-5,-4.99786377,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
0,-4.764709473,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
5,-4.493408203,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
10,-4.2578125,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
15,-4.011230469,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
20,-3.776550293,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
25,-3.529663086,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
30,-3.32611084,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
35,-3.153381348,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
40,-2.981567383,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
45,-2.805175781,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
50,-2.648620605,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
55,-2.431640625,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
60,-2.283935547,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
65,-2.077026367,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
70,-1.85546875,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
75,-1.671447754,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
80,-1.497802734,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
85,-1.334533691,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
90,-1.16394043,DiDiiiNC,activation,1,Aug_24_17,Yes,Good,29
-80,-0.007629395,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-75,-0.04486084,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-70,-0.030212402,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-65,-0.040588379,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-60,-0.050048828,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-55,-0.087585449,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-50,-0.135192871,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-45,-0.23651123,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-40,-0.413208008,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-35,-0.645141602,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-30,-0.879516602,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-25,-1.191101074,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-20,-4.252319336,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-15,-5.326538086,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-10,-5.32623291,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-5,-5.094909668,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
0,-4.850769043,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
5,-4.599609375,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
10,-4.340209961,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
15,-4.098510742,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
20,-3.863525391,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
25,-3.644714355,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
30,-3.421325684,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
35,-3.202514648,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
40,-3.038635254,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
45,-2.865905762,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
50,-2.679138184,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
55,-2.453918457,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
60,-2.238769531,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
65,-2.011108398,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
70,-1.783447266,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
75,-1.606140137,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
80,-1.413879395,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
85,-1.256713867,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
90,-1.078491211,DiDiiiNC,activation,1,Aug_24_17,Late,Good,29
-80,-0.033569336,Diii,activation,2,Aug_24_17,No,Good,29
-75,-0.011291504,Diii,activation,2,Aug_24_17,No,Good,29
-70,-0.01159668,Diii,activation,2,Aug_24_17,No,Good,29
-65,-0.021972656,Diii,activation,2,Aug_24_17,No,Good,29
-60,-0.035400391,Diii,activation,2,Aug_24_17,No,Good,29
-55,-0.038146973,Diii,activation,2,Aug_24_17,No,Good,29
-50,-0.019836426,Diii,activation,2,Aug_24_17,No,Good,29
-45,-0.023498535,Diii,activation,2,Aug_24_17,No,Good,29
-40,-0.012512207,Diii,activation,2,Aug_24_17,No,Good,29
-35,-0.014038086,Diii,activation,2,Aug_24_17,No,Good,29
