Voltage,Current,Species,Recording,replicate,Date,Venom,Quality,Set,,
30,-1.383666992,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
35,-1.349182129,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
40,-1.288146973,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
45,-1.196594238,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
50,-1.176757813,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
55,-1.100158691,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
60,-1.061401367,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
65,-0.989379883,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
70,-0.940856934,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
75,-0.877075195,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
80,-0.80078125,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
85,-0.762023926,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
90,-0.676574707,Gmouse,activation,3,Sept_27_17,Yes,Good,33,,
-80,-0.035095215,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-75,-0.016174316,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-70,-0.032043457,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-65,-0.028686523,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-60,-0.019226074,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-55,-0.034179688,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-50,-0.031738281,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-45,-0.039978027,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-40,-0.062561035,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-35,-0.07019043,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-30,-0.112915039,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-25,-0.147705078,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-20,-0.273742676,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-15,-1.11328125,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-10,-1.45690918,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-5,-1.590270996,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
0,-1.612854004,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
5,-1.587524414,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
10,-1.531677246,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
15,-1.47644043,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
20,-1.424255371,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
25,-1.326904297,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
30,-1.307067871,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
35,-1.233825684,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
40,-1.158447266,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
45,-1.112976074,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
50,-1.050415039,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
55,-1.014099121,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
60,-0.949707031,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
65,-0.887145996,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
70,-0.786132813,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
75,-0.754394531,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
80,-0.690917969,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
85,-0.61126709,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
90,-0.577697754,Gmouse,activation,3,Sept_27_17,Late,Good,33,,
-80,-0.043640137,NoC,activation,3,Sept_27_17,No,Good,33,,
-75,-0.032958984,NoC,activation,3,Sept_27_17,No,Good,33,,
-70,-0.030822754,NoC,activation,3,Sept_27_17,No,Good,33,,
-65,-0.030517578,NoC,activation,3,Sept_27_17,No,Good,33,,
-60,-0.020141602,NoC,activation,3,Sept_27_17,No,Good,33,,
-55,-0.017089844,NoC,activation,3,Sept_27_17,No,Good,33,,
-50,-0.019226074,NoC,activation,3,Sept_27_17,No,Good,33,,
-45,-0.000915527,NoC,activation,3,Sept_27_17,No,Good,33,,
-40,-0.002746582,NoC,activation,3,Sept_27_17,No,Good,33,,
-35,-0.018615723,NoC,activation,3,Sept_27_17,No,Good,33,,
-30,-0.009460449,NoC,activation,3,Sept_27_17,No,Good,33,,
-25,-0.028076172,NoC,activation,3,Sept_27_17,No,Good,33,,
-20,-0.073242188,NoC,activation,3,Sept_27_17,No,Good,33,,
-15,-0.403747559,NoC,activation,3,Sept_27_17,No,Good,33,,
-10,-1.732788086,NoC,activation,3,Sept_27_17,No,Good,33,,
-5,-1.915893555,NoC,activation,3,Sept_27_17,No,Good,33,,
0,-1.953125,NoC,activation,3,Sept_27_17,No,Good,33,,
5,-1.942749023,NoC,activation,3,Sept_27_17,No,Good,33,,
10,-1.919555664,NoC,activation,3,Sept_27_17,No,Good,33,,
15,-1.857299805,NoC,activation,3,Sept_27_17,No,Good,33,,
20,-1.789855957,NoC,activation,3,Sept_27_17,No,Good,33,,
25,-1.722106934,NoC,activation,3,Sept_27_17,No,Good,33,,
30,-1.640014648,NoC,activation,3,Sept_27_17,No,Good,33,,
35,-1.596679688,NoC,activation,3,Sept_27_17,No,Good,33,,
40,-1.53717041,NoC,activation,3,Sept_27_17,No,Good,33,,
45,-1.481628418,NoC,activation,3,Sept_27_17,No,Good,33,,
50,-1.410827637,NoC,activation,3,Sept_27_17,No,Good,33,,
55,-1.33972168,NoC,activation,3,Sept_27_17,No,Good,33,,
60,-1.297912598,NoC,activation,3,Sept_27_17,No,Good,33,,
65,-1.254882813,NoC,activation,3,Sept_27_17,No,Good,33,,
70,-1.188354492,NoC,activation,3,Sept_27_17,No,Good,33,,
75,-1.15234375,NoC,activation,3,Sept_27_17,No,Good,33,,
80,-1.075439453,NoC,activation,3,Sept_27_17,No,Good,33,,
85,-0.993041992,NoC,activation,3,Sept_27_17,No,Good,33,,
90,-0.945129395,NoC,activation,3,Sept_27_17,No,Good,33,,
-80,-0.043334961,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-75,-0.02746582,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-70,-0.008544922,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-65,-0.016784668,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-60,-0.023193359,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-55,-0.014648438,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-50,-0.027770996,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-45,-0.021057129,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-40,-0.04699707,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-35,-0.057983398,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-30,-0.056762695,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-25,-0.07019043,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-20,-0.12878418,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-15,-0.562438965,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-10,-1.345214844,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-5,-1.48223877,NoC,activation,3,Sept_27_17,Yes,Good,33,,
0,-1.547241211,NoC,activation,3,Sept_27_17,Yes,Good,33,,
5,-1.541137695,NoC,activation,3,Sept_27_17,Yes,Good,33,,
10,-1.472167969,NoC,activation,3,Sept_27_17,Yes,Good,33,,
15,-1.438293457,NoC,activation,3,Sept_27_17,Yes,Good,33,,
20,-1.377258301,NoC,activation,3,Sept_27_17,Yes,Good,33,,
25,-1.342163086,NoC,activation,3,Sept_27_17,Yes,Good,33,,
30,-1.22467041,NoC,activation,3,Sept_27_17,Yes,Good,33,,
35,-1.178894043,NoC,activation,3,Sept_27_17,Yes,Good,33,,
40,-1.138916016,NoC,activation,3,Sept_27_17,Yes,Good,33,,
45,-1.074523926,NoC,activation,3,Sept_27_17,Yes,Good,33,,
50,-1.034240723,NoC,activation,3,Sept_27_17,Yes,Good,33,,
55,-0.961303711,NoC,activation,3,Sept_27_17,Yes,Good,33,,
60,-0.921020508,NoC,activation,3,Sept_27_17,Yes,Good,33,,
65,-0.887145996,NoC,activation,3,Sept_27_17,Yes,Good,33,,
70,-0.850830078,NoC,activation,3,Sept_27_17,Yes,Good,33,,
75,-0.798950195,NoC,activation,3,Sept_27_17,Yes,Good,33,,
80,-0.724182129,NoC,activation,3,Sept_27_17,Yes,Good,33,,
85,-0.667724609,NoC,activation,3,Sept_27_17,Yes,Good,33,,
90,-0.604248047,NoC,activation,3,Sept_27_17,Yes,Good,33,,
-80,-0.045166016,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-75,-0.025634766,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-70,-0.006103516,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-65,-0.031738281,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-60,-0.037231445,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-55,-0.025634766,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-50,-0.027160645,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-45,-0.0390625,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-40,-0.029296875,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-35,-0.032043457,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-30,-0.040588379,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-25,-0.054016113,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-20,-0.094909668,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-15,-0.283508301,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-10,-1.138916016,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-5,-2.338256836,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
0,-2.71697998,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
5,-2.807006836,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
10,-2.776489258,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
15,-2.762451172,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
20,-2.713928223,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
25,-2.629089355,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
30,-2.517700195,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
35,-2.46673584,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
40,-2.40447998,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
45,-2.289428711,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
50,-2.193908691,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
55,-2.065124512,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
60,-1.942749023,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
65,-1.803283691,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
70,-1.659240723,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
75,-1.519470215,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
80,-1.439208984,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
85,-1.322937012,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
90,-1.223449707,DiDiiiNC,activation,3,Sept_27_17,No,Good,33,,
-80,-0.024414063,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-75,-0.027770996,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-70,-0.034484863,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-65,-0.038452148,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-60,-0.02166748,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-55,-0.014953613,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-50,-0.036010742,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-45,-0.068664551,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-40,-0.089111328,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-35,-0.118103027,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-30,-0.162353516,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-25,-0.218200684,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-20,-0.277099609,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-15,-0.409545898,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-10,-1.046142578,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-5,-1.85333252,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
0,-2.21282959,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
5,-2.291870117,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
10,-2.304382324,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
15,-2.225036621,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
20,-2.164306641,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
25,-2.079162598,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
30,-2.043762207,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
35,-1.97845459,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
40,-1.853942871,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
45,-1.782836914,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
50,-1.650085449,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
55,-1.540527344,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
60,-1.428222656,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
65,-1.270141602,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
70,-1.158447266,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
75,-1.092834473,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
80,-0.979919434,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
85,-0.841674805,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
90,-0.772705078,DiDiiiNC,activation,3,Sept_27_17,Yes,Good,33,,
-80,-0.030212402,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-75,-0.024719238,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-70,-0.043334961,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-65,-0.04119873,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-60,-0.019836426,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-55,-0.014648438,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-50,-0.044250488,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-45,-0.063476563,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-40,-0.101928711,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-35,-0.150146484,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-30,-0.188293457,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-25,-0.245361328,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-20,-0.288696289,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-15,-0.442199707,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-10,-0.952453613,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-5,-1.725769043,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
0,-2.137451172,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
5,-2.24822998,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
10,-2.284545898,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
15,-2.252197266,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
20,-2.218322754,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
25,-2.15637207,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
30,-2.082214355,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
35,-2.002258301,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
40,-1.859130859,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
45,-1.734008789,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
50,-1.524353027,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
55,-1.358642578,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
60,-1.20880127,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
65,-1.069030762,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
70,-0.953369141,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
75,-0.855712891,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
80,-0.744628906,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
85,-0.653381348,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
90,-0.549926758,DiDiiiNC,activation,3,Sept_27_17,Late,Good,33,,
-80,-0.079040527,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-75,-0.040588379,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-70,-0.063171387,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-65,-0.032348633,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-60,-0.031433105,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-55,-0.033569336,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-50,-0.039978027,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-45,-0.028381348,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-40,-0.035705566,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-35,-0.053710938,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-30,-0.043029785,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-25,-0.036010742,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-20,-0.065307617,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-15,-0.19744873,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-10,-0.563049316,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-5,-1.158752441,Gmouse,activation,4,Sept_27_17,No,Good,33,,
0,-1.513061523,Gmouse,activation,4,Sept_27_17,No,Good,33,,
5,-1.688537598,Gmouse,activation,4,Sept_27_17,No,Good,33,,
10,-1.752319336,Gmouse,activation,4,Sept_27_17,No,Good,33,,
15,-1.748962402,Gmouse,activation,4,Sept_27_17,No,Good,33,,
20,-1.743469238,Gmouse,activation,4,Sept_27_17,No,Good,33,,
25,-1.684875488,Gmouse,activation,4,Sept_27_17,No,Good,33,,
30,-1.66229248,Gmouse,activation,4,Sept_27_17,No,Good,33,,
35,-1.635742188,Gmouse,activation,4,Sept_27_17,No,Good,33,,
40,-1.524047852,Gmouse,activation,4,Sept_27_17,No,Good,33,,
45,-1.436767578,Gmouse,activation,4,Sept_27_17,No,Good,33,,
50,-1.300964355,Gmouse,activation,4,Sept_27_17,No,Good,33,,
55,-1.166992188,Gmouse,activation,4,Sept_27_17,No,Good,33,,
60,-1.039123535,Gmouse,activation,4,Sept_27_17,No,Good,33,,
65,-0.889892578,Gmouse,activation,4,Sept_27_17,No,Good,33,,
70,-0.782470703,Gmouse,activation,4,Sept_27_17,No,Good,33,,
75,-0.685424805,Gmouse,activation,4,Sept_27_17,No,Good,33,,
80,-0.588684082,Gmouse,activation,4,Sept_27_17,No,Good,33,,
85,-0.478820801,Gmouse,activation,4,Sept_27_17,No,Good,33,,
90,-0.42755127,Gmouse,activation,4,Sept_27_17,No,Good,33,,
-80,-0.051269531,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-75,-0.036010742,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-70,-0.050964355,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-65,-0.055236816,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-60,-0.010681152,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-55,-0.048828125,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-50,-0.047912598,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-45,-0.056152344,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-40,-0.045776367,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-35,-0.06439209,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-30,-0.073547363,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-25,-0.110778809,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-20,-0.097351074,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-15,-0.279846191,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-10,-0.711364746,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-5,-1.276855469,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
0,-1.58996582,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
5,-1.769714355,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
10,-1.771850586,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
15,-1.782836914,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
20,-1.71661377,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
25,-1.629638672,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
30,-1.606750488,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
35,-1.548156738,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
40,-1.517333984,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
45,-1.405639648,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
50,-1.273193359,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
55,-1.116027832,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
60,-0.971069336,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
65,-0.803833008,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
70,-0.685119629,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
75,-0.628662109,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
80,-0.494995117,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
85,-0.44921875,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
90,-0.39276123,Gmouse,activation,4,Sept_27_17,Yes,Good,33,,
-80,-0.048522949,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-75,-0.073242188,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-70,-0.04119873,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-65,-0.030517578,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-60,-0.014953613,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-55,-0.040588379,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-50,-0.065917969,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-45,-0.06652832,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-40,-0.04119873,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-35,-0.049743652,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-30,-0.099487305,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-25,-0.130004883,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-20,-0.154418945,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-15,-0.336303711,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-10,-0.717773438,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-5,-1.254272461,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
0,-1.487121582,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
5,-1.653137207,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
10,-1.684875488,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
15,-1.669311523,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
20,-1.651916504,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
25,-1.604919434,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
30,-1.567077637,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
35,-1.476745605,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
40,-1.404418945,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
45,-1.25,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
50,-1.040649414,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
55,-0.960388184,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
60,-0.819396973,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
65,-0.696105957,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
70,-0.599365234,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
75,-0.517578125,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
80,-0.418395996,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
85,-0.407409668,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
90,-0.331115723,Gmouse,activation,4,Sept_27_17,Late,Good,33,,
-80,-0.032348633,NoC,activation,4,Sept_27_17,No,Good,33,,
-75,-0.018310547,NoC,activation,4,Sept_27_17,No,Good,33,,
-70,-0.032958984,NoC,activation,4,Sept_27_17,No,Good,33,,
-65,-0.026245117,NoC,activation,4,Sept_27_17,No,Good,33,,
-60,-0.038757324,NoC,activation,4,Sept_27_17,No,Good,33,,
-55,-0.051879883,NoC,activation,4,Sept_27_17,No,Good,33,,
-50,-0.025024414,NoC,activation,4,Sept_27_17,No,Good,33,,
-45,-0.034790039,NoC,activation,4,Sept_27_17,No,Good,33,,
-40,-0.039978027,NoC,activation,4,Sept_27_17,No,Good,33,,
-35,-0.029907227,NoC,activation,4,Sept_27_17,No,Good,33,,
-30,-0.007019043,NoC,activation,4,Sept_27_17,No,Good,33,,
-25,-0.038757324,NoC,activation,4,Sept_27_17,No,Good,33,,
-20,-0.076599121,NoC,activation,4,Sept_27_17,No,Good,33,,
-15,-0.222473145,NoC,activation,4,Sept_27_17,No,Good,33,,
-10,-0.79284668,NoC,activation,4,Sept_27_17,No,Good,33,,
-5,-1.723632813,NoC,activation,4,Sept_27_17,No,Good,33,,
0,-2.220153809,NoC,activation,4,Sept_27_17,No,Good,33,,
5,-2.377929688,NoC,activation,4,Sept_27_17,No,Good,33,,
10,-2.407531738,NoC,activation,4,Sept_27_17,No,Good,33,,
15,-2.371826172,NoC,activation,4,Sept_27_17,No,Good,33,,
20,-2.301025391,NoC,activation,4,Sept_27_17,No,Good,33,,
25,-2.225036621,NoC,activation,4,Sept_27_17,No,Good,33,,
30,-2.141723633,NoC,activation,4,Sept_27_17,No,Good,33,,
35,-2.03704834,NoC,activation,4,Sept_27_17,No,Good,33,,
40,-1.922302246,NoC,activation,4,Sept_27_17,No,Good,33,,
45,-1.766662598,NoC,activation,4,Sept_27_17,No,Good,33,,
50,-1.550598145,NoC,activation,4,Sept_27_17,No,Good,33,,
55,-1.344604492,NoC,activation,4,Sept_27_17,No,Good,33,,
60,-1.203918457,NoC,activation,4,Sept_27_17,No,Good,33,,
65,-1.021118164,NoC,activation,4,Sept_27_17,No,Good,33,,
70,-0.84564209,NoC,activation,4,Sept_27_17,No,Good,33,,
75,-0.733032227,NoC,activation,4,Sept_27_17,No,Good,33,,
80,-0.619812012,NoC,activation,4,Sept_27_17,No,Good,33,,
