Voltage,Current,Species,Recording,replicate,Date,Venom,Quality,Set,,
-40,-0.112609863,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-35,-0.174255371,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-30,-0.25970459,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-25,-0.334472656,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-20,-0.464477539,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-15,-0.967102051,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-10,-2.367858887,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-5,-3.020324707,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
0,-3.161315918,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
5,-3.109741211,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
10,-3.020935059,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
15,-2.890625,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
20,-2.749633789,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
25,-2.589416504,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
30,-2.453613281,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
35,-2.277526855,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
40,-2.144165039,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
45,-2.015991211,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
50,-1.886291504,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
55,-1.729431152,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
60,-1.538085938,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
65,-1.362915039,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
70,-1.178588867,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
75,-1.014709473,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
80,-0.878601074,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
85,-0.730895996,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
90,-0.623779297,DiDiiiNC,activation,3,Sept_28_17,Yes,Good,,,
-80,-0.02166748,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-75,-0.018310547,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-70,-0.026855469,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-65,-0.020446777,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-60,-0.017700195,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-55,-0.02746582,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-50,-0.035400391,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-45,-0.052185059,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-40,-0.098876953,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-35,-0.140991211,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-30,-0.191650391,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-25,-0.260314941,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-20,-0.378112793,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-15,-0.803527832,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-10,-1.925964355,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-5,-2.596435547,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
0,-2.812194824,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
5,-2.821350098,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
10,-2.749938965,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
15,-2.622680664,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
20,-2.515258789,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
25,-2.377319336,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
30,-2.268066406,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
35,-2.153625488,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
40,-1.993713379,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
45,-1.878967285,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
50,-1.752624512,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
55,-1.565246582,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
60,-1.402587891,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
65,-1.190185547,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
70,-1.035461426,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
75,-0.891723633,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
80,-0.756225586,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
85,-0.62286377,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
90,-0.522766113,DiDiiiNC,activation,3,Sept_28_17,Late,Good,,,
-80,-0.034179688,NoC,activation,3,Sept_28_17,No,Good,,,
-75,-0.042114258,NoC,activation,3,Sept_28_17,No,Good,,,
-70,-0.028076172,NoC,activation,3,Sept_28_17,No,Good,,,
-65,-0.028686523,NoC,activation,3,Sept_28_17,No,Good,,,
-60,-0.016174316,NoC,activation,3,Sept_28_17,No,Good,,,
-55,-0.024719238,NoC,activation,3,Sept_28_17,No,Good,,,
-50,-0.02746582,NoC,activation,3,Sept_28_17,No,Good,,,
-45,-0.013122559,NoC,activation,3,Sept_28_17,No,Good,,,
-40,-0.019836426,NoC,activation,3,Sept_28_17,No,Good,,,
-35,-0.012512207,NoC,activation,3,Sept_28_17,No,Good,,,
-30,-0.016174316,NoC,activation,3,Sept_28_17,No,Good,,,
-25,-0.035400391,NoC,activation,3,Sept_28_17,No,Good,,,
-20,-0.08972168,NoC,activation,3,Sept_28_17,No,Good,,,
-15,-0.365600586,NoC,activation,3,Sept_28_17,No,Good,,,
-10,-1.157531738,NoC,activation,3,Sept_28_17,No,Good,,,
-5,-2.127990723,NoC,activation,3,Sept_28_17,No,Good,,,
0,-2.608032227,NoC,activation,3,Sept_28_17,No,Good,,,
5,-2.778320313,NoC,activation,3,Sept_28_17,No,Good,,,
10,-2.815551758,NoC,activation,3,Sept_28_17,No,Good,,,
15,-2.727661133,NoC,activation,3,Sept_28_17,No,Good,,,
20,-2.611999512,NoC,activation,3,Sept_28_17,No,Good,,,
25,-2.47833252,NoC,activation,3,Sept_28_17,No,Good,,,
30,-2.336120605,NoC,activation,3,Sept_28_17,No,Good,,,
35,-2.206115723,NoC,activation,3,Sept_28_17,No,Good,,,
40,-2.061157227,NoC,activation,3,Sept_28_17,No,Good,,,
45,-1.936340332,NoC,activation,3,Sept_28_17,No,Good,,,
50,-1.808166504,NoC,activation,3,Sept_28_17,No,Good,,,
55,-1.621704102,NoC,activation,3,Sept_28_17,No,Good,,,
60,-1.435241699,NoC,activation,3,Sept_28_17,No,Good,,,
65,-1.23626709,NoC,activation,3,Sept_28_17,No,Good,,,
70,-1.065979004,NoC,activation,3,Sept_28_17,No,Good,,,
75,-0.898742676,NoC,activation,3,Sept_28_17,No,Good,,,
80,-0.727233887,NoC,activation,3,Sept_28_17,No,Good,,,
85,-0.59967041,NoC,activation,3,Sept_28_17,No,Good,,,
90,-0.499572754,NoC,activation,3,Sept_28_17,No,Good,,,
-80,-0.022583008,NoC,activation,3,Sept_28_17,Yes,Good,,,
-75,-0.03112793,NoC,activation,3,Sept_28_17,Yes,Good,,,
-70,-0.013427734,NoC,activation,3,Sept_28_17,Yes,Good,,,
-65,-0.011291504,NoC,activation,3,Sept_28_17,Yes,Good,,,
-60,-0.014648438,NoC,activation,3,Sept_28_17,Yes,Good,,,
-55,-0.026550293,NoC,activation,3,Sept_28_17,Yes,Good,,,
-50,-0.029296875,NoC,activation,3,Sept_28_17,Yes,Good,,,
-45,-0.011901855,NoC,activation,3,Sept_28_17,Yes,Good,,,
-40,-0.042419434,NoC,activation,3,Sept_28_17,Yes,Good,,,
-35,-0.06652832,NoC,activation,3,Sept_28_17,Yes,Good,,,
-30,-0.103149414,NoC,activation,3,Sept_28_17,Yes,Good,,,
-25,-0.116271973,NoC,activation,3,Sept_28_17,Yes,Good,,,
-20,-0.229187012,NoC,activation,3,Sept_28_17,Yes,Good,,,
-15,-0.536499023,NoC,activation,3,Sept_28_17,Yes,Good,,,
-10,-1.205749512,NoC,activation,3,Sept_28_17,Yes,Good,,,
-5,-1.892089844,NoC,activation,3,Sept_28_17,Yes,Good,,,
0,-2.217102051,NoC,activation,3,Sept_28_17,Yes,Good,,,
5,-2.32208252,NoC,activation,3,Sept_28_17,Yes,Good,,,
10,-2.278442383,NoC,activation,3,Sept_28_17,Yes,Good,,,
15,-2.196350098,NoC,activation,3,Sept_28_17,Yes,Good,,,
20,-2.086486816,NoC,activation,3,Sept_28_17,Yes,Good,,,
25,-1.958007813,NoC,activation,3,Sept_28_17,Yes,Good,,,
30,-1.826477051,NoC,activation,3,Sept_28_17,Yes,Good,,,
35,-1.716308594,NoC,activation,3,Sept_28_17,Yes,Good,,,
40,-1.602783203,NoC,activation,3,Sept_28_17,Yes,Good,,,
45,-1.488037109,NoC,activation,3,Sept_28_17,Yes,Good,,,
50,-1.358337402,NoC,activation,3,Sept_28_17,Yes,Good,,,
55,-1.301574707,NoC,activation,3,Sept_28_17,Yes,Good,,,
60,-1.169433594,NoC,activation,3,Sept_28_17,Yes,Good,,,
65,-1.035766602,NoC,activation,3,Sept_28_17,Yes,Good,,,
70,-0.909423828,NoC,activation,3,Sept_28_17,Yes,Good,,,
75,-0.774230957,NoC,activation,3,Sept_28_17,Yes,Good,,,
80,-0.657653809,NoC,activation,3,Sept_28_17,Yes,Good,,,
85,-0.528259277,NoC,activation,3,Sept_28_17,Yes,Good,,,
90,-0.43182373,NoC,activation,3,Sept_28_17,Yes,Good,,,
-80,-0.026855469,NoC,activation,3,Sept_28_17,Late,Good,,,
-75,-0.018920898,NoC,activation,3,Sept_28_17,Late,Good,,,
-70,-0.029296875,NoC,activation,3,Sept_28_17,Late,Good,,,
-65,-0.020751953,NoC,activation,3,Sept_28_17,Late,Good,,,
-60,-0.02746582,NoC,activation,3,Sept_28_17,Late,Good,,,
-55,-0.026245117,NoC,activation,3,Sept_28_17,Late,Good,,,
-50,-0.040588379,NoC,activation,3,Sept_28_17,Late,Good,,,
-45,-0.035705566,NoC,activation,3,Sept_28_17,Late,Good,,,
-40,-0.049743652,NoC,activation,3,Sept_28_17,Late,Good,,,
-35,-0.084228516,NoC,activation,3,Sept_28_17,Late,Good,,,
-30,-0.128173828,NoC,activation,3,Sept_28_17,Late,Good,,,
-25,-0.178833008,NoC,activation,3,Sept_28_17,Late,Good,,,
-20,-0.27923584,NoC,activation,3,Sept_28_17,Late,Good,,,
-15,-0.579223633,NoC,activation,3,Sept_28_17,Late,Good,,,
-10,-1.23626709,NoC,activation,3,Sept_28_17,Late,Good,,,
-5,-1.840820313,NoC,activation,3,Sept_28_17,Late,Good,,,
0,-2.158203125,NoC,activation,3,Sept_28_17,Late,Good,,,
5,-2.25402832,NoC,activation,3,Sept_28_17,Late,Good,,,
10,-2.206115723,NoC,activation,3,Sept_28_17,Late,Good,,,
15,-2.142944336,NoC,activation,3,Sept_28_17,Late,Good,,,
20,-2.041320801,NoC,activation,3,Sept_28_17,Late,Good,,,
25,-1.905517578,NoC,activation,3,Sept_28_17,Late,Good,,,
30,-1.761474609,NoC,activation,3,Sept_28_17,Late,Good,,,
35,-1.657104492,NoC,activation,3,Sept_28_17,Late,Good,,,
40,-1.521606445,NoC,activation,3,Sept_28_17,Late,Good,,,
45,-1.425476074,NoC,activation,3,Sept_28_17,Late,Good,,,
50,-1.304626465,NoC,activation,3,Sept_28_17,Late,Good,,,
55,-1.162414551,NoC,activation,3,Sept_28_17,Late,Good,,,
60,-1.011047363,NoC,activation,3,Sept_28_17,Late,Good,,,
65,-0.850830078,NoC,activation,3,Sept_28_17,Late,Good,,,
70,-0.715942383,NoC,activation,3,Sept_28_17,Late,Good,,,
75,-0.552062988,NoC,activation,3,Sept_28_17,Late,Good,,,
80,-0.425720215,NoC,activation,3,Sept_28_17,Late,Good,,,
85,-0.34362793,NoC,activation,3,Sept_28_17,Late,Good,,,
90,-0.260009766,NoC,activation,3,Sept_28_17,Late,Good,,,
-80,-0.021362305,Gmouse,activation,4,Sept_28_17,No,Good,,,
-75,-0.036315918,Gmouse,activation,4,Sept_28_17,No,Good,,,
-70,-0.010375977,Gmouse,activation,4,Sept_28_17,No,Good,,,
-65,-0.013427734,Gmouse,activation,4,Sept_28_17,No,Good,,,
-60,-0.028991699,Gmouse,activation,4,Sept_28_17,No,Good,,,
-55,-0.023193359,Gmouse,activation,4,Sept_28_17,No,Good,,,
-50,-0.016174316,Gmouse,activation,4,Sept_28_17,No,Good,,,
-45,-0.022277832,Gmouse,activation,4,Sept_28_17,No,Good,,,
-40,-0.009460449,Gmouse,activation,4,Sept_28_17,No,Good,,,
-35,-0.02746582,Gmouse,activation,4,Sept_28_17,No,Good,,,
-30,-0.010375977,Gmouse,activation,4,Sept_28_17,No,Good,,,
-25,-0.028381348,Gmouse,activation,4,Sept_28_17,No,Good,,,
-20,-0.111083984,Gmouse,activation,4,Sept_28_17,No,Good,,,
-15,-1.069641113,Gmouse,activation,4,Sept_28_17,No,Good,,,
-10,-1.738586426,Gmouse,activation,4,Sept_28_17,No,Good,,,
-5,-1.860351563,Gmouse,activation,4,Sept_28_17,No,Good,,,
0,-1.86126709,Gmouse,activation,4,Sept_28_17,No,Good,,,
5,-1.835327148,Gmouse,activation,4,Sept_28_17,No,Good,,,
10,-1.757202148,Gmouse,activation,4,Sept_28_17,No,Good,,,
15,-1.713867188,Gmouse,activation,4,Sept_28_17,No,Good,,,
20,-1.64276123,Gmouse,activation,4,Sept_28_17,No,Good,,,
25,-1.56036377,Gmouse,activation,4,Sept_28_17,No,Good,,,
30,-1.492004395,Gmouse,activation,4,Sept_28_17,No,Good,,,
35,-1.43737793,Gmouse,activation,4,Sept_28_17,No,Good,,,
40,-1.38092041,Gmouse,activation,4,Sept_28_17,No,Good,,,
45,-1.333618164,Gmouse,activation,4,Sept_28_17,No,Good,,,
50,-1.263427734,Gmouse,activation,4,Sept_28_17,No,Good,,,
55,-1.189575195,Gmouse,activation,4,Sept_28_17,No,Good,,,
60,-1.112976074,Gmouse,activation,4,Sept_28_17,No,Good,,,
65,-1.011657715,Gmouse,activation,4,Sept_28_17,No,Good,,,
70,-0.928649902,Gmouse,activation,4,Sept_28_17,No,Good,,,
75,-0.880126953,Gmouse,activation,4,Sept_28_17,No,Good,,,
80,-0.788269043,Gmouse,activation,4,Sept_28_17,No,Good,,,
85,-0.745239258,Gmouse,activation,4,Sept_28_17,No,Good,,,
90,-0.673828125,Gmouse,activation,4,Sept_28_17,No,Good,,,
-80,-0.034790039,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-75,-0.037536621,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-70,-0.015258789,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-65,-0.022277832,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-60,-0.015563965,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-55,-0.028076172,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-50,-0.035095215,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-45,-0.054931641,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-40,-0.101318359,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-35,-0.147094727,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-30,-0.21270752,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-25,-0.291748047,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-20,-1.04309082,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-15,-1.842651367,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-10,-1.983337402,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-5,-1.998901367,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
0,-1.951599121,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
5,-1.903686523,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
10,-1.818847656,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
15,-1.7578125,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
20,-1.645812988,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
25,-1.600341797,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
30,-1.509094238,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
35,-1.434631348,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
40,-1.358032227,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
45,-1.327514648,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
50,-1.241149902,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
55,-1.214599609,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
60,-1.11907959,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
65,-1.058044434,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
70,-0.952148438,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
75,-0.906677246,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
80,-0.831298828,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
85,-0.760498047,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
90,-0.702514648,Gmouse,activation,4,Sept_28_17,Yes,Good,,,
-80,-0.004882813,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-75,-0.007629395,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-70,-0.018920898,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-65,-0.016784668,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-60,-0.041503906,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-55,-0.009155273,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-50,-0.046081543,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-45,-0.081787109,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-40,-0.137329102,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-35,-0.20111084,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-30,-0.28717041,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-25,-0.382080078,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-20,-1.223754883,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-15,-1.747436523,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-10,-1.844787598,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-5,-1.852416992,Gmouse,activation,4,Sept_28_17,Late,Good,,,
0,-1.838378906,Gmouse,activation,4,Sept_28_17,Late,Good,,,
5,-1.770935059,Gmouse,activation,4,Sept_28_17,Late,Good,,,
10,-1.700439453,Gmouse,activation,4,Sept_28_17,Late,Good,,,
15,-1.632080078,Gmouse,activation,4,Sept_28_17,Late,Good,,,
20,-1.531066895,Gmouse,activation,4,Sept_28_17,Late,Good,,,
25,-1.474914551,Gmouse,activation,4,Sept_28_17,Late,Good,,,
30,-1.395263672,Gmouse,activation,4,Sept_28_17,Late,Good,,,
35,-1.316223145,Gmouse,activation,4,Sept_28_17,Late,Good,,,
40,-1.251525879,Gmouse,activation,4,Sept_28_17,Late,Good,,,
45,-1.194763184,Gmouse,activation,4,Sept_28_17,Late,Good,,,
50,-1.126098633,Gmouse,activation,4,Sept_28_17,Late,Good,,,
55,-1.065979004,Gmouse,activation,4,Sept_28_17,Late,Good,,,
60,-1.005249023,Gmouse,activation,4,Sept_28_17,Late,Good,,,
65,-0.950622559,Gmouse,activation,4,Sept_28_17,Late,Good,,,
70,-0.865783691,Gmouse,activation,4,Sept_28_17,Late,Good,,,
75,-0.795593262,Gmouse,activation,4,Sept_28_17,Late,Good,,,
80,-0.727539063,Gmouse,activation,4,Sept_28_17,Late,Good,,,
85,-0.646362305,Gmouse,activation,4,Sept_28_17,Late,Good,,,
90,-0.591430664,Gmouse,activation,4,Sept_28_17,Late,Good,,,
-80,-0.031433105,Gmouse,activation,5,Sept_28_17,No,Good,,,
-75,-0.014953613,Gmouse,activation,5,Sept_28_17,No,Good,,,
-70,-0.028991699,Gmouse,activation,5,Sept_28_17,No,Good,,,
-65,-0.021057129,Gmouse,activation,5,Sept_28_17,No,Good,,,
-60,-0.008850098,Gmouse,activation,5,Sept_28_17,No,Good,,,
-55,-0.019836426,Gmouse,activation,5,Sept_28_17,No,Good,,,
-50,-0.017700195,Gmouse,activation,5,Sept_28_17,No,Good,,,
-45,-0.007629395,Gmouse,activation,5,Sept_28_17,No,Good,,,
-40,-0.014648438,Gmouse,activation,5,Sept_28_17,No,Good,,,
-35,-0.020141602,Gmouse,activation,5,Sept_28_17,No,Good,,,
-30,-0.014648438,Gmouse,activation,5,Sept_28_17,No,Good,,,
-25,-0.026245117,Gmouse,activation,5,Sept_28_17,No,Good,,,
-20,-0.123596191,Gmouse,activation,5,Sept_28_17,No,Good,,,
-15,-0.862731934,Gmouse,activation,5,Sept_28_17,No,Good,,,
-10,-1.521606445,Gmouse,activation,5,Sept_28_17,No,Good,,,
-5,-1.72088623,Gmouse,activation,5,Sept_28_17,No,Good,,,
0,-1.776428223,Gmouse,activation,5,Sept_28_17,No,Good,,,
5,-1.806640625,Gmouse,activation,5,Sept_28_17,No,Good,,,
10,-1.751708984,Gmouse,activation,5,Sept_28_17,No,Good,,,
15,-1.676330566,Gmouse,activation,5,Sept_28_17,No,Good,,,
20,-1.645812988,Gmouse,activation,5,Sept_28_17,No,Good,,,
25,-1.537475586,Gmouse,activation,5,Sept_28_17,No,Good,,,
30,-1.44744873,Gmouse,activation,5,Sept_28_17,No,Good,,,
35,-1.385192871,Gmouse,activation,5,Sept_28_17,No,Good,,,
40,-1.315002441,Gmouse,activation,5,Sept_28_17,No,Good,,,
45,-1.244506836,Gmouse,activation,5,Sept_28_17,No,Good,,,
50,-1.176757813,Gmouse,activation,5,Sept_28_17,No,Good,,,
55,-1.127624512,Gmouse,activation,5,Sept_28_17,No,Good,,,
60,-1.053466797,Gmouse,activation,5,Sept_28_17,No,Good,,,
65,-1.002502441,Gmouse,activation,5,Sept_28_17,No,Good,,,
70,-0.959777832,Gmouse,activation,5,Sept_28_17,No,Good,,,
75,-0.893859863,Gmouse,activation,5,Sept_28_17,No,Good,,,
80,-0.846557617,Gmouse,activation,5,Sept_28_17,No,Good,,,
85,-0.80078125,Gmouse,activation,5,Sept_28_17,No,Good,,,
90,-0.745544434,Gmouse,activation,5,Sept_28_17,No,Good,,,
-80,-0.025939941,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-75,-0.01953125,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-70,-0.018615723,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-65,-0.021362305,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-60,-0.016479492,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-55,-0.006103516,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-50,-0.015869141,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-45,-0.039367676,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-40,-0.0390625,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-35,-0.055847168,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-30,-0.065307617,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-25,-0.111999512,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-20,-0.233154297,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-15,-1.040649414,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-10,-1.528015137,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-5,-1.677856445,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
0,-1.715393066,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
5,-1.708068848,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
10,-1.664123535,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
15,-1.581420898,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
20,-1.495666504,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
25,-1.418762207,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
30,-1.33972168,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
35,-1.25793457,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
40,-1.184997559,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
45,-1.106262207,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
50,-1.041259766,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
55,-0.976867676,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
60,-0.926513672,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
65,-0.864562988,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
70,-0.846252441,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
75,-0.786743164,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
80,-0.729980469,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
85,-0.678100586,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
90,-0.637512207,Gmouse,activation,5,Sept_28_17,Yes,Good,,,
-80,-0.023803711,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-75,-0.024108887,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-70,-0.014953613,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-65,-0.023498535,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-60,-0.027770996,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-55,-0.020446777,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-50,-0.017700195,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-45,-0.029602051,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-40,-0.043029785,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-35,-0.068054199,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-30,-0.093688965,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-25,-0.144042969,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-20,-0.27923584,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-15,-0.987243652,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-10,-1.420288086,Gmouse,activation,5,Sept_28_17,Late,Good,,,
-5,-1.56463623,Gmouse,activation,5,Sept_28_17,Late,Good,,,
0,-1.592407227,Gmouse,activation,5,Sept_28_17,Late,Good,,,
5,-1.584472656,Gmouse,activation,5,Sept_28_17,Late,Good,,,
10,-1.546325684,Gmouse,activation,5,Sept_28_17,Late,Good,,,
15,-1.471862793,Gmouse,activation,5,Sept_28_17,Late,Good,,,
20,-1.391906738,Gmouse,activation,5,Sept_28_17,Late,Good,,,
25,-1.31439209,Gmouse,activation,5,Sept_28_17,Late,Good,,,
30,-1.231689453,Gmouse,activation,5,Sept_28_17,Late,Good,,,
35,-1.130371094,Gmouse,activation,5,Sept_28_17,Late,Good,,,
40,-1.061401367,Gmouse,activation,5,Sept_28_17,Late,Good,,,
45,-1.00769043,Gmouse,activation,5,Sept_28_17,Late,Good,,,
50,-0.936279297,Gmouse,activation,5,Sept_28_17,Late,Good,,,
55,-0.87097168,Gmouse,activation,5,Sept_28_17,Late,Good,,,
60,-0.834350586,Gmouse,activation,5,Sept_28_17,Late,Good,,,
65,-0.780639648,Gmouse,activation,5,Sept_28_17,Late,Good,,,
