Voltage,Current,Species,Recording,replicate,Date,Venom,Set
90,-0.625915527,DiDiiiNC,activation,1,Jan_13_18,Yes,42
-80,-0.003967285,DiDiiiNC,activation,1,Jan_13_18,Late,42
-75,-0.020751953,DiDiiiNC,activation,1,Jan_13_18,Late,42
-70,-0.020446777,DiDiiiNC,activation,1,Jan_13_18,Late,42
-65,-0.022277832,DiDiiiNC,activation,1,Jan_13_18,Late,42
-60,-0.005493164,DiDiiiNC,activation,1,Jan_13_18,Late,42
-55,-0.034179688,DiDiiiNC,activation,1,Jan_13_18,Late,42
-50,-0.031433105,DiDiiiNC,activation,1,Jan_13_18,Late,42
-45,-0.074157715,DiDiiiNC,activation,1,Jan_13_18,Late,42
-40,-0.074157715,DiDiiiNC,activation,1,Jan_13_18,Late,42
-35,-0.110473633,DiDiiiNC,activation,1,Jan_13_18,Late,42
-30,-0.15838623,DiDiiiNC,activation,1,Jan_13_18,Late,42
-25,-0.289001465,DiDiiiNC,activation,1,Jan_13_18,Late,42
-20,-0.758666992,DiDiiiNC,activation,1,Jan_13_18,Late,42
-15,-1.19720459,DiDiiiNC,activation,1,Jan_13_18,Late,42
-10,-1.340942383,DiDiiiNC,activation,1,Jan_13_18,Late,42
-5,-1.376953125,DiDiiiNC,activation,1,Jan_13_18,Late,42
0,-1.34765625,DiDiiiNC,activation,1,Jan_13_18,Late,42
5,-1.298828125,DiDiiiNC,activation,1,Jan_13_18,Late,42
10,-1.22833252,DiDiiiNC,activation,1,Jan_13_18,Late,42
15,-1.15814209,DiDiiiNC,activation,1,Jan_13_18,Late,42
20,-1.06048584,DiDiiiNC,activation,1,Jan_13_18,Late,42
25,-1.01348877,DiDiiiNC,activation,1,Jan_13_18,Late,42
30,-0.944824219,DiDiiiNC,activation,1,Jan_13_18,Late,42
35,-0.879516602,DiDiiiNC,activation,1,Jan_13_18,Late,42
40,-0.8203125,DiDiiiNC,activation,1,Jan_13_18,Late,42
45,-0.786437988,DiDiiiNC,activation,1,Jan_13_18,Late,42
50,-0.740966797,DiDiiiNC,activation,1,Jan_13_18,Late,42
55,-0.684509277,DiDiiiNC,activation,1,Jan_13_18,Late,42
60,-0.661010742,DiDiiiNC,activation,1,Jan_13_18,Late,42
65,-0.619506836,DiDiiiNC,activation,1,Jan_13_18,Late,42
70,-0.611877441,DiDiiiNC,activation,1,Jan_13_18,Late,42
75,-0.552978516,DiDiiiNC,activation,1,Jan_13_18,Late,42
80,-0.498657227,DiDiiiNC,activation,1,Jan_13_18,Late,42
85,-0.456237793,DiDiiiNC,activation,1,Jan_13_18,Late,42
90,-0.42755127,DiDiiiNC,activation,1,Jan_13_18,Late,42
-80,-0.030517578,Di,activation,1,Jan_13_18,No,42
-75,-0.023498535,Di,activation,1,Jan_13_18,No,42
-70,-0.019226074,Di,activation,1,Jan_13_18,No,42
-65,-0.018615723,Di,activation,1,Jan_13_18,No,42
-60,-0.027770996,Di,activation,1,Jan_13_18,No,42
-55,-0.025634766,Di,activation,1,Jan_13_18,No,42
-50,-0.030517578,Di,activation,1,Jan_13_18,No,42
-45,-0.028686523,Di,activation,1,Jan_13_18,No,42
-40,-0.02746582,Di,activation,1,Jan_13_18,No,42
-35,-0.015563965,Di,activation,1,Jan_13_18,No,42
-30,-0.02746582,Di,activation,1,Jan_13_18,No,42
-25,-0.074462891,Di,activation,1,Jan_13_18,No,42
-20,-0.440063477,Di,activation,1,Jan_13_18,No,42
-15,-2.604980469,Di,activation,1,Jan_13_18,No,42
-10,-2.956237793,Di,activation,1,Jan_13_18,No,42
-5,-3.031616211,Di,activation,1,Jan_13_18,No,42
0,-3.005371094,Di,activation,1,Jan_13_18,No,42
5,-2.860107422,Di,activation,1,Jan_13_18,No,42
10,-2.761230469,Di,activation,1,Jan_13_18,No,42
15,-2.632141113,Di,activation,1,Jan_13_18,No,42
20,-2.530517578,Di,activation,1,Jan_13_18,No,42
25,-2.397460938,Di,activation,1,Jan_13_18,No,42
30,-2.269897461,Di,activation,1,Jan_13_18,No,42
35,-2.172851563,Di,activation,1,Jan_13_18,No,42
40,-2.077636719,Di,activation,1,Jan_13_18,No,42
45,-1.949462891,Di,activation,1,Jan_13_18,No,42
50,-1.867370605,Di,activation,1,Jan_13_18,No,42
55,-1.776733398,Di,activation,1,Jan_13_18,No,42
60,-1.71875,Di,activation,1,Jan_13_18,No,42
65,-1.60369873,Di,activation,1,Jan_13_18,No,42
70,-1.49230957,Di,activation,1,Jan_13_18,No,42
75,-1.415710449,Di,activation,1,Jan_13_18,No,42
80,-1.330566406,Di,activation,1,Jan_13_18,No,42
85,-1.228027344,Di,activation,1,Jan_13_18,No,42
90,-1.133422852,Di,activation,1,Jan_13_18,No,42
-80,-0.028991699,Di,activation,1,Jan_13_18,Yes,42
-75,-0.034179688,Di,activation,1,Jan_13_18,Yes,42
-70,-0.022583008,Di,activation,1,Jan_13_18,Yes,42
-65,-0.013122559,Di,activation,1,Jan_13_18,Yes,42
-60,-0.01373291,Di,activation,1,Jan_13_18,Yes,42
-55,-0.020751953,Di,activation,1,Jan_13_18,Yes,42
-50,-0.034484863,Di,activation,1,Jan_13_18,Yes,42
-45,-0.036010742,Di,activation,1,Jan_13_18,Yes,42
-40,-0.051574707,Di,activation,1,Jan_13_18,Yes,42
-35,-0.09185791,Di,activation,1,Jan_13_18,Yes,42
-30,-0.09765625,Di,activation,1,Jan_13_18,Yes,42
-25,-0.166625977,Di,activation,1,Jan_13_18,Yes,42
-20,-0.640869141,Di,activation,1,Jan_13_18,Yes,42
-15,-2.283935547,Di,activation,1,Jan_13_18,Yes,42
-10,-2.595825195,Di,activation,1,Jan_13_18,Yes,42
-5,-2.616271973,Di,activation,1,Jan_13_18,Yes,42
0,-2.527770996,Di,activation,1,Jan_13_18,Yes,42
5,-2.449645996,Di,activation,1,Jan_13_18,Yes,42
10,-2.362976074,Di,activation,1,Jan_13_18,Yes,42
15,-2.226257324,Di,activation,1,Jan_13_18,Yes,42
20,-2.070007324,Di,activation,1,Jan_13_18,Yes,42
25,-1.964416504,Di,activation,1,Jan_13_18,Yes,42
30,-1.872558594,Di,activation,1,Jan_13_18,Yes,42
35,-1.762390137,Di,activation,1,Jan_13_18,Yes,42
40,-1.667175293,Di,activation,1,Jan_13_18,Yes,42
45,-1.538085938,Di,activation,1,Jan_13_18,Yes,42
50,-1.498413086,Di,activation,1,Jan_13_18,Yes,42
55,-1.424560547,Di,activation,1,Jan_13_18,Yes,42
60,-1.337585449,Di,activation,1,Jan_13_18,Yes,42
65,-1.267700195,Di,activation,1,Jan_13_18,Yes,42
70,-1.23046875,Di,activation,1,Jan_13_18,Yes,42
75,-1.148681641,Di,activation,1,Jan_13_18,Yes,42
80,-1.10168457,Di,activation,1,Jan_13_18,Yes,42
85,-1.014404297,Di,activation,1,Jan_13_18,Yes,42
90,-0.956115723,Di,activation,1,Jan_13_18,Yes,42
-80,-0.005187988,Di,activation,1,Jan_13_18,Late,42
-75,-0.020446777,Di,activation,1,Jan_13_18,Late,42
-70,-0.023193359,Di,activation,1,Jan_13_18,Late,42
-65,-0.017700195,Di,activation,1,Jan_13_18,Late,42
-60,-0.022583008,Di,activation,1,Jan_13_18,Late,42
-55,-0.043029785,Di,activation,1,Jan_13_18,Late,42
-50,-0.048522949,Di,activation,1,Jan_13_18,Late,42
-45,-0.053710938,Di,activation,1,Jan_13_18,Late,42
-40,-0.09765625,Di,activation,1,Jan_13_18,Late,42
-35,-0.131225586,Di,activation,1,Jan_13_18,Late,42
-30,-0.18737793,Di,activation,1,Jan_13_18,Late,42
-25,-0.284729004,Di,activation,1,Jan_13_18,Late,42
-20,-1.020507813,Di,activation,1,Jan_13_18,Late,42
-15,-2.261352539,Di,activation,1,Jan_13_18,Late,42
-10,-2.484130859,Di,activation,1,Jan_13_18,Late,42
-5,-2.496948242,Di,activation,1,Jan_13_18,Late,42
0,-2.444152832,Di,activation,1,Jan_13_18,Late,42
5,-2.334289551,Di,activation,1,Jan_13_18,Late,42
10,-2.205810547,Di,activation,1,Jan_13_18,Late,42
15,-2.115478516,Di,activation,1,Jan_13_18,Late,42
20,-2.010803223,Di,activation,1,Jan_13_18,Late,42
25,-1.895141602,Di,activation,1,Jan_13_18,Late,42
30,-1.792907715,Di,activation,1,Jan_13_18,Late,42
35,-1.702880859,Di,activation,1,Jan_13_18,Late,42
40,-1.587219238,Di,activation,1,Jan_13_18,Late,42
45,-1.477661133,Di,activation,1,Jan_13_18,Late,42
50,-1.426696777,Di,activation,1,Jan_13_18,Late,42
55,-1.347351074,Di,activation,1,Jan_13_18,Late,42
60,-1.273498535,Di,activation,1,Jan_13_18,Late,42
65,-1.211547852,Di,activation,1,Jan_13_18,Late,42
70,-1.162109375,Di,activation,1,Jan_13_18,Late,42
75,-1.116638184,Di,activation,1,Jan_13_18,Late,42
80,-1.026611328,Di,activation,1,Jan_13_18,Late,42
85,-0.95703125,Di,activation,1,Jan_13_18,Late,42
90,-0.922546387,Di,activation,1,Jan_13_18,Late,42
-80,-0.042114258,DiDiiiNC,activation,2,Jan_13_18,No,42
-75,-0.014953613,DiDiiiNC,activation,2,Jan_13_18,No,42
-70,-0.018005371,DiDiiiNC,activation,2,Jan_13_18,No,42
-65,-0.010681152,DiDiiiNC,activation,2,Jan_13_18,No,42
-60,-0.02166748,DiDiiiNC,activation,2,Jan_13_18,No,42
-55,-0.009460449,DiDiiiNC,activation,2,Jan_13_18,No,42
-50,-0.01373291,DiDiiiNC,activation,2,Jan_13_18,No,42
-45,-0.022583008,DiDiiiNC,activation,2,Jan_13_18,No,42
-40,-0.036010742,DiDiiiNC,activation,2,Jan_13_18,No,42
-35,-0.02746582,DiDiiiNC,activation,2,Jan_13_18,No,42
-30,-0.023498535,DiDiiiNC,activation,2,Jan_13_18,No,42
-25,-0.038757324,DiDiiiNC,activation,2,Jan_13_18,No,42
-20,-0.166015625,DiDiiiNC,activation,2,Jan_13_18,No,42
-15,-0.743713379,DiDiiiNC,activation,2,Jan_13_18,No,42
-10,-3.277282715,DiDiiiNC,activation,2,Jan_13_18,No,42
-5,-4.010314941,DiDiiiNC,activation,2,Jan_13_18,No,42
0,-4.091491699,DiDiiiNC,activation,2,Jan_13_18,No,42
5,-4.043579102,DiDiiiNC,activation,2,Jan_13_18,No,42
10,-3.926391602,DiDiiiNC,activation,2,Jan_13_18,No,42
15,-3.754882813,DiDiiiNC,activation,2,Jan_13_18,No,42
20,-3.625793457,DiDiiiNC,activation,2,Jan_13_18,No,42
25,-3.475646973,DiDiiiNC,activation,2,Jan_13_18,No,42
30,-3.350524902,DiDiiiNC,activation,2,Jan_13_18,No,42
35,-3.186340332,DiDiiiNC,activation,2,Jan_13_18,No,42
40,-3.039245605,DiDiiiNC,activation,2,Jan_13_18,No,42
45,-2.885131836,DiDiiiNC,activation,2,Jan_13_18,No,42
50,-2.665710449,DiDiiiNC,activation,2,Jan_13_18,No,42
55,-2.413330078,DiDiiiNC,activation,2,Jan_13_18,No,42
60,-2.165222168,DiDiiiNC,activation,2,Jan_13_18,No,42
65,-1.918334961,DiDiiiNC,activation,2,Jan_13_18,No,42
70,-1.679382324,DiDiiiNC,activation,2,Jan_13_18,No,42
75,-1.522216797,DiDiiiNC,activation,2,Jan_13_18,No,42
80,-1.333312988,DiDiiiNC,activation,2,Jan_13_18,No,42
85,-1.196899414,DiDiiiNC,activation,2,Jan_13_18,No,42
90,-1.06842041,DiDiiiNC,activation,2,Jan_13_18,No,42
-80,-0.026855469,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-75,-0.02532959,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-70,-0.017089844,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-65,-0.027770996,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-60,-0.032958984,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-55,-0.028686523,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-50,-0.038757324,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-45,-0.065612793,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-40,-0.100402832,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-35,-0.166931152,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-30,-0.25177002,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-25,-0.317382813,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-20,-0.434875488,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-15,-1.159667969,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-10,-3.475646973,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-5,-3.949279785,DiDiiiNC,activation,2,Jan_13_18,Yes,42
0,-3.980712891,DiDiiiNC,activation,2,Jan_13_18,Yes,42
5,-3.850097656,DiDiiiNC,activation,2,Jan_13_18,Yes,42
10,-3.744812012,DiDiiiNC,activation,2,Jan_13_18,Yes,42
15,-3.58581543,DiDiiiNC,activation,2,Jan_13_18,Yes,42
20,-3.405761719,DiDiiiNC,activation,2,Jan_13_18,Yes,42
25,-3.212585449,DiDiiiNC,activation,2,Jan_13_18,Yes,42
30,-3.101806641,DiDiiiNC,activation,2,Jan_13_18,Yes,42
35,-2.92755127,DiDiiiNC,activation,2,Jan_13_18,Yes,42
40,-2.819213867,DiDiiiNC,activation,2,Jan_13_18,Yes,42
45,-2.698059082,DiDiiiNC,activation,2,Jan_13_18,Yes,42
50,-2.581481934,DiDiiiNC,activation,2,Jan_13_18,Yes,42
55,-2.446899414,DiDiiiNC,activation,2,Jan_13_18,Yes,42
60,-2.263183594,DiDiiiNC,activation,2,Jan_13_18,Yes,42
65,-2.079162598,DiDiiiNC,activation,2,Jan_13_18,Yes,42
70,-1.865539551,DiDiiiNC,activation,2,Jan_13_18,Yes,42
75,-1.682739258,DiDiiiNC,activation,2,Jan_13_18,Yes,42
80,-1.506958008,DiDiiiNC,activation,2,Jan_13_18,Yes,42
85,-1.347045898,DiDiiiNC,activation,2,Jan_13_18,Yes,42
90,-1.196289063,DiDiiiNC,activation,2,Jan_13_18,Yes,42
-80,-0.009765625,DiDiiiNC,activation,2,Jan_13_18,Late,42
-75,-0.017700195,DiDiiiNC,activation,2,Jan_13_18,Late,42
-70,-0.021362305,DiDiiiNC,activation,2,Jan_13_18,Late,42
-65,-0.015563965,DiDiiiNC,activation,2,Jan_13_18,Late,42
-60,-0.024414063,DiDiiiNC,activation,2,Jan_13_18,Late,42
-55,-0.032653809,DiDiiiNC,activation,2,Jan_13_18,Late,42
-50,-0.051879883,DiDiiiNC,activation,2,Jan_13_18,Late,42
-45,-0.075073242,DiDiiiNC,activation,2,Jan_13_18,Late,42
-40,-0.147705078,DiDiiiNC,activation,2,Jan_13_18,Late,42
-35,-0.223693848,DiDiiiNC,activation,2,Jan_13_18,Late,42
-30,-0.322875977,DiDiiiNC,activation,2,Jan_13_18,Late,42
-25,-0.418701172,DiDiiiNC,activation,2,Jan_13_18,Late,42
-20,-0.55847168,DiDiiiNC,activation,2,Jan_13_18,Late,42
-15,-1.308288574,DiDiiiNC,activation,2,Jan_13_18,Late,42
-10,-3.288269043,DiDiiiNC,activation,2,Jan_13_18,Late,42
-5,-3.803710938,DiDiiiNC,activation,2,Jan_13_18,Late,42
0,-3.821411133,DiDiiiNC,activation,2,Jan_13_18,Late,42
5,-3.726196289,DiDiiiNC,activation,2,Jan_13_18,Late,42
10,-3.572387695,DiDiiiNC,activation,2,Jan_13_18,Late,42
15,-3.425598145,DiDiiiNC,activation,2,Jan_13_18,Late,42
20,-3.262939453,DiDiiiNC,activation,2,Jan_13_18,Late,42
25,-3.096618652,DiDiiiNC,activation,2,Jan_13_18,Late,42
30,-2.940063477,DiDiiiNC,activation,2,Jan_13_18,Late,42
35,-2.806396484,DiDiiiNC,activation,2,Jan_13_18,Late,42
40,-2.689208984,DiDiiiNC,activation,2,Jan_13_18,Late,42
45,-2.530517578,DiDiiiNC,activation,2,Jan_13_18,Late,42
50,-2.430419922,DiDiiiNC,activation,2,Jan_13_18,Late,42
55,-2.248840332,DiDiiiNC,activation,2,Jan_13_18,Late,42
60,-2.050476074,DiDiiiNC,activation,2,Jan_13_18,Late,42
65,-1.860351563,DiDiiiNC,activation,2,Jan_13_18,Late,42
70,-1.654968262,DiDiiiNC,activation,2,Jan_13_18,Late,42
75,-1.508178711,DiDiiiNC,activation,2,Jan_13_18,Late,42
80,-1.326293945,DiDiiiNC,activation,2,Jan_13_18,Late,42
85,-1.164550781,DiDiiiNC,activation,2,Jan_13_18,Late,42
90,-1.011352539,DiDiiiNC,activation,2,Jan_13_18,Late,42
-80,-0.009460449,Di,activation,2,Jan_13_18,No,42
-75,-0.008850098,Di,activation,2,Jan_13_18,No,42
-70,-0.033569336,Di,activation,2,Jan_13_18,No,42
-65,-0.011291504,Di,activation,2,Jan_13_18,No,42
-60,-0.034179688,Di,activation,2,Jan_13_18,No,42
-55,-0.026245117,Di,activation,2,Jan_13_18,No,42
-50,-0.023803711,Di,activation,2,Jan_13_18,No,42
-45,-0.008239746,Di,activation,2,Jan_13_18,No,42
-40,-0.011901855,Di,activation,2,Jan_13_18,No,42
-35,-0.000305176,Di,activation,2,Jan_13_18,No,42
-30,-0.028076172,Di,activation,2,Jan_13_18,No,42
-25,-0.025634766,Di,activation,2,Jan_13_18,No,42
-20,-0.067443848,Di,activation,2,Jan_13_18,No,42
-15,-0.280151367,Di,activation,2,Jan_13_18,No,42
-10,-0.914611816,Di,activation,2,Jan_13_18,No,42
-5,-1.61895752,Di,activation,2,Jan_13_18,No,42
0,-1.860961914,Di,activation,2,Jan_13_18,No,42
5,-1.901245117,Di,activation,2,Jan_13_18,No,42
10,-1.865234375,Di,activation,2,Jan_13_18,No,42
15,-1.812133789,Di,activation,2,Jan_13_18,No,42
20,-1.758117676,Di,activation,2,Jan_13_18,No,42
25,-1.643676758,Di,activation,2,Jan_13_18,No,42
30,-1.53717041,Di,activation,2,Jan_13_18,No,42
35,-1.467895508,Di,activation,2,Jan_13_18,No,42
40,-1.390075684,Di,activation,2,Jan_13_18,No,42
45,-1.328430176,Di,activation,2,Jan_13_18,No,42
50,-1.265258789,Di,activation,2,Jan_13_18,No,42
55,-1.210021973,Di,activation,2,Jan_13_18,No,42
60,-1.14440918,Di,activation,2,Jan_13_18,No,42
65,-1.100158691,Di,activation,2,Jan_13_18,No,42
70,-1.071472168,Di,activation,2,Jan_13_18,No,42
75,-1.022644043,Di,activation,2,Jan_13_18,No,42
80,-0.987548828,Di,activation,2,Jan_13_18,No,42
85,-0.913085938,Di,activation,2,Jan_13_18,No,42
90,-0.902404785,Di,activation,2,Jan_13_18,No,42
-80,-0.026855469,Di,activation,2,Jan_13_18,Yes,42
-75,-0.036621094,Di,activation,2,Jan_13_18,Yes,42
-70,-0.016784668,Di,activation,2,Jan_13_18,Yes,42
-65,0.007324219,Di,activation,2,Jan_13_18,Yes,42
-60,-0.009155273,Di,activation,2,Jan_13_18,Yes,42
-55,-0.025634766,Di,activation,2,Jan_13_18,Yes,42
-50,-0.036621094,Di,activation,2,Jan_13_18,Yes,42
-45,-0.01159668,Di,activation,2,Jan_13_18,Yes,42
-40,-0.043640137,Di,activation,2,Jan_13_18,Yes,42
-35,-0.05645752,Di,activation,2,Jan_13_18,Yes,42
-30,-0.049743652,Di,activation,2,Jan_13_18,Yes,42
-25,-0.090332031,Di,activation,2,Jan_13_18,Yes,42
-20,-0.158081055,Di,activation,2,Jan_13_18,Yes,42
-15,-0.453491211,Di,activation,2,Jan_13_18,Yes,42
-10,-1.210632324,Di,activation,2,Jan_13_18,Yes,42
-5,-1.622314453,Di,activation,2,Jan_13_18,Yes,42
0,-1.748352051,Di,activation,2,Jan_13_18,Yes,42
5,-1.734008789,Di,activation,2,Jan_13_18,Yes,42
10,-1.681213379,Di,activation,2,Jan_13_18,Yes,42
15,-1.60736084,Di,activation,2,Jan_13_18,Yes,42
20,-1.5234375,Di,activation,2,Jan_13_18,Yes,42
25,-1.435852051,Di,activation,2,Jan_13_18,Yes,42
30,-1.375732422,Di,activation,2,Jan_13_18,Yes,42
35,-1.30065918,Di,activation,2,Jan_13_18,Yes,42
40,-1.214599609,Di,activation,2,Jan_13_18,Yes,42
45,-1.139831543,Di,activation,2,Jan_13_18,Yes,42
50,-1.063842773,Di,activation,2,Jan_13_18,Yes,42
55,-1.005554199,Di,activation,2,Jan_13_18,Yes,42
60,-0.986328125,Di,activation,2,Jan_13_18,Yes,42
65,-0.93963623,Di,activation,2,Jan_13_18,Yes,42
70,-0.916137695,Di,activation,2,Jan_13_18,Yes,42
75,-0.852050781,Di,activation,2,Jan_13_18,Yes,42
80,-0.858764648,Di,activation,2,Jan_13_18,Yes,42
85,-0.836181641,Di,activation,2,Jan_13_18,Yes,42
90,-0.807189941,Di,activation,2,Jan_13_18,Yes,42
-80,-0.040588379,Di,activation,3,Jan_13_18,No,42
-75,-0.04699707,Di,activation,3,Jan_13_18,No,42
-70,-0.030517578,Di,activation,3,Jan_13_18,No,42
-65,-0.012207031,Di,activation,3,Jan_13_18,No,42
-60,-0.032653809,Di,activation,3,Jan_13_18,No,42
-55,-0.029907227,Di,activation,3,Jan_13_18,No,42
-50,-0.027770996,Di,activation,3,Jan_13_18,No,42
-45,-0.031433105,Di,activation,3,Jan_13_18,No,42
-40,-0.032958984,Di,activation,3,Jan_13_18,No,42
-35,-0.016479492,Di,activation,3,Jan_13_18,No,42
-30,-0.037536621,Di,activation,3,Jan_13_18,No,42
-25,-0.069274902,Di,activation,3,Jan_13_18,No,42
-20,-0.317687988,Di,activation,3,Jan_13_18,No,42
-15,-2.705078125,Di,activation,3,Jan_13_18,No,42
-10,-3.090820313,Di,activation,3,Jan_13_18,No,42
-5,-3.127441406,Di,activation,3,Jan_13_18,No,42
0,-3.032531738,Di,activation,3,Jan_13_18,No,42
5,-2.93548584,Di,activation,3,Jan_13_18,No,42
10,-2.779846191,Di,activation,3,Jan_13_18,No,42
15,-2.631225586,Di,activation,3,Jan_13_18,No,42
20,-2.493591309,Di,activation,3,Jan_13_18,No,42
25,-2.338867188,Di,activation,3,Jan_13_18,No,42
30,-2.191162109,Di,activation,3,Jan_13_18,No,42
35,-2.069702148,Di,activation,3,Jan_13_18,No,42
40,-1.951293945,Di,activation,3,Jan_13_18,No,42
45,-1.853942871,Di,activation,3,Jan_13_18,No,42
50,-1.739501953,Di,activation,3,Jan_13_18,No,42
55,-1.623840332,Di,activation,3,Jan_13_18,No,42
60,-1.541442871,Di,activation,3,Jan_13_18,No,42
65,-1.460571289,Di,activation,3,Jan_13_18,No,42
70,-1.418762207,Di,activation,3,Jan_13_18,No,42
75,-1.332397461,Di,activation,3,Jan_13_18,No,42
80,-1.296081543,Di,activation,3,Jan_13_18,No,42
85,-1.189880371,Di,activation,3,Jan_13_18,No,42
90,-1.140441895,Di,activation,3,Jan_13_18,No,42
-80,-0.030822754,Di,activation,3,Jan_13_18,Yes,42
-75,-0.01953125,Di,activation,3,Jan_13_18,Yes,42
-70,-0.028686523,Di,activation,3,Jan_13_18,Yes,42
-65,-0.028381348,Di,activation,3,Jan_13_18,Yes,42
-60,-0.002441406,Di,activation,3,Jan_13_18,Yes,42
-55,-0.033569336,Di,activation,3,Jan_13_18,Yes,42
-50,-0.05279541,Di,activation,3,Jan_13_18,Yes,42
-45,-0.070495605,Di,activation,3,Jan_13_18,Yes,42
-40,-0.11505127,Di,activation,3,Jan_13_18,Yes,42
-35,-0.14831543,Di,activation,3,Jan_13_18,Yes,42
-30,-0.205078125,Di,activation,3,Jan_13_18,Yes,42
-25,-0.391540527,Di,activation,3,Jan_13_18,Yes,42
-20,-2.171020508,Di,activation,3,Jan_13_18,Yes,42
-15,-2.63671875,Di,activation,3,Jan_13_18,Yes,42
-10,-2.691955566,Di,activation,3,Jan_13_18,Yes,42
-5,-2.596435547,Di,activation,3,Jan_13_18,Yes,42
0,-2.479553223,Di,activation,3,Jan_13_18,Yes,42
5,-2.340087891,Di,activation,3,Jan_13_18,Yes,42
10,-2.20916748,Di,activation,3,Jan_13_18,Yes,42
15,-2.09197998,Di,activation,3,Jan_13_18,Yes,42
20,-1.934204102,Di,activation,3,Jan_13_18,Yes,42
25,-1.806640625,Di,activation,3,Jan_13_18,Yes,42
30,-1.712646484,Di,activation,3,Jan_13_18,Yes,42
35,-1.57623291,Di,activation,3,Jan_13_18,Yes,42
40,-1.467590332,Di,activation,3,Jan_13_18,Yes,42
45,-1.404418945,Di,activation,3,Jan_13_18,Yes,42
50,-1.282348633,Di,activation,3,Jan_13_18,Yes,42
55,-1.222229004,Di,activation,3,Jan_13_18,Yes,42
60,-1.173095703,Di,activation,3,Jan_13_18,Yes,42
65,-1.103820801,Di,activation,3,Jan_13_18,Yes,42
70,-1.102905273,Di,activation,3,Jan_13_18,Yes,42
75,-1.048583984,Di,activation,3,Jan_13_18,Yes,42
80,-0.973510742,Di,activation,3,Jan_13_18,Yes,42
85,-0.91796875,Di,activation,3,Jan_13_18,Yes,42
90,-0.870056152,Di,activation,3,Jan_13_18,Yes,42
-80,-0.019226074,Di,activation,3,Jan_13_18,Late,42
-75,-0.008850098,Di,activation,3,Jan_13_18,Late,42
-70,-0.022277832,Di,activation,3,Jan_13_18,Late,42
-65,-0.02746582,Di,activation,3,Jan_13_18,Late,42
-60,-0.036315918,Di,activation,3,Jan_13_18,Late,42
-55,-0.044250488,Di,activation,3,Jan_13_18,Late,42
-50,-0.050964355,Di,activation,3,Jan_13_18,Late,42
-45,-0.093688965,Di,activation,3,Jan_13_18,Late,42
-40,-0.152587891,Di,activation,3,Jan_13_18,Late,42
-35,-0.193481445,Di,activation,3,Jan_13_18,Late,42
-30,-0.258178711,Di,activation,3,Jan_13_18,Late,42
-25,-0.550537109,Di,activation,3,Jan_13_18,Late,42
-20,-1.859130859,Di,activation,3,Jan_13_18,Late,42
-15,-2.192993164,Di,activation,3,Jan_13_18,Late,42
-10,-2.263183594,Di,activation,3,Jan_13_18,Late,42
-5,-2.206420898,Di,activation,3,Jan_13_18,Late,42
0,-2.14630127,Di,activation,3,Jan_13_18,Late,42
5,-2.027587891,Di,activation,3,Jan_13_18,Late,42
10,-1.889038086,Di,activation,3,Jan_13_18,Late,42
15,-1.751708984,Di,activation,3,Jan_13_18,Late,42
20,-1.658935547,Di,activation,3,Jan_13_18,Late,42
25,-1.55456543,Di,activation,3,Jan_13_18,Late,42
30,-1.47644043,Di,activation,3,Jan_13_18,Late,42
35,-1.37512207,Di,activation,3,Jan_13_18,Late,42
40,-1.280517578,Di,activation,3,Jan_13_18,Late,42
45,-1.217346191,Di,activation,3,Jan_13_18,Late,42
50,-1.145935059,Di,activation,3,Jan_13_18,Late,42
55,-1.062927246,Di,activation,3,Jan_13_18,Late,42
60,-1.022033691,Di,activation,3,Jan_13_18,Late,42
65,-0.969543457,Di,activation,3,Jan_13_18,Late,42
70,-0.910644531,Di,activation,3,Jan_13_18,Late,42
75,-0.882873535,Di,activation,3,Jan_13_18,Late,42
80,-0.845947266,Di,activation,3,Jan_13_18,Late,42
85,-0.803527832,Di,activation,3,Jan_13_18,Late,42
90,-0.752563477,Di,activation,3,Jan_13_18,Late,42
-80,-0.034179688,Gmouse,activation,2,Jan_13_18,No,42
-75,-0.01739502,Gmouse,activation,2,Jan_13_18,No,42
-70,-0.030822754,Gmouse,activation,2,Jan_13_18,No,42
-65,-0.019226074,Gmouse,activation,2,Jan_13_18,No,42
-60,-0.016479492,Gmouse,activation,2,Jan_13_18,No,42
-55,-0.020446777,Gmouse,activation,2,Jan_13_18,No,42
-50,-0.010070801,Gmouse,activation,2,Jan_13_18,No,42
-45,-0.027160645,Gmouse,activation,2,Jan_13_18,No,42
-40,-0.031433105,Gmouse,activation,2,Jan_13_18,No,42
