Voltage,Current,Species,Recording,replicate,Date,Venom,Set
-25,-0.135192871,DiDiiiNC,activation,1,Dec_31_17,Yes,40
-20,-0.257873535,DiDiiiNC,activation,1,Dec_31_17,Yes,40
-15,-0.647277832,DiDiiiNC,activation,1,Dec_31_17,Yes,40
-10,-1.057434082,DiDiiiNC,activation,1,Dec_31_17,Yes,40
-5,-1.145629883,DiDiiiNC,activation,1,Dec_31_17,Yes,40
0,-1.12701416,DiDiiiNC,activation,1,Dec_31_17,Yes,40
5,-1.078796387,DiDiiiNC,activation,1,Dec_31_17,Yes,40
10,-0.986938477,DiDiiiNC,activation,1,Dec_31_17,Yes,40
15,-0.870056152,DiDiiiNC,activation,1,Dec_31_17,Yes,40
20,-0.753173828,DiDiiiNC,activation,1,Dec_31_17,Yes,40
25,-0.664978027,DiDiiiNC,activation,1,Dec_31_17,Yes,40
30,-0.562133789,DiDiiiNC,activation,1,Dec_31_17,Yes,40
35,-0.507202148,DiDiiiNC,activation,1,Dec_31_17,Yes,40
40,-0.45501709,DiDiiiNC,activation,1,Dec_31_17,Yes,40
45,-0.375671387,DiDiiiNC,activation,1,Dec_31_17,Yes,40
50,-0.326843262,DiDiiiNC,activation,1,Dec_31_17,Yes,40
55,-0.232849121,DiDiiiNC,activation,1,Dec_31_17,Yes,40
60,-0.142822266,DiDiiiNC,activation,1,Dec_31_17,Yes,40
65,-0.083007813,DiDiiiNC,activation,1,Dec_31_17,Yes,40
70,-0.021362305,DiDiiiNC,activation,1,Dec_31_17,Yes,40
75,0.045166016,DiDiiiNC,activation,1,Dec_31_17,Yes,40
80,0.102233887,DiDiiiNC,activation,1,Dec_31_17,Yes,40
85,0.150756836,DiDiiiNC,activation,1,Dec_31_17,Yes,40
90,0.161132813,DiDiiiNC,activation,1,Dec_31_17,Yes,40
-80,-0.00579834,Di,activation,1,Dec_31_17,No,40
-75,-0.033569336,Di,activation,1,Dec_31_17,No,40
-70,-0.023193359,Di,activation,1,Dec_31_17,No,40
-65,-0.036621094,Di,activation,1,Dec_31_17,No,40
-60,-0.02532959,Di,activation,1,Dec_31_17,No,40
-55,-0.043640137,Di,activation,1,Dec_31_17,No,40
-50,-0.000915527,Di,activation,1,Dec_31_17,No,40
-45,-0.003356934,Di,activation,1,Dec_31_17,No,40
-40,-0.007019043,Di,activation,1,Dec_31_17,No,40
-35,0.000915527,Di,activation,1,Dec_31_17,No,40
-30,-0.026550293,Di,activation,1,Dec_31_17,No,40
-25,-0.049743652,Di,activation,1,Dec_31_17,No,40
-20,-0.200195313,Di,activation,1,Dec_31_17,No,40
-15,-1.387939453,Di,activation,1,Dec_31_17,No,40
-10,-2.227783203,Di,activation,1,Dec_31_17,No,40
-5,-2.343444824,Di,activation,1,Dec_31_17,No,40
0,-2.275390625,Di,activation,1,Dec_31_17,No,40
5,-2.113952637,Di,activation,1,Dec_31_17,No,40
10,-1.94519043,Di,activation,1,Dec_31_17,No,40
15,-1.745300293,Di,activation,1,Dec_31_17,No,40
20,-1.584472656,Di,activation,1,Dec_31_17,No,40
25,-1.390075684,Di,activation,1,Dec_31_17,No,40
30,-1.234130859,Di,activation,1,Dec_31_17,No,40
35,-1.08795166,Di,activation,1,Dec_31_17,No,40
40,-0.948791504,Di,activation,1,Dec_31_17,No,40
45,-0.827636719,Di,activation,1,Dec_31_17,No,40
50,-0.758056641,Di,activation,1,Dec_31_17,No,40
55,-0.613098145,Di,activation,1,Dec_31_17,No,40
60,-0.488586426,Di,activation,1,Dec_31_17,No,40
65,-0.363464355,Di,activation,1,Dec_31_17,No,40
70,-0.246887207,Di,activation,1,Dec_31_17,No,40
75,-0.140075684,Di,activation,1,Dec_31_17,No,40
80,0.009460449,Di,activation,1,Dec_31_17,No,40
85,0.052490234,Di,activation,1,Dec_31_17,No,40
90,0.047912598,Di,activation,1,Dec_31_17,No,40
-80,-0.033874512,Di,activation,1,Dec_31_17,Yes,40
-75,-0.030212402,Di,activation,1,Dec_31_17,Yes,40
-70,-0.006408691,Di,activation,1,Dec_31_17,Yes,40
-65,-0.029907227,Di,activation,1,Dec_31_17,Yes,40
-60,-0.034484863,Di,activation,1,Dec_31_17,Yes,40
-55,-0.026855469,Di,activation,1,Dec_31_17,Yes,40
-50,-0.056762695,Di,activation,1,Dec_31_17,Yes,40
-45,-0.054931641,Di,activation,1,Dec_31_17,Yes,40
-40,-0.085754395,Di,activation,1,Dec_31_17,Yes,40
-35,-0.127258301,Di,activation,1,Dec_31_17,Yes,40
-30,-0.173950195,Di,activation,1,Dec_31_17,Yes,40
-25,-0.286560059,Di,activation,1,Dec_31_17,Yes,40
-20,-0.805053711,Di,activation,1,Dec_31_17,Yes,40
-15,-1.881103516,Di,activation,1,Dec_31_17,Yes,40
-10,-2.085876465,Di,activation,1,Dec_31_17,Yes,40
-5,-2.050170898,Di,activation,1,Dec_31_17,Yes,40
0,-1.92565918,Di,activation,1,Dec_31_17,Yes,40
5,-1.781921387,Di,activation,1,Dec_31_17,Yes,40
10,-1.61315918,Di,activation,1,Dec_31_17,Yes,40
15,-1.447753906,Di,activation,1,Dec_31_17,Yes,40
20,-1.287231445,Di,activation,1,Dec_31_17,Yes,40
25,-1.135559082,Di,activation,1,Dec_31_17,Yes,40
30,-0.996398926,Di,activation,1,Dec_31_17,Yes,40
35,-0.864257813,Di,activation,1,Dec_31_17,Yes,40
40,-0.769348145,Di,activation,1,Dec_31_17,Yes,40
45,-0.661315918,Di,activation,1,Dec_31_17,Yes,40
50,-0.610351563,Di,activation,1,Dec_31_17,Yes,40
55,-0.543823242,Di,activation,1,Dec_31_17,Yes,40
60,-0.472717285,Di,activation,1,Dec_31_17,Yes,40
65,-0.367736816,Di,activation,1,Dec_31_17,Yes,40
70,-0.288696289,Di,activation,1,Dec_31_17,Yes,40
75,-0.208740234,Di,activation,1,Dec_31_17,Yes,40
80,-0.118408203,Di,activation,1,Dec_31_17,Yes,40
85,-0.013122559,Di,activation,1,Dec_31_17,Yes,40
90,0.061645508,Di,activation,1,Dec_31_17,Yes,40
-80,-0.007324219,Di,activation,1,Dec_31_17,Late,40
-75,-0.003967285,Di,activation,1,Dec_31_17,Late,40
-70,-0.008850098,Di,activation,1,Dec_31_17,Late,40
-65,-0.029907227,Di,activation,1,Dec_31_17,Late,40
-60,-0.05065918,Di,activation,1,Dec_31_17,Late,40
-55,-0.063781738,Di,activation,1,Dec_31_17,Late,40
-50,-0.068359375,Di,activation,1,Dec_31_17,Late,40
-45,-0.104675293,Di,activation,1,Dec_31_17,Late,40
-40,-0.180664063,Di,activation,1,Dec_31_17,Late,40
-35,-0.208740234,Di,activation,1,Dec_31_17,Late,40
-30,-0.260620117,Di,activation,1,Dec_31_17,Late,40
-25,-0.387268066,Di,activation,1,Dec_31_17,Late,40
-20,-1.023864746,Di,activation,1,Dec_31_17,Late,40
-15,-1.596679688,Di,activation,1,Dec_31_17,Late,40
-10,-1.737060547,Di,activation,1,Dec_31_17,Late,40
-5,-1.698303223,Di,activation,1,Dec_31_17,Late,40
0,-1.614990234,Di,activation,1,Dec_31_17,Late,40
5,-1.467285156,Di,activation,1,Dec_31_17,Late,40
10,-1.341552734,Di,activation,1,Dec_31_17,Late,40
15,-1.194458008,Di,activation,1,Dec_31_17,Late,40
20,-1.061706543,Di,activation,1,Dec_31_17,Late,40
25,-0.942077637,Di,activation,1,Dec_31_17,Late,40
30,-0.835571289,Di,activation,1,Dec_31_17,Late,40
35,-0.731811523,Di,activation,1,Dec_31_17,Late,40
40,-0.648498535,Di,activation,1,Dec_31_17,Late,40
45,-0.570373535,Di,activation,1,Dec_31_17,Late,40
50,-0.513916016,Di,activation,1,Dec_31_17,Late,40
55,-0.444946289,Di,activation,1,Dec_31_17,Late,40
60,-0.411071777,Di,activation,1,Dec_31_17,Late,40
65,-0.33203125,Di,activation,1,Dec_31_17,Late,40
70,-0.238342285,Di,activation,1,Dec_31_17,Late,40
75,-0.173034668,Di,activation,1,Dec_31_17,Late,40
80,-0.099487305,Di,activation,1,Dec_31_17,Late,40
85,-0.034484863,Di,activation,1,Dec_31_17,Late,40
90,0.046081543,Di,activation,1,Dec_31_17,Late,40
-80,-0.030517578,DiDiiiNC,activation,2,Dec_31_17,No,40
-75,-0.039367676,DiDiiiNC,activation,2,Dec_31_17,No,40
-70,-0.025634766,DiDiiiNC,activation,2,Dec_31_17,No,40
-65,-0.012817383,DiDiiiNC,activation,2,Dec_31_17,No,40
-60,-0.035705566,DiDiiiNC,activation,2,Dec_31_17,No,40
-55,-0.033874512,DiDiiiNC,activation,2,Dec_31_17,No,40
-50,-0.037841797,DiDiiiNC,activation,2,Dec_31_17,No,40
-45,-0.052185059,DiDiiiNC,activation,2,Dec_31_17,No,40
-40,-0.045166016,DiDiiiNC,activation,2,Dec_31_17,No,40
-35,-0.04699707,DiDiiiNC,activation,2,Dec_31_17,No,40
-30,-0.043640137,DiDiiiNC,activation,2,Dec_31_17,No,40
-25,-0.069885254,DiDiiiNC,activation,2,Dec_31_17,No,40
-20,-0.199584961,DiDiiiNC,activation,2,Dec_31_17,No,40
-15,-0.885314941,DiDiiiNC,activation,2,Dec_31_17,No,40
-10,-2.472229004,DiDiiiNC,activation,2,Dec_31_17,No,40
-5,-2.936096191,DiDiiiNC,activation,2,Dec_31_17,No,40
0,-2.956848145,DiDiiiNC,activation,2,Dec_31_17,No,40
5,-2.82043457,DiDiiiNC,activation,2,Dec_31_17,No,40
10,-2.628479004,DiDiiiNC,activation,2,Dec_31_17,No,40
15,-2.417602539,DiDiiiNC,activation,2,Dec_31_17,No,40
20,-2.177124023,DiDiiiNC,activation,2,Dec_31_17,No,40
25,-1.946105957,DiDiiiNC,activation,2,Dec_31_17,No,40
30,-1.723632813,DiDiiiNC,activation,2,Dec_31_17,No,40
35,-1.50604248,DiDiiiNC,activation,2,Dec_31_17,No,40
40,-1.283569336,DiDiiiNC,activation,2,Dec_31_17,No,40
45,-1.09588623,DiDiiiNC,activation,2,Dec_31_17,No,40
50,-0.868225098,DiDiiiNC,activation,2,Dec_31_17,No,40
55,-0.67199707,DiDiiiNC,activation,2,Dec_31_17,No,40
60,-0.467834473,DiDiiiNC,activation,2,Dec_31_17,No,40
65,-0.276794434,DiDiiiNC,activation,2,Dec_31_17,No,40
70,-0.098876953,DiDiiiNC,activation,2,Dec_31_17,No,40
75,0.038146973,DiDiiiNC,activation,2,Dec_31_17,No,40
80,0.042114258,DiDiiiNC,activation,2,Dec_31_17,No,40
85,0.046386719,DiDiiiNC,activation,2,Dec_31_17,No,40
90,0.055541992,DiDiiiNC,activation,2,Dec_31_17,No,40
-80,-0.034484863,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-75,-0.049133301,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-70,-0.036010742,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-65,-0.036621094,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-60,-0.034179688,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-55,-0.039672852,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-50,-0.045471191,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-45,-0.070495605,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-40,-0.156555176,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-35,-0.241394043,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-30,-0.288391113,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-25,-0.380859375,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-20,-0.625610352,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-15,-1.587524414,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-10,-2.57019043,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-5,-2.797241211,DiDiiiNC,activation,2,Dec_31_17,Yes,40
0,-2.738342285,DiDiiiNC,activation,2,Dec_31_17,Yes,40
5,-2.544250488,DiDiiiNC,activation,2,Dec_31_17,Yes,40
10,-2.32635498,DiDiiiNC,activation,2,Dec_31_17,Yes,40
15,-2.091369629,DiDiiiNC,activation,2,Dec_31_17,Yes,40
20,-1.860961914,DiDiiiNC,activation,2,Dec_31_17,Yes,40
25,-1.609191895,DiDiiiNC,activation,2,Dec_31_17,Yes,40
30,-1.37878418,DiDiiiNC,activation,2,Dec_31_17,Yes,40
35,-1.187744141,DiDiiiNC,activation,2,Dec_31_17,Yes,40
40,-1.005249023,DiDiiiNC,activation,2,Dec_31_17,Yes,40
45,-0.82244873,DiDiiiNC,activation,2,Dec_31_17,Yes,40
50,-0.663757324,DiDiiiNC,activation,2,Dec_31_17,Yes,40
55,-0.579528809,DiDiiiNC,activation,2,Dec_31_17,Yes,40
60,-0.44708252,DiDiiiNC,activation,2,Dec_31_17,Yes,40
65,-0.303039551,DiDiiiNC,activation,2,Dec_31_17,Yes,40
70,-0.16784668,DiDiiiNC,activation,2,Dec_31_17,Yes,40
75,-0.064697266,DiDiiiNC,activation,2,Dec_31_17,Yes,40
80,0.039367676,DiDiiiNC,activation,2,Dec_31_17,Yes,40
85,0.023803711,DiDiiiNC,activation,2,Dec_31_17,Yes,40
90,0.037536621,DiDiiiNC,activation,2,Dec_31_17,Yes,40
-80,-0.026550293,DiDiiiNC,activation,2,Dec_31_17,Late,40
-75,-0.028076172,DiDiiiNC,activation,2,Dec_31_17,Late,40
-70,-0.040283203,DiDiiiNC,activation,2,Dec_31_17,Late,40
-65,-0.031738281,DiDiiiNC,activation,2,Dec_31_17,Late,40
-60,-0.050048828,DiDiiiNC,activation,2,Dec_31_17,Late,40
-55,-0.04699707,DiDiiiNC,activation,2,Dec_31_17,Late,40
-50,-0.074462891,DiDiiiNC,activation,2,Dec_31_17,Late,40
-45,-0.102233887,DiDiiiNC,activation,2,Dec_31_17,Late,40
-40,-0.166015625,DiDiiiNC,activation,2,Dec_31_17,Late,40
-35,-0.249633789,DiDiiiNC,activation,2,Dec_31_17,Late,40
-30,-0.291748047,DiDiiiNC,activation,2,Dec_31_17,Late,40
-25,-0.455932617,DiDiiiNC,activation,2,Dec_31_17,Late,40
-20,-0.83404541,DiDiiiNC,activation,2,Dec_31_17,Late,40
-15,-2.123413086,DiDiiiNC,activation,2,Dec_31_17,Late,40
-10,-2.811889648,DiDiiiNC,activation,2,Dec_31_17,Late,40
-5,-2.828063965,DiDiiiNC,activation,2,Dec_31_17,Late,40
0,-2.688903809,DiDiiiNC,activation,2,Dec_31_17,Late,40
5,-2.503356934,DiDiiiNC,activation,2,Dec_31_17,Late,40
10,-2.270507813,DiDiiiNC,activation,2,Dec_31_17,Late,40
15,-1.993103027,DiDiiiNC,activation,2,Dec_31_17,Late,40
20,-1.737670898,DiDiiiNC,activation,2,Dec_31_17,Late,40
25,-1.46697998,DiDiiiNC,activation,2,Dec_31_17,Late,40
30,-1.285095215,DiDiiiNC,activation,2,Dec_31_17,Late,40
35,-1.084594727,DiDiiiNC,activation,2,Dec_31_17,Late,40
40,-0.911254883,DiDiiiNC,activation,2,Dec_31_17,Late,40
45,-0.762023926,DiDiiiNC,activation,2,Dec_31_17,Late,40
50,-0.601806641,DiDiiiNC,activation,2,Dec_31_17,Late,40
55,-0.491333008,DiDiiiNC,activation,2,Dec_31_17,Late,40
60,-0.37689209,DiDiiiNC,activation,2,Dec_31_17,Late,40
65,-0.24017334,DiDiiiNC,activation,2,Dec_31_17,Late,40
70,-0.128173828,DiDiiiNC,activation,2,Dec_31_17,Late,40
75,0.022277832,DiDiiiNC,activation,2,Dec_31_17,Late,40
80,0.039978027,DiDiiiNC,activation,2,Dec_31_17,Late,40
85,0.020751953,DiDiiiNC,activation,2,Dec_31_17,Late,40
90,0.028686523,DiDiiiNC,activation,2,Dec_31_17,Late,40
-80,-0.026550293,Di,activation,2,Dec_31_17,No,40
-75,-0.016784668,Di,activation,2,Dec_31_17,No,40
-70,-0.029296875,Di,activation,2,Dec_31_17,No,40
-65,-0.011291504,Di,activation,2,Dec_31_17,No,40
-60,-0.029296875,Di,activation,2,Dec_31_17,No,40
-55,-0.006103516,Di,activation,2,Dec_31_17,No,40
-50,-0.011291504,Di,activation,2,Dec_31_17,No,40
-45,0.005187988,Di,activation,2,Dec_31_17,No,40
-40,-0.016174316,Di,activation,2,Dec_31_17,No,40
-35,-0.008544922,Di,activation,2,Dec_31_17,No,40
-30,0.004272461,Di,activation,2,Dec_31_17,No,40
-25,0.006103516,Di,activation,2,Dec_31_17,No,40
-20,-0.025939941,Di,activation,2,Dec_31_17,No,40
-15,-0.14465332,Di,activation,2,Dec_31_17,No,40
-10,-0.595397949,Di,activation,2,Dec_31_17,No,40
-5,-1.01776123,Di,activation,2,Dec_31_17,No,40
0,-1.181640625,Di,activation,2,Dec_31_17,No,40
5,-1.207580566,Di,activation,2,Dec_31_17,No,40
10,-1.19720459,Di,activation,2,Dec_31_17,No,40
15,-1.122741699,Di,activation,2,Dec_31_17,No,40
20,-1.073303223,Di,activation,2,Dec_31_17,No,40
25,-1.00189209,Di,activation,2,Dec_31_17,No,40
30,-0.895080566,Di,activation,2,Dec_31_17,No,40
35,-0.82244873,Di,activation,2,Dec_31_17,No,40
40,-0.740356445,Di,activation,2,Dec_31_17,No,40
45,-0.682983398,Di,activation,2,Dec_31_17,No,40
50,-0.600891113,Di,activation,2,Dec_31_17,No,40
55,-0.51940918,Di,activation,2,Dec_31_17,No,40
60,-0.436401367,Di,activation,2,Dec_31_17,No,40
65,-0.335388184,Di,activation,2,Dec_31_17,No,40
70,-0.242614746,Di,activation,2,Dec_31_17,No,40
75,-0.12512207,Di,activation,2,Dec_31_17,No,40
80,-0.054626465,Di,activation,2,Dec_31_17,No,40
85,0.052490234,Di,activation,2,Dec_31_17,No,40
90,0.09979248,Di,activation,2,Dec_31_17,No,40
-80,-0.018005371,Di,activation,2,Dec_31_17,Yes,40
-75,-0.017089844,Di,activation,2,Dec_31_17,Yes,40
-70,-0.015258789,Di,activation,2,Dec_31_17,Yes,40
-65,-0.006713867,Di,activation,2,Dec_31_17,Yes,40
-60,-0.018920898,Di,activation,2,Dec_31_17,Yes,40
-55,-0.023803711,Di,activation,2,Dec_31_17,Yes,40
-50,-0.015869141,Di,activation,2,Dec_31_17,Yes,40
-45,-0.021362305,Di,activation,2,Dec_31_17,Yes,40
-40,-0.032043457,Di,activation,2,Dec_31_17,Yes,40
-35,-0.04119873,Di,activation,2,Dec_31_17,Yes,40
-30,-0.030822754,Di,activation,2,Dec_31_17,Yes,40
-25,-0.036315918,Di,activation,2,Dec_31_17,Yes,40
-20,-0.082092285,Di,activation,2,Dec_31_17,Yes,40
-15,-0.265808105,Di,activation,2,Dec_31_17,Yes,40
-10,-0.736694336,Di,activation,2,Dec_31_17,Yes,40
-5,-0.975646973,Di,activation,2,Dec_31_17,Yes,40
0,-1.044616699,Di,activation,2,Dec_31_17,Yes,40
5,-1.052856445,Di,activation,2,Dec_31_17,Yes,40
10,-1.007995605,Di,activation,2,Dec_31_17,Yes,40
15,-0.953369141,Di,activation,2,Dec_31_17,Yes,40
20,-0.894165039,Di,activation,2,Dec_31_17,Yes,40
25,-0.803527832,Di,activation,2,Dec_31_17,Yes,40
30,-0.725097656,Di,activation,2,Dec_31_17,Yes,40
35,-0.680847168,Di,activation,2,Dec_31_17,Yes,40
40,-0.619506836,Di,activation,2,Dec_31_17,Yes,40
45,-0.560302734,Di,activation,2,Dec_31_17,Yes,40
50,-0.53894043,Di,activation,2,Dec_31_17,Yes,40
55,-0.473327637,Di,activation,2,Dec_31_17,Yes,40
60,-0.404663086,Di,activation,2,Dec_31_17,Yes,40
65,-0.333557129,Di,activation,2,Dec_31_17,Yes,40
70,-0.246276855,Di,activation,2,Dec_31_17,Yes,40
75,-0.162658691,Di,activation,2,Dec_31_17,Yes,40
80,-0.095825195,Di,activation,2,Dec_31_17,Yes,40
85,-0.024108887,Di,activation,2,Dec_31_17,Yes,40
90,0.034790039,Di,activation,2,Dec_31_17,Yes,40
-80,-0.036010742,Di,activation,2,Dec_31_17,Late,40
-75,-0.01373291,Di,activation,2,Dec_31_17,Late,40
-70,-0.020141602,Di,activation,2,Dec_31_17,Late,40
-65,-0.007629395,Di,activation,2,Dec_31_17,Late,40
-60,0.002746582,Di,activation,2,Dec_31_17,Late,40
-55,-0.008850098,Di,activation,2,Dec_31_17,Late,40
-50,-0.00579834,Di,activation,2,Dec_31_17,Late,40
-45,-0.031738281,Di,activation,2,Dec_31_17,Late,40
-40,-0.026245117,Di,activation,2,Dec_31_17,Late,40
-35,-0.037231445,Di,activation,2,Dec_31_17,Late,40
-30,-0.045166016,Di,activation,2,Dec_31_17,Late,40
-25,-0.064086914,Di,activation,2,Dec_31_17,Late,40
-20,-0.10345459,Di,activation,2,Dec_31_17,Late,40
-15,-0.26763916,Di,activation,2,Dec_31_17,Late,40
-10,-0.64453125,Di,activation,2,Dec_31_17,Late,40
-5,-0.821228027,Di,activation,2,Dec_31_17,Late,40
0,-0.863952637,Di,activation,2,Dec_31_17,Late,40
5,-0.851135254,Di,activation,2,Dec_31_17,Late,40
10,-0.852050781,Di,activation,2,Dec_31_17,Late,40
15,-0.798339844,Di,activation,2,Dec_31_17,Late,40
20,-0.769958496,Di,activation,2,Dec_31_17,Late,40
25,-0.687866211,Di,activation,2,Dec_31_17,Late,40
30,-0.660400391,Di,activation,2,Dec_31_17,Late,40
35,-0.621643066,Di,activation,2,Dec_31_17,Late,40
40,-0.570373535,Di,activation,2,Dec_31_17,Late,40
45,-0.517883301,Di,activation,2,Dec_31_17,Late,40
50,-0.500183105,Di,activation,2,Dec_31_17,Late,40
55,-0.440979004,Di,activation,2,Dec_31_17,Late,40
60,-0.407714844,Di,activation,2,Dec_31_17,Late,40
65,-0.370178223,Di,activation,2,Dec_31_17,Late,40
70,-0.316772461,Di,activation,2,Dec_31_17,Late,40
75,-0.22857666,Di,activation,2,Dec_31_17,Late,40
80,-0.168457031,Di,activation,2,Dec_31_17,Late,40
85,-0.10559082,Di,activation,2,Dec_31_17,Late,40
90,-0.053100586,Di,activation,2,Dec_31_17,Late,40
-80,-0.054626465,DiDiiiNC,activation,3,Dec_31_17,No,40
-75,-0.03692627,DiDiiiNC,activation,3,Dec_31_17,No,40
-70,-0.024719238,DiDiiiNC,activation,3,Dec_31_17,No,40
-65,-0.037841797,DiDiiiNC,activation,3,Dec_31_17,No,40
-60,-0.016174316,DiDiiiNC,activation,3,Dec_31_17,No,40
-55,-0.049133301,DiDiiiNC,activation,3,Dec_31_17,No,40
-50,-0.01953125,DiDiiiNC,activation,3,Dec_31_17,No,40
-45,-0.025634766,DiDiiiNC,activation,3,Dec_31_17,No,40
-40,-0.018920898,DiDiiiNC,activation,3,Dec_31_17,No,40
-35,-0.014343262,DiDiiiNC,activation,3,Dec_31_17,No,40
-30,-0.025024414,DiDiiiNC,activation,3,Dec_31_17,No,40
-25,-0.045776367,DiDiiiNC,activation,3,Dec_31_17,No,40
-20,-0.061340332,DiDiiiNC,activation,3,Dec_31_17,No,40
-15,-0.224304199,DiDiiiNC,activation,3,Dec_31_17,No,40
-10,-0.67199707,DiDiiiNC,activation,3,Dec_31_17,No,40
-5,-1.25,DiDiiiNC,activation,3,Dec_31_17,No,40
0,-1.517944336,DiDiiiNC,activation,3,Dec_31_17,No,40
5,-1.611328125,DiDiiiNC,activation,3,Dec_31_17,No,40
10,-1.573791504,DiDiiiNC,activation,3,Dec_31_17,No,40
15,-1.516113281,DiDiiiNC,activation,3,Dec_31_17,No,40
20,-1.407165527,DiDiiiNC,activation,3,Dec_31_17,No,40
25,-1.322631836,DiDiiiNC,activation,3,Dec_31_17,No,40
30,-1.211853027,DiDiiiNC,activation,3,Dec_31_17,No,40
35,-1.126098633,DiDiiiNC,activation,3,Dec_31_17,No,40
40,-1.022644043,DiDiiiNC,activation,3,Dec_31_17,No,40
45,-0.932006836,DiDiiiNC,activation,3,Dec_31_17,No,40
50,-0.892333984,DiDiiiNC,activation,3,Dec_31_17,No,40
55,-0.779418945,DiDiiiNC,activation,3,Dec_31_17,No,40
60,-0.694885254,DiDiiiNC,activation,3,Dec_31_17,No,40
65,-0.61126709,DiDiiiNC,activation,3,Dec_31_17,No,40
70,-0.544433594,DiDiiiNC,activation,3,Dec_31_17,No,40
75,-0.46661377,DiDiiiNC,activation,3,Dec_31_17,No,40
80,-0.378112793,DiDiiiNC,activation,3,Dec_31_17,No,40
85,-0.332336426,DiDiiiNC,activation,3,Dec_31_17,No,40
90,-0.258789063,DiDiiiNC,activation,3,Dec_31_17,No,40
-80,-0.051269531,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-75,-0.049133301,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-70,-0.050048828,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-65,-0.02532959,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-60,-0.021057129,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-55,-0.049133301,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-50,0.005493164,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-45,-0.05065918,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-40,-0.068664551,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-35,-0.062866211,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-30,-0.069885254,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-25,-0.076904297,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-20,-0.142822266,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-15,-0.325012207,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-10,-0.786132813,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-5,-1.264343262,DiDiiiNC,activation,3,Dec_31_17,Yes,40
0,-1.500549316,DiDiiiNC,activation,3,Dec_31_17,Yes,40
5,-1.534729004,DiDiiiNC,activation,3,Dec_31_17,Yes,40
10,-1.472473145,DiDiiiNC,activation,3,Dec_31_17,Yes,40
15,-1.393432617,DiDiiiNC,activation,3,Dec_31_17,Yes,40
20,-1.30065918,DiDiiiNC,activation,3,Dec_31_17,Yes,40
25,-1.205444336,DiDiiiNC,activation,3,Dec_31_17,Yes,40
30,-1.06842041,DiDiiiNC,activation,3,Dec_31_17,Yes,40
35,-0.969543457,DiDiiiNC,activation,3,Dec_31_17,Yes,40
40,-0.883789063,DiDiiiNC,activation,3,Dec_31_17,Yes,40
45,-0.78338623,DiDiiiNC,activation,3,Dec_31_17,Yes,40
50,-0.72052002,DiDiiiNC,activation,3,Dec_31_17,Yes,40
55,-0.639038086,DiDiiiNC,activation,3,Dec_31_17,Yes,40
60,-0.573425293,DiDiiiNC,activation,3,Dec_31_17,Yes,40
65,-0.506591797,DiDiiiNC,activation,3,Dec_31_17,Yes,40
70,-0.447387695,DiDiiiNC,activation,3,Dec_31_17,Yes,40
75,-0.379943848,DiDiiiNC,activation,3,Dec_31_17,Yes,40
80,-0.357055664,DiDiiiNC,activation,3,Dec_31_17,Yes,40
85,-0.25970459,DiDiiiNC,activation,3,Dec_31_17,Yes,40
90,-0.213317871,DiDiiiNC,activation,3,Dec_31_17,Yes,40
-80,-0.054321289,DiDiiiNC,activation,3,Dec_31_17,Late,40
-75,-0.009460449,DiDiiiNC,activation,3,Dec_31_17,Late,40
-70,-0.025024414,DiDiiiNC,activation,3,Dec_31_17,Late,40
-65,-0.025024414,DiDiiiNC,activation,3,Dec_31_17,Late,40
-60,-0.034179688,DiDiiiNC,activation,3,Dec_31_17,Late,40
-55,-0.01739502,DiDiiiNC,activation,3,Dec_31_17,Late,40
-50,-0.039978027,DiDiiiNC,activation,3,Dec_31_17,Late,40
-45,-0.035705566,DiDiiiNC,activation,3,Dec_31_17,Late,40
-40,-0.046081543,DiDiiiNC,activation,3,Dec_31_17,Late,40
